"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
"313",313,3,2,7,21,4,18,1801,2,99,1,43,7,1,3,7,2006,1,23,1
"314",314,3,2,7,4,1,18,1804,2,99,1,41,7,1,3,9,1992,1,44,2
"315",315,3,2,7,5,1,3,312,2,99,1,28,4,1,4,4,9999,4,99,2
"316",316,4,2,1,6,2,1,101,1,6,1,30,5,1,4,9,9999,1,99,1
"317",317,4,2,1,23,4,1,116,1,6,1,24,3,1,4,1,9999,1,2,9
"318",318,4,2,1,23,4,1,115,1,6,1,999,12,1,5,7,9999,1,99,9
"319",319,4,2,1,0,1,1,111,2,99,1,56,10,1,3,1,1995,1,44,1
"320",320,4,2,1,19,4,5,501,2,99,1,27,4,1,7,7,9999,1,13,1
"321",321,4,2,1,15,3,13,1302,2,99,1,25,4,1,3,3,9999,2,44,2
"322",322,4,2,1,20,4,13,1302,2,99,1,28,4,1,3,4,1985,1,44,2
"323",323,4,2,1,0,1,16,1604,2,99,1,49,8,1,3,1,2001,1,23,2
"324",324,4,2,1,21,4,3,302,2,99,1,41,7,1,2,99,9999,1,42,2
"325",325,5,2,2,8,2,1,101,1,4,1,25,4,1,4,5,9999,1,21,1
"326",326,5,2,2,9,2,1,108,1,8,2,999,12,1,1,3,9999,1,32,1
"327",327,5,2,2,23,4,22,2205,2,99,1,23,3,1,6,1,9999,1,15,1
"328",328,5,2,2,6,2,22,2202,2,99,1,24,3,1,3,4,1996,2,44,2
"329",329,5,2,2,22,4,5,502,2,99,1,18,2,1,4,1,9999,1,24,1
"330",330,5,2,2,22,4,9,914,2,99,1,37,6,1,3,1,9999,2,44,2
"331",331,5,2,2,2,1,8,801,2,99,1,33,5,1,3,1,1990,1,44,2
"332",332,5,2,2,23,4,16,1602,2,99,1,30,5,1,3,3,9999,1,34,2
"333",333,5,2,2,18,4,17,1708,2,99,1,39,6,1,4,99,9999,1,99,1
"334",334,5,2,2,8,2,4,401,1,1,1,28,4,1,4,1,2007,1,21,1
"335",335,6,2,3,1,1,1,101,2,6,1,27,4,1,3,1,2001,1,37,2
"336",336,6,2,3,17,3,20,2003,2,99,1,23,3,1,4,5,9999,1,42,1
"337",337,6,2,3,0,1,11,1101,2,99,1,39,6,1,5,2,9999,1,15,1
"338",338,6,2,3,19,4,9,901,1,11,1,33,5,1,2,3,2005,1,21,1
"339",339,6,2,3,2,1,9,920,1,3,1,19,2,1,1,6,1998,2,46,2
"340",340,6,2,3,20,4,18,1801,2,99,1,21,3,1,4,5,2012,1,42,1
"341",341,7,2,4,2,1,1,101,1,13,1,31,5,1,2,4,9999,2,4,2
"342",342,7,2,4,12,3,10,1010,2,99,1,22,3,1,4,1,2010,1,2,1
"343",343,7,2,4,14,3,10,1014,2,99,1,62,11,1,1,11,2012,1,5,1
"344",344,7,2,4,17,3,18,1804,2,99,1,60,11,1,4,4,9999,1,99,9
"345",345,7,2,4,22,4,14,1406,2,99,1,27,4,1,7,99,9999,3,99,2
"346",346,7,2,4,7,2,4,401,2,99,9,999,12,9,5,99,9999,1,99,9
"347",347,8,2,5,8,2,1,101,1,1,1,28,4,1,10,2,2005,1,44,2
"348",348,8,2,5,11,2,1,101,1,1,1,42,7,1,12,99,9999,1,22,1
"349",349,8,2,5,2,1,1,102,2,99,1,26,4,1,3,6,9999,2,44,1
"350",350,8,2,5,18,4,1,101,1,7,1,57,10,1,3,2,9999,2,99,2
"351",351,8,2,5,23,4,1,116,2,99,1,23,3,1,9,3,2005,1,46,2
"352",352,8,2,5,23,4,20,2001,1,2,1,27,4,1,1,4,9999,2,21,2
"353",353,8,2,5,21,4,20,2011,2,99,1,32,5,1,2,3,9999,2,13,2
"354",354,8,2,5,23,4,5,509,2,99,1,33,5,1,3,99,9999,1,99,2
"355",355,8,2,5,10,2,5,501,2,99,1,43,7,1,3,4,1997,1,37,1
"356",356,8,2,5,7,2,10,1020,2,99,1,36,6,1,4,1,9999,1,24,1
"357",357,8,2,5,1,1,11,1101,1,1,2,29,4,1,1,99,9999,2,99,1
"358",358,8,2,5,22,4,12,1203,2,99,9,999,12,9,12,99,9999,2,99,9
"359",359,8,2,5,22,4,18,1801,2,99,1,35,6,1,12,7,1996,1,99,1
"360",360,8,2,5,8,2,7,718,2,99,1,21,3,1,14,7,9999,1,2,1
"361",361,9,2,6,9,2,1,101,1,8,1,17,2,2,3,6,1996,1,44,1
"362",362,9,2,6,20,4,1,101,1,8,1,18,2,1,3,4,9999,2,44,9
"363",363,9,2,6,2,1,1,101,1,17,1,52,9,1,1,9,1994,1,32,2
"364",364,9,2,6,3,1,1,101,1,17,1,56,10,1,1,1,2004,1,46,2
"365",365,9,2,6,18,4,1,101,1,5,1,30,5,1,10,2,2006,1,44,1
"366",366,9,2,6,11,2,1,101,1,7,1,44,7,1,3,2,2005,1,37,9
"367",367,9,2,6,6,2,19,1906,2,99,1,36,6,1,3,99,9999,1,34,1
"368",368,9,2,6,15,3,19,1907,2,99,1,52,9,1,3,1,9999,1,44,1
"369",369,9,2,6,7,2,11,1102,2,99,1,31,5,1,2,6,9999,1,44,1
"370",370,9,2,6,19,4,11,1107,2,99,9,999,12,9,4,99,9999,1,99,9
"371",371,9,2,6,11,2,12,1216,2,99,1,41,7,1,3,2,1984,1,44,1
"372",372,9,2,6,23,4,16,1607,2,99,1,27,4,1,4,99,9999,2,99,2
"373",373,10,2,7,0,1,1,101,1,9,1,29,4,1,12,1,1997,1,33,1
"374",374,10,2,7,2,1,1,101,1,8,1,24,3,1,1,99,9999,2,99,1
"375",375,10,2,7,1,1,1,101,1,1,1,24,3,1,4,1,9999,3,2,1
"376",376,10,2,7,16,3,1,101,1,18,1,49,8,1,10,99,9999,2,99,1
"377",377,10,2,7,3,1,1,101,1,17,1,15,2,2,1,99,9999,3,99,1
"378",378,10,2,7,22,4,1,101,1,7,1,29,4,1,1,5,9999,2,44,1
"379",379,10,2,7,16,3,1,115,1,5,1,17,2,2,1,99,9999,1,99,1
"380",380,10,2,7,23,4,6,614,2,99,1,24,3,1,3,6,9999,2,99,2
"381",381,10,2,7,20,4,10,1001,2,99,1,38,6,1,3,5,1981,1,23,1
"382",382,10,2,7,4,1,10,1001,2,99,1,23,3,1,4,3,9999,3,21,1
"383",383,10,2,7,22,4,16,1604,2,99,1,26,4,1,1,11,9999,1,44,2
"384",384,10,2,7,5,1,14,1420,2,99,1,25,4,1,4,99,9999,3,99,1
"385",385,10,2,7,18,4,17,1707,2,99,1,50,9,1,7,4,9999,1,33,1
"386",386,10,2,7,16,3,4,403,2,99,1,29,4,1,4,5,2012,3,99,2
"387",387,10,2,7,0,1,3,307,2,99,1,63,11,1,3,3,1988,1,37,1
"388",388,11,2,1,13,3,1,101,1,2,1,28,4,1,6,5,1987,1,15,1
"389",389,11,2,1,18,4,1,101,1,1,1,51,9,1,9,4,9999,1,44,1
"390",390,11,2,1,18,4,1,101,2,18,1,29,4,1,4,5,2012,3,2,1
"391",391,11,2,1,22,4,1,101,1,7,1,29,4,1,1,5,9999,2,44,1
"392",392,11,2,1,11,2,1,101,1,7,1,999,12,1,3,5,9999,1,44,1
"393",393,11,2,1,11,2,1,115,1,5,1,26,4,1,5,2,2011,1,30,1
"394",394,11,2,1,10,2,1,108,1,2,2,26,4,1,1,4,2005,1,20,1
"395",395,11,2,1,22,4,1,110,2,99,1,999,12,1,4,1,2011,3,2,9
"396",396,11,2,1,12,3,22,2214,2,99,1,40,7,1,1,6,1997,1,44,9
"397",397,11,2,1,1,1,19,1904,2,99,1,28,4,1,14,11,2009,1,2,2
"398",398,11,2,1,2,1,19,1902,2,99,1,19,2,1,1,1,2005,1,32,9
"399",399,11,2,1,11,2,12,1201,2,99,1,42,7,1,4,2,9999,1,21,9
"400",400,11,2,1,18,4,13,1301,2,99,1,29,4,1,3,1,1998,1,44,2
"401",401,11,2,1,17,3,13,1326,2,99,1,999,12,1,3,9,9999,1,99,1
"402",402,11,2,1,14,3,16,1615,2,99,1,999,12,1,3,1,9999,4,44,1
"403",403,11,2,1,23,4,18,1801,2,99,1,26,4,1,4,5,2012,1,99,1
"404",404,12,2,2,20,4,1,101,1,6,1,22,3,1,1,99,9999,1,99,9
"405",405,12,2,2,19,4,1,101,1,6,1,33,5,1,3,5,9999,1,44,1
"406",406,12,2,2,13,3,1,101,1,12,1,37,6,1,3,4,9999,1,13,1
"407",407,12,2,2,18,4,20,2011,1,4,1,41,7,1,3,1,1974,1,44,1
"408",408,12,2,2,22,4,19,1901,2,99,1,34,5,1,3,2,9999,1,37,1
"409",409,12,2,2,13,3,15,1501,2,99,2,28,4,1,4,4,9999,1,42,1
"410",410,12,2,2,9,2,4,401,2,99,1,36,6,1,1,4,2001,1,32,1
"411",411,13,2,3,6,2,1,101,1,1,1,66,11,1,1,1,1998,1,37,1
"412",412,13,2,3,20,4,22,2202,2,99,1,37,6,1,9,2,9999,1,44,9
"413",413,13,2,3,15,3,20,2001,1,1,1,35,6,1,1,4,9999,1,34,9
"414",414,13,2,3,9,2,19,1903,2,99,1,38,6,1,6,2,2005,1,15,1
"415",415,13,2,3,18,4,5,504,2,99,1,47,8,1,3,9,9999,2,44,1
"416",416,13,2,3,15,3,12,1201,1,2,1,41,7,1,3,1,9999,1,44,1
"417",417,13,2,3,19,4,8,801,2,99,1,24,3,1,2,2,9999,1,30,1
"418",418,13,2,3,18,4,4,406,2,99,1,23,3,1,5,2,9999,3,99,9
"419",419,14,2,4,21,4,1,101,1,18,1,32,5,1,3,5,9999,1,13,9
"420",420,14,2,4,17,3,1,101,1,12,1,44,7,1,11,2,2006,1,5,1
"421",421,14,2,4,21,4,1,114,2,99,1,28,4,1,4,3,9999,2,2,9
"422",422,14,2,4,5,1,22,2205,2,99,1,26,4,1,1,2,2002,2,34,2
"423",423,14,2,4,6,2,5,501,2,99,9,999,12,9,99,99,9999,1,99,9
"424",424,14,2,4,21,4,6,614,2,99,1,50,9,1,14,1,9999,1,2,1
"425",425,14,2,4,5,1,9,917,2,99,1,26,4,1,1,9,9999,1,37,1
"426",426,14,2,4,15,3,13,1301,2,99,1,61,11,1,3,3,1986,1,44,1
"427",427,14,2,4,7,2,16,1601,2,99,9,999,12,9,9,2,9999,1,44,9
"428",428,14,2,4,6,2,2,207,2,99,1,22,3,1,5,2,2003,1,34,1
"429",429,14,2,4,8,2,17,1701,2,99,1,19,2,1,3,1,9999,1,44,9
"430",430,14,2,4,19,4,7,719,2,99,1,24,3,1,3,11,9999,1,44,2
"431",431,14,2,4,10,2,3,301,1,99,1,59,10,1,7,99,1999,1,99,1
"432",432,15,2,5,2,1,1,101,1,9,9,999,12,9,99,99,9999,1,99,9
"433",433,15,2,5,14,3,21,2105,2,99,1,60,11,1,9,1,2007,3,44,1
"434",434,15,2,5,21,4,11,1101,1,4,1,32,5,1,4,99,9999,3,99,1
"435",435,15,2,5,18,4,9,901,1,3,1,41,7,1,1,4,1993,1,44,9
"436",436,15,2,5,19,4,13,1323,2,99,1,25,4,1,9,2,2009,1,44,2
"437",437,15,2,5,20,4,15,1508,2,99,1,37,6,1,3,6,9999,3,44,1
"438",438,15,2,5,1,1,4,401,2,99,1,29,4,1,6,99,9999,1,99,1
"439",439,15,2,5,17,3,13,1323,2,99,1,25,4,1,1,2,2007,1,34,1
"440",440,16,2,6,20,4,1,101,2,1,1,21,3,1,1,99,9999,1,37,1
"441",441,16,2,6,1,1,1,101,2,10,9,999,12,9,10,99,9999,1,99,9
"442",442,16,2,6,22,4,1,101,2,12,9,999,12,9,99,99,9999,1,99,9
"443",443,16,2,6,6,2,1,108,1,3,1,37,6,1,1,5,9999,1,21,2
"444",444,16,2,6,14,3,1,115,1,8,1,16,2,2,3,8,1987,2,44,1
"445",445,16,2,6,19,4,5,504,2,99,1,45,8,1,1,4,9999,1,32,2
"446",446,16,2,6,13,3,6,602,2,99,1,26,4,1,4,3,9999,3,21,9
"447",447,16,2,6,2,1,10,1020,2,99,1,31,5,1,6,1,1998,1,22,9
"448",448,16,2,6,17,3,17,1711,2,99,9,999,12,9,1,99,1998,1,21,9
"449",449,16,2,6,17,3,14,1416,2,99,1,39,6,1,3,3,1993,2,44,9
"450",450,17,2,7,14,3,1,101,1,8,1,25,4,1,4,99,9999,2,42,1
"451",451,17,2,7,7,2,1,101,1,18,9,999,12,9,10,2,9999,1,99,9
"452",452,17,2,7,22,4,1,101,1,13,1,31,5,1,10,2,2008,1,20,2
"453",453,17,2,7,22,4,1,103,2,99,1,21,3,1,3,3,9999,3,37,2
"454",454,17,2,7,2,1,1,101,1,7,1,30,5,1,1,9,2001,2,34,2
"455",455,17,2,7,20,4,1,108,1,4,1,35,6,1,3,6,1987,1,44,2
"456",456,17,2,7,18,4,20,2004,2,99,9,999,12,9,3,4,9999,3,44,9
"457",457,17,2,7,2,1,5,506,2,99,1,44,7,1,3,1,1987,3,44,9
"458",458,17,2,7,22,4,9,901,1,10,9,999,12,9,3,14,9999,1,37,9
"459",459,17,2,7,16,3,12,1219,2,99,1,48,8,1,1,11,2005,1,37,2
"460",460,17,2,7,23,4,17,1712,2,99,1,32,5,1,4,1,2012,3,2,9
"461",461,17,2,7,12,3,3,301,2,99,1,35,6,1,3,14,1987,1,99,9
"462",462,18,2,1,23,4,1,101,1,18,1,29,4,1,11,2,2011,2,5,2
"463",463,18,2,1,21,4,1,101,1,12,1,999,12,1,2,3,1997,1,42,2
"464",464,18,2,1,21,4,1,101,1,12,1,73,11,1,3,6,9999,1,37,1
"465",465,18,2,1,19,4,22,2212,1,12,1,25,4,1,4,99,2010,1,99,1
"466",466,18,2,1,10,2,5,501,2,99,1,34,5,1,3,5,9999,1,44,1
"467",467,18,2,1,20,4,13,1301,1,5,1,29,4,1,1,5,1992,1,32,2
"468",468,18,2,1,15,3,16,1601,1,11,1,25,4,1,3,5,2002,2,13,1
"469",469,18,2,1,0,1,18,1805,2,99,1,29,4,1,5,2,9999,1,13,1
"470",470,18,2,1,21,4,17,1703,2,99,1,27,4,1,1,5,2004,1,37,1
"471",471,18,2,1,14,3,17,1712,2,99,1,33,5,1,1,4,2009,1,32,1
"472",472,19,2,2,12,3,1,103,2,99,1,37,6,1,4,99,9999,3,99,9
"473",473,19,2,2,16,3,21,2103,2,99,1,46,8,1,3,9,9999,3,44,1
"474",474,19,2,2,19,4,12,1216,2,99,1,20,3,1,5,2,9999,1,33,1
"475",475,19,2,2,21,4,17,1708,2,99,1,43,7,1,3,5,9999,2,44,1
"476",476,19,2,2,18,4,7,709,2,99,1,42,7,1,12,99,9999,2,99,9
"477",477,20,2,3,8,2,1,113,2,99,1,999,12,1,3,99,9999,2,99,9
"478",478,20,2,3,14,3,1,107,2,99,1,23,3,1,1,6,9999,1,21,2
"479",479,20,2,3,17,3,22,2203,2,99,1,39,6,1,3,2,1993,1,44,2
"480",480,20,2,3,11,2,5,505,2,99,1,25,4,1,6,2,1999,1,15,1
"481",481,20,2,3,0,1,10,1001,2,2,2,37,6,1,4,99,9999,2,99,1
"482",482,20,2,3,17,3,2,201,2,99,1,31,5,1,1,4,2012,1,30,1
"483",483,20,2,3,3,1,18,1801,2,99,1,50,9,1,3,3,9999,1,5,2
"484",484,20,2,3,21,4,18,1801,2,99,1,29,4,1,1,1,9999,2,44,9
"485",485,20,2,3,20,4,18,1802,2,99,1,31,5,1,4,1,9999,1,37,9
"486",486,20,2,3,0,1,1,101,2,10,1,25,4,1,1,5,9999,1,99,9
"487",487,20,2,3,8,2,1,101,2,9,1,30,5,1,4,99,9999,1,99,9
"488",488,21,2,4,9,2,1,101,1,1,1,29,4,1,1,2,2011,1,30,1
"489",489,21,2,4,19,4,1,102,2,99,1,25,4,1,4,1,9999,2,37,1
"490",490,21,2,4,16,3,1,101,1,7,1,32,5,1,12,99,1993,2,33,1
"491",491,21,2,4,7,2,20,2001,2,99,1,59,10,1,5,6,9999,2,13,1
"492",492,21,2,4,20,4,20,2001,2,99,1,999,12,1,3,99,9999,1,99,9
"493",493,21,2,4,20,4,5,511,2,99,1,35,6,1,3,1,1990,1,44,2
"494",494,21,2,4,20,4,5,501,1,99,1,45,8,1,3,9,2007,1,44,2
"495",495,21,2,4,16,3,10,1002,2,99,1,32,5,1,4,99,9999,2,46,1
"496",496,21,2,4,10,2,16,1603,2,99,1,20,3,1,14,1,9999,2,2,1
"497",497,21,2,4,10,2,18,1804,2,99,1,57,10,1,6,3,1998,1,47,1
"498",498,21,2,4,4,1,1,113,2,99,1,29,4,1,6,1,1993,3,22,9
"499",499,22,2,5,7,2,1,113,2,99,1,45,8,1,2,5,2011,1,10,2
"500",500,22,2,5,5,1,1,101,1,1,1,999,12,1,3,5,9999,1,44,1
"501",501,22,2,5,11,2,1,101,1,7,1,37,6,1,3,6,1999,1,44,1
"502",502,22,2,5,3,1,1,101,1,7,1,32,5,1,4,3,2011,1,42,9
"503",503,22,2,5,11,2,1,117,1,7,1,18,2,1,4,5,9999,1,99,9
"504",504,22,2,5,17,3,1,101,1,16,1,23,3,1,2,4,2010,2,1,2
"505",505,22,2,5,20,4,1,108,1,3,1,34,5,1,2,6,2000,1,30,1
"506",506,22,2,5,14,3,1,101,1,1,1,27,4,1,1,10,1979,1,39,1
"507",507,22,2,5,22,4,1,101,1,1,1,37,6,1,1,1,1984,1,37,1
"508",508,22,2,5,22,4,5,501,1,1,1,29,4,1,4,1,2002,1,24,2
"509",509,22,2,5,8,2,5,512,2,99,1,42,7,1,3,1,9999,1,37,1
"510",510,22,2,5,18,4,10,1002,2,99,1,38,6,1,3,9,9999,1,44,2
"511",511,22,2,5,9,2,12,1201,2,99,9,999,12,9,10,99,9999,2,99,9
"512",512,22,2,5,22,4,2,208,2,99,1,999,12,1,4,99,9999,1,37,9
"513",513,22,2,5,12,3,6,601,2,99,1,21,3,1,4,99,9999,2,99,9
"514",514,23,2,6,20,4,5,501,2,99,1,37,6,1,3,4,1996,2,23,2
"515",515,23,2,6,21,4,10,1001,2,99,1,25,4,1,1,1,9999,2,30,2
"516",516,23,2,6,23,4,9,920,2,99,1,32,5,1,5,2,9999,1,33,2
"517",517,23,2,6,19,4,12,1218,2,99,1,31,5,1,1,2,1995,1,44,2
"518",518,23,2,6,17,3,12,1227,2,99,1,30,5,1,3,14,1974,2,9,2
"519",519,23,2,6,7,2,15,1501,2,99,1,45,8,1,3,2,2009,1,44,1
"520",520,23,2,6,21,4,1,101,1,18,1,38,6,1,10,2,9999,1,37,1
"521",521,23,2,6,18,4,19,1901,1,99,1,29,4,1,3,2,9999,2,44,1
"522",522,23,2,6,11,2,13,1301,1,3,1,44,7,1,2,7,1984,1,22,1
"523",523,23,2,6,19,4,19,1902,2,99,1,999,12,1,99,99,9999,1,99,9
"524",524,23,2,6,3,1,1,113,1,99,1,39,6,1,1,1,2005,2,12,1
"525",525,23,2,6,11,2,1,117,1,99,1,32,5,1,4,1,9999,1,21,1
"526",526,23,2,6,11,2,20,2004,2,99,2,17,2,2,4,4,9999,1,43,9
"527",527,23,2,6,13,3,16,1601,2,99,9,999,12,9,99,99,9999,1,99,9
"528",528,23,2,6,20,4,16,1601,2,99,9,999,12,9,99,99,9999,2,99,1
"529",529,23,2,6,1,1,1,101,1,17,1,999,12,1,3,1,9999,2,44,1
"530",530,24,2,7,23,4,1,101,1,1,2,27,4,1,1,4,2002,1,20,2
"531",531,24,2,7,0,1,1,101,1,1,1,28,4,1,1,4,1999,2,32,2
"532",532,24,2,7,3,1,1,101,1,1,2,27,4,1,1,14,1999,1,23,2
"533",533,24,2,7,23,4,1,101,1,11,1,27,4,1,1,11,9999,1,32,2
"534",534,24,2,7,4,1,1,117,1,99,1,29,4,1,1,6,1996,1,44,1
"535",535,24,2,7,0,1,1,108,1,6,1,19,2,1,4,4,9999,1,42,2
"536",536,24,2,7,17,3,1,101,1,7,1,26,4,1,1,5,1999,1,21,1
"537",537,24,2,7,9,2,1,101,1,12,1,999,12,1,4,3,9999,2,42,9
"538",538,24,2,7,21,4,5,509,2,99,1,48,8,1,2,4,9999,1,32,1
"539",539,24,2,7,21,4,1,101,1,19,1,30,5,1,1,2,2001,1,99,2
"540",540,24,2,7,20,4,20,2001,2,99,1,21,3,1,3,5,1990,1,23,2
"541",541,24,2,7,15,3,20,2001,2,99,1,41,7,1,3,1,1987,2,44,1
"542",542,24,2,7,9,2,6,606,2,99,1,27,4,1,1,6,1992,2,21,2
"543",543,24,2,7,12,3,6,603,1,99,1,38,6,1,4,3,2007,1,99,2
"544",544,24,2,7,10,2,8,806,2,99,1,54,9,1,3,2,9999,2,44,1
"545",545,24,2,7,15,3,18,1801,2,99,1,26,4,1,11,2,2010,2,34,1
"546",546,24,2,7,15,3,18,1801,2,99,1,999,12,1,3,2,9999,1,99,9
"547",547,24,2,7,15,3,18,1801,2,99,1,22,3,1,4,99,9999,1,99,1
"548",548,24,2,7,11,2,17,1705,2,99,1,20,3,1,5,2,9999,2,19,1
"549",549,24,2,7,9,2,4,409,2,99,1,52,9,1,4,99,2009,2,99,1
"550",550,24,2,7,23,4,11,1107,2,99,1,33,5,1,3,6,9999,1,99,1
"551",551,24,2,7,22,4,1,101,2,18,1,35,6,1,1,9,1997,1,32,1
"552",552,24,2,7,1,1,3,301,2,99,1,23,3,1,2,99,9999,2,99,2
"553",553,24,2,7,5,1,5,501,2,99,1,19,2,1,4,99,9999,1,99,1
"554",554,24,2,7,1,1,17,1701,2,99,1,22,3,1,4,99,9999,1,99,9
"555",555,25,2,1,11,2,1,114,2,99,1,25,4,1,5,2,9999,1,22,9
"556",556,25,2,1,10,2,22,2201,2,99,1,24,3,1,9,99,2009,3,44,9
"557",557,25,2,1,13,3,20,2006,2,99,1,23,3,1,5,99,1995,3,23,1
"558",558,25,2,1,2,1,5,511,2,99,1,27,4,1,10,2,9999,2,30,9
"559",559,25,2,1,15,3,10,1001,2,99,1,29,4,1,3,99,1982,1,44,9
"560",560,25,2,1,13,3,9,905,2,99,1,35,6,1,5,2,9999,3,18,1
"561",561,25,2,1,9,2,9,909,2,99,9,999,12,9,5,2,9999,1,23,9
"562",562,25,2,1,13,3,4,413,2,99,1,35,6,1,3,5,9999,1,44,1
"563",563,26,2,2,5,1,18,1805,2,99,1,35,6,1,6,14,9999,1,15,1
"564",564,26,2,2,18,4,1,101,1,11,2,38,6,1,2,99,9999,1,44,1
"565",565,26,2,2,21,4,6,601,2,99,1,26,4,1,14,1,9999,1,99,1
"566",566,26,2,2,15,3,2,203,2,99,1,44,7,1,9,2,9999,1,99,1
"567",567,26,2,2,10,2,21,2105,2,99,1,29,4,1,9,99,9999,2,99,1
"568",568,26,2,2,10,2,1,101,1,18,9,999,12,9,5,1,9999,1,13,9
"569",569,26,2,2,19,4,1,101,1,18,1,19,2,1,4,1,9999,2,24,1
"570",570,26,2,2,7,2,10,1001,2,99,9,999,12,9,3,11,9999,3,44,9
"571",571,26,2,2,12,3,12,1201,2,99,1,30,5,1,3,3,9999,2,32,9
"572",572,26,2,2,3,1,12,1201,2,99,9,999,12,9,3,99,9999,3,99,9
"573",573,27,2,3,20,4,1,108,1,6,1,26,4,1,4,99,9999,3,42,1
"574",574,27,2,3,16,3,15,1503,2,99,1,41,7,1,3,4,9999,3,44,2
"575",575,27,2,3,1,1,20,2001,1,1,1,28,4,1,4,5,2008,3,24,2
"576",576,28,2,4,2,1,1,101,1,1,1,37,6,1,10,2,1998,1,20,2
"577",577,28,2,4,0,1,1,101,1,1,1,30,5,1,1,9,1987,1,21,1
"578",578,28,2,4,9,2,1,101,1,16,1,31,5,1,1,1,1993,2,37,1
"579",579,28,2,4,10,2,1,115,1,4,1,38,6,1,9,2,9999,1,34,1
"580",580,28,2,4,17,3,12,1201,2,99,1,49,8,1,3,3,9999,3,44,1
"581",581,28,2,4,9,2,16,1601,2,99,1,29,4,1,3,9,9999,1,44,1
"582",582,28,2,4,23,4,16,1617,2,99,1,18,2,1,4,5,9999,3,2,1
"583",583,28,2,4,19,4,2,203,2,99,1,21,3,1,4,99,9999,1,42,2
"584",584,28,2,4,22,4,4,406,2,99,1,31,5,1,6,2,2007,1,29,1
"585",585,1,3,5,21,4,1,101,1,9,1,40,7,1,4,1,2002,1,42,2
"586",586,1,3,5,22,4,1,114,2,99,9,999,12,9,99,99,9999,1,99,9
"587",587,1,3,5,19,4,22,2201,2,99,1,35,6,1,14,1,2009,1,2,2
"588",588,1,3,5,23,4,22,2201,2,99,1,25,4,1,1,2,9999,1,44,1
"589",589,1,3,5,22,4,19,1905,2,99,1,28,4,1,4,5,9999,1,24,1
"590",590,1,3,5,17,3,6,601,2,99,1,39,6,1,3,2,9999,2,37,2
"591",591,1,3,5,22,4,12,1222,1,1,1,39,6,1,3,9,1998,1,5,2
"592",592,1,3,5,19,4,2,207,1,2,1,55,10,1,2,5,1983,1,44,2
"593",593,1,3,5,3,1,17,1701,2,99,1,27,4,1,1,10,1996,2,5,2
"594",594,1,3,5,7,2,4,401,2,99,1,24,3,1,5,2,2007,1,34,1
"595",595,2,3,6,10,2,1,101,1,1,1,34,5,1,12,1,1998,1,33,1
"596",596,2,3,6,13,3,1,101,1,1,1,31,5,1,3,99,9999,1,99,1
"597",597,2,3,6,23,4,1,113,1,13,1,30,5,1,3,5,1995,2,4,1
"598",598,2,3,6,23,4,1,101,1,7,1,40,7,1,4,5,2010,2,99,1
"599",599,2,3,6,0,1,1,115,1,2,1,26,4,1,4,99,9999,1,99,1
"600",600,2,3,6,0,1,1,115,1,2,1,28,4,1,4,5,2009,1,99,1
"601",601,2,3,6,19,4,1,115,1,1,2,35,6,1,1,1,9999,1,32,1
"602",602,2,3,6,2,1,1,115,1,2,1,29,4,1,4,5,9999,1,2,1
"603",603,2,3,6,22,4,19,1901,2,99,1,40,7,1,1,4,9999,1,33,1
"604",604,2,3,6,21,4,19,1905,2,99,1,25,4,1,3,2,1997,1,32,1
"605",605,2,3,6,11,2,5,501,2,99,1,48,8,1,99,99,9999,2,99,1
"606",606,2,3,6,5,1,5,504,2,99,1,38,6,1,4,1,9999,1,42,1
"607",607,2,3,6,16,3,5,510,2,99,1,33,5,1,1,4,2012,1,20,2
"608",608,2,3,6,23,4,6,602,2,99,1,21,3,1,3,4,2001,1,44,2
"609",609,2,3,6,19,4,10,1001,2,99,1,36,6,1,1,2,1992,1,44,1
"610",610,2,3,6,5,1,10,1001,2,99,1,56,10,1,12,1,1998,1,99,1
"611",611,2,3,6,7,2,18,1801,2,99,1,25,4,1,3,99,9999,2,99,1
"612",612,2,3,6,9,2,18,1804,2,99,1,38,6,1,3,99,9999,2,99,1
"613",613,2,3,6,12,3,17,1709,2,99,1,29,4,1,6,2,2006,1,15,1
"614",614,2,3,6,19,4,17,1712,2,99,1,36,6,1,4,3,9999,1,42,1
"615",615,2,3,6,6,2,7,701,2,99,1,63,11,1,5,2,2005,2,44,1
"616",616,2,3,6,6,2,3,309,2,99,1,31,5,1,10,2,2008,2,44,2
"617",617,3,3,7,8,2,1,101,1,1,1,23,3,1,1,4,2000,1,46,2
"618",618,3,3,7,18,4,1,117,1,1,1,27,4,1,1,6,2003,1,47,1
"619",619,3,3,7,16,3,22,2212,2,99,1,63,11,1,2,99,1987,1,44,1
"620",620,3,3,7,16,3,5,501,2,99,1,32,5,1,1,4,1999,1,44,2
"621",621,3,3,7,15,3,11,1102,2,99,1,48,8,1,4,1,2005,2,2,2
"622",622,3,3,7,1,1,11,1109,2,99,1,42,7,1,5,7,1997,1,19,1
"623",623,3,3,7,10,2,12,1215,1,4,1,56,10,1,3,4,1987,1,44,1
"624",624,3,3,7,20,4,16,1617,2,99,1,53,9,1,3,9,9999,1,23,1
