"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","color_vehi","causa_acc"
"585",585,2,3,5,18,11,1101,2,99,1,22,3,1,1,4,3,2
"586",586,2,3,5,7,15,1501,2,99,1,33,5,1,1,1,6,3
"587",587,3,3,6,23,1,101,2,1,2,23,3,1,2,1,4,2
"588",588,3,3,6,21,22,2201,2,99,1,22,3,1,2,4,1,1
"589",589,3,3,6,6,19,1901,2,99,2,53,9,1,2,3,5,2
"590",590,3,3,6,19,5,501,2,99,2,35,6,1,1,5,2,1
"591",591,3,3,6,19,5,501,2,99,1,38,6,1,9,1,1,2
"592",592,3,3,6,19,2,201,2,99,1,35,6,1,9,6,2,1
"593",593,3,3,6,14,14,1401,2,99,1,21,3,1,9,4,6,1
"594",594,3,3,6,13,3,303,2,99,1,28,4,1,9,1,6,1
"595",595,4,3,7,8,1,116,2,99,1,25,4,1,9,1,4,1
"596",596,4,3,7,17,1,115,1,4,1,35,6,1,9,1,2,1
"597",597,4,3,7,2,1,110,2,99,1,24,3,1,9,1,5,1
"598",598,4,3,7,2,21,2106,2,99,1,20,3,1,9,1,1,3
"599",599,4,3,7,3,9,901,1,3,1,24,3,1,9,3,1,1
"600",600,4,3,7,18,2,203,2,99,1,47,8,1,9,9,6,1
"601",601,4,3,7,15,2,201,2,99,1,28,4,1,9,6,1,1
"602",602,5,3,1,0,1,101,1,1,1,41,7,1,2,3,2,1
"603",603,5,3,1,21,22,2214,2,99,1,25,4,1,9,4,5,2
"604",604,5,3,1,2,5,504,2,99,1,25,4,1,2,14,1,1
"605",605,5,3,1,9,10,1002,2,99,1,47,8,1,1,2,6,1
"606",606,5,3,1,18,10,1002,2,99,9,999,11,9,9,9,2,1
"607",607,5,3,1,11,18,1801,2,99,9,999,11,9,9,9,2,1
"608",608,5,3,1,22,4,401,2,99,1,999,11,1,9,4,5,2
"609",609,5,3,1,20,3,308,2,99,1,19,2,1,2,9,3,2
"610",610,5,3,1,0,1,101,1,1,1,47,8,1,2,1,5,1
"611",611,5,3,1,7,1,101,1,1,1,29,4,1,1,3,5,1
"612",612,6,3,2,4,1,108,1,2,1,31,5,1,9,3,8,1
"613",613,6,3,2,17,1,101,1,13,1,29,4,1,9,1,4,1
"614",614,6,3,2,18,8,802,2,99,1,999,11,1,1,3,4,1
"615",615,6,3,2,15,22,2214,2,99,1,49,8,1,9,5,6,4
"616",616,6,3,2,21,22,2216,2,99,1,32,5,1,9,5,2,3
"617",617,6,3,2,18,11,1109,2,99,1,18,2,1,9,2,2,2
"618",618,6,3,2,4,8,803,2,99,1,34,5,1,9,3,1,2
"619",619,6,3,2,14,18,1804,2,99,1,29,4,1,9,11,2,1
"620",620,7,3,3,8,1,117,2,99,1,34,5,1,9,3,14,1
"621",621,7,3,3,23,5,501,2,99,1,36,6,1,9,6,1,1
"622",622,7,3,3,6,5,504,2,99,1,36,6,1,9,6,4,1
"623",623,7,3,3,10,5,502,2,99,1,45,8,1,9,4,5,1
"624",624,7,3,3,14,12,1214,2,99,9,999,11,9,9,1,99,1
"625",625,7,3,3,17,13,1301,2,99,1,49,8,1,2,3,4,1
"626",626,7,3,3,22,17,1709,2,99,1,43,7,1,1,6,6,1
"627",627,7,3,3,7,17,1703,2,99,9,999,11,9,9,3,99,1
"628",628,7,3,3,17,3,304,2,99,1,30,5,1,9,1,4,1
"629",629,7,3,3,9,5,501,2,99,1,40,7,1,9,6,3,1
"630",630,7,3,3,8,12,1222,2,99,9,999,11,9,9,2,9,1
"631",631,8,3,4,10,1,101,1,6,9,999,11,9,9,7,2,1
"632",632,8,3,4,8,2,203,2,99,1,20,3,1,9,6,99,1
"633",633,8,3,4,21,1,108,2,3,1,26,4,1,2,1,9,1
"634",634,8,3,4,23,20,2001,2,99,1,29,4,1,1,1,4,1
"635",635,8,3,4,18,9,923,2,99,1,17,2,2,9,4,5,4
"636",636,8,3,4,11,12,1215,2,99,1,50,9,1,9,3,3,1
"637",637,8,3,4,5,16,1613,2,99,1,33,5,1,9,5,2,3
"638",638,8,3,4,19,15,1501,1,99,1,37,6,1,2,1,99,1
"639",639,8,3,4,0,4,401,2,99,9,999,11,9,9,3,99,1
"640",640,8,3,4,7,6,601,2,99,1,61,10,1,9,4,99,1
"641",641,8,3,4,16,18,1801,2,99,1,27,4,1,9,5,2,1
"642",642,8,3,4,14,6,608,2,99,1,999,11,1,9,3,5,1
"643",643,9,3,5,7,1,101,1,1,1,48,8,1,9,2,2,1
"644",644,9,3,5,20,1,101,1,18,1,46,8,1,9,5,2,1
"645",645,9,3,5,6,10,1010,2,99,1,27,4,1,1,3,9,1
"646",646,10,3,6,8,1,101,1,1,1,29,4,1,2,12,1,1
"647",647,10,3,6,6,1,101,1,1,2,32,5,1,1,2,5,1
"648",648,10,3,6,11,1,102,2,99,1,44,7,1,9,5,2,3
"649",649,10,3,6,23,1,108,1,5,1,22,3,1,1,4,5,1
"650",650,10,3,6,3,1,101,1,12,1,40,7,1,1,1,6,3
"651",651,10,3,6,10,1,115,2,99,1,33,5,1,1,4,1,1
"652",652,10,3,6,20,22,2212,2,99,1,33,5,1,9,3,10,2
"653",653,10,3,6,1,20,2001,2,99,1,52,9,1,9,4,99,1
"654",654,10,3,6,19,5,501,2,99,1,40,7,1,1,2,4,1
"655",655,10,3,6,0,11,1102,2,99,1,52,9,1,1,3,1,1
"656",656,10,3,6,16,13,1302,2,99,9,999,11,9,9,3,5,1
"657",657,10,3,6,8,17,1701,2,99,1,27,4,1,1,4,1,1
"658",658,11,3,7,20,1,101,1,1,1,43,7,1,1,1,3,1
"659",659,11,3,7,19,1,101,1,18,1,30,5,1,1,3,1,3
"660",660,11,3,7,0,1,101,1,7,1,21,3,1,1,1,5,1
"661",661,11,3,7,1,1,115,1,1,1,24,3,1,1,9,2,1
"662",662,11,3,7,10,1,114,2,99,1,39,6,1,1,4,6,1
"663",663,11,3,7,15,1,108,1,4,2,24,3,1,1,1,10,1
"664",664,11,3,7,10,5,503,2,99,1,26,4,1,1,3,5,1
"665",665,11,3,7,21,10,1001,2,99,1,46,8,1,1,3,1,1
"666",666,11,3,7,21,10,1001,1,1,1,47,8,1,2,3,4,1
"667",667,11,3,7,12,9,901,1,3,2,28,4,1,1,1,16,1
"668",668,11,3,7,22,12,1201,2,99,1,56,10,1,1,2,5,1
"669",669,11,3,7,7,2,204,2,99,1,28,4,1,1,2,2,4
"670",670,11,3,7,23,4,411,2,99,1,30,5,1,1,7,7,3
"671",671,12,3,1,21,1,101,1,11,1,32,5,1,1,1,4,1
"672",672,12,3,1,22,1,101,1,7,1,32,5,1,1,1,2,1
"673",673,12,3,1,22,1,101,1,6,2,37,6,1,9,1,1,1
"674",674,12,3,1,20,1,101,1,7,1,17,2,2,9,4,5,1
"675",675,12,3,1,21,5,501,2,99,1,26,4,1,1,5,12,1
"676",676,12,3,1,23,12,1217,2,99,1,25,4,1,9,3,5,1
"677",677,12,3,1,21,4,402,2,99,1,28,4,1,9,3,6,2
"678",678,12,3,1,2,17,1701,2,99,1,42,7,1,9,1,8,1
"679",679,13,3,2,0,1,101,1,12,9,999,11,9,9,1,99,1
"680",680,13,3,2,8,1,101,1,13,9,999,11,9,9,99,99,1
"681",681,13,3,2,13,1,101,1,10,2,31,5,1,9,4,99,1
"682",682,13,3,2,19,1,115,1,5,1,44,7,1,9,6,2,1
"683",683,13,3,2,16,1,108,1,11,1,29,4,1,9,1,1,2
"684",684,13,3,2,17,20,2001,2,99,9,999,11,9,9,5,99,1
"685",685,13,3,2,13,20,2001,2,99,1,34,5,1,1,8,11,3
"686",686,14,3,3,17,21,2101,2,99,1,23,3,1,9,4,3,1
"687",687,14,3,3,22,5,501,1,99,1,32,5,1,9,3,10,1
"688",688,14,3,3,15,5,501,2,99,2,22,3,1,9,1,4,3
"689",689,14,3,3,16,12,1202,2,99,9,999,11,9,9,3,6,1
"690",690,14,3,3,16,18,1801,2,99,9,999,11,9,9,99,99,1
"691",691,14,3,3,14,3,307,2,99,1,55,10,1,9,3,3,1
"692",692,15,3,4,8,11,1102,2,99,1,39,6,1,1,5,2,1
"693",693,15,3,4,16,11,1108,2,99,1,26,4,1,1,2,99,2
"694",694,15,3,4,7,1,113,2,99,2,35,6,1,9,1,4,1
"695",695,16,3,5,5,5,511,2,99,1,30,5,1,9,3,11,1
"696",696,16,3,5,8,10,1020,2,99,1,21,3,1,9,2,4,1
"697",697,16,3,5,8,9,914,2,99,9,999,11,9,9,7,99,1
"698",698,16,3,5,3,18,1801,1,1,1,34,5,1,9,4,99,2
"699",699,17,3,6,2,21,2101,2,99,1,24,3,1,2,4,3,2
"700",700,17,3,6,18,5,501,2,99,1,43,7,1,9,3,4,1
"701",701,17,3,6,16,5,505,2,99,1,38,6,1,9,4,4,1
"702",702,17,3,6,21,10,1002,2,99,9,999,11,9,9,5,6,1
"703",703,17,3,6,16,10,1002,2,99,9,999,11,9,9,7,99,1
"704",704,17,3,6,21,9,901,1,3,1,25,4,1,9,1,1,2
"705",705,17,3,6,7,2,208,2,99,1,40,7,1,1,2,4,1
"706",706,17,3,6,5,18,1804,2,99,1,21,3,1,1,1,99,2
"707",707,18,3,7,16,1,101,1,5,1,50,9,1,1,1,3,1
"708",708,18,3,7,5,1,108,1,6,2,21,3,1,1,4,99,1
"709",709,18,3,7,9,20,2001,2,99,1,34,5,1,1,9,99,2
"710",710,18,3,7,19,20,2009,2,99,9,999,11,9,9,7,7,3
"711",711,18,3,7,22,19,1901,2,99,1,31,5,1,9,4,99,2
"712",712,18,3,7,1,6,601,2,99,1,30,5,1,2,1,4,1
"713",713,18,3,7,22,10,1001,2,99,1,40,7,1,9,3,2,1
"714",714,18,3,7,12,11,1109,1,99,1,37,6,1,2,1,99,2
"715",715,18,3,7,0,17,1712,2,99,1,25,4,1,2,4,5,2
"716",716,18,3,7,20,3,301,2,99,1,59,10,1,9,2,6,1
"717",717,19,3,1,20,1,101,1,5,1,50,9,1,9,2,11,1
"718",718,19,3,1,7,1,101,1,6,9,999,11,9,9,3,3,1
"719",719,19,3,1,15,1,101,1,15,2,40,7,1,1,2,9,1
"720",720,19,3,1,14,6,601,2,99,9,999,11,9,9,5,99,1
"721",721,19,3,1,11,9,920,1,3,1,34,5,1,1,9,2,1
"722",722,19,3,1,4,9,901,1,1,1,16,2,2,9,2,2,1
"723",723,19,3,1,18,13,1308,1,1,1,35,6,1,9,3,5,1
"724",724,19,3,1,14,2,203,2,99,1,17,2,2,9,3,1,3
"725",725,19,3,1,15,18,1803,2,99,1,25,4,1,9,1,4,2
"726",726,19,3,1,8,14,1401,1,4,1,23,3,1,9,4,1,1
"727",727,20,3,2,14,1,108,1,1,2,21,3,1,9,1,4,2
"728",728,20,3,2,2,22,2201,2,99,1,16,2,2,9,3,3,1
"729",729,20,3,2,6,10,1001,2,99,9,999,11,9,9,5,1,2
"730",730,20,3,2,13,8,801,2,99,1,49,8,1,9,3,8,4
"731",731,20,3,2,17,7,701,2,99,1,31,5,1,9,3,3,1
"732",732,21,3,3,0,1,101,1,18,1,59,10,1,9,1,4,1
"733",733,21,3,3,19,1,111,2,99,1,35,6,1,9,1,11,1
"734",734,21,3,3,22,1,109,2,99,1,37,6,1,9,1,10,1
"735",735,21,3,3,7,19,1904,2,99,1,50,9,1,9,7,6,1
"736",736,21,3,3,14,6,601,1,1,1,58,10,1,9,1,9,1
"737",737,21,3,3,15,9,901,2,99,2,42,7,1,9,2,4,1
"738",738,21,3,3,22,14,1413,2,99,1,39,6,1,2,3,6,1
"739",739,21,3,3,22,14,1401,1,1,1,37,6,1,9,4,14,1
"740",740,22,3,4,10,1,107,2,99,1,33,5,1,1,1,6,1
"741",741,22,3,4,14,19,1901,2,99,1,30,5,1,1,2,2,1
"742",742,22,3,4,22,5,501,2,99,1,20,3,1,1,1,8,2
"743",743,22,3,4,8,9,901,2,99,1,80,10,1,1,1,2,1
"744",744,22,3,4,19,9,901,1,3,1,19,2,1,2,4,5,1
"745",745,22,3,4,6,4,401,2,99,1,62,10,1,9,2,6,1
"746",746,23,3,5,15,1,101,1,1,1,25,4,1,9,3,5,1
"747",747,23,3,5,22,1,108,1,1,2,24,3,1,9,1,2,2
"748",748,23,3,5,8,5,501,2,99,9,999,11,9,9,6,2,1
"749",749,23,3,5,7,6,601,2,99,1,39,6,1,9,5,3,1
"750",750,24,3,6,23,1,115,1,1,1,27,4,1,1,1,6,1
"751",751,24,3,6,9,1,108,1,6,1,31,5,1,1,9,2,1
"752",752,24,3,6,16,5,501,2,99,1,38,6,1,1,12,7,1
"753",753,24,3,6,5,5,501,2,99,9,999,11,9,9,6,2,1
"754",754,24,3,6,16,10,1014,2,99,1,28,4,1,1,3,3,1
"755",755,24,3,6,9,9,901,1,7,1,54,9,1,1,5,2,1
"756",756,24,3,6,23,12,1217,1,2,1,24,3,1,9,4,2,2
"757",757,25,3,7,21,5,501,1,99,2,35,6,1,1,2,3,1
"758",758,25,3,7,23,5,509,2,99,1,21,3,1,1,4,1,3
"759",759,25,3,7,18,5,511,2,99,1,30,5,1,1,2,4,1
"760",760,25,3,7,14,6,604,1,1,1,18,2,1,1,14,1,1
"761",761,25,3,7,14,8,801,2,99,2,57,10,1,1,2,99,3
"762",762,25,3,7,14,2,207,2,99,1,46,8,1,1,5,5,1
"763",763,25,3,7,1,17,1701,1,99,1,27,4,1,1,1,3,1
"764",764,26,3,1,13,1,101,1,10,1,22,3,1,9,4,99,2
"765",765,26,3,1,2,1,101,1,7,1,35,6,1,9,4,5,2
"766",766,26,3,1,9,22,2214,2,99,1,23,3,1,9,2,2,4
"767",767,26,3,1,7,21,2101,1,2,1,25,4,1,1,9,3,1
"768",768,26,3,1,2,19,1901,2,99,1,14,1,2,9,4,5,2
"769",769,26,3,1,6,6,609,2,99,9,999,11,9,9,3,5,1
"770",770,26,3,1,9,9,917,2,99,9,999,11,9,9,5,2,1
"771",771,26,3,1,18,18,1802,2,99,1,20,3,1,9,4,99,2
"772",772,26,3,1,12,17,1705,2,99,1,27,4,1,9,4,99,1
"773",773,27,3,2,17,1,101,1,7,2,31,5,1,9,1,6,1
"774",774,27,3,2,15,1,115,2,99,1,33,5,1,9,11,2,1
"775",775,27,3,2,20,1,115,1,5,1,31,5,1,1,7,7,1
"776",776,27,3,2,18,1,108,1,6,1,25,4,1,1,12,1,1
"777",777,27,3,2,9,5,511,2,99,1,17,2,2,9,4,4,4
"778",778,27,3,2,0,12,1202,2,99,1,40,7,1,9,2,2,2
"779",779,27,3,2,16,18,1804,1,99,1,62,10,1,9,1,4,3
"780",780,27,3,2,19,17,1712,1,99,9,999,11,9,9,1,6,1
"781",781,28,3,3,10,1,101,1,1,1,18,2,1,9,3,2,1
"782",782,28,3,3,10,1,101,1,1,1,52,9,1,9,9,4,1
"783",783,28,3,3,19,1,102,2,99,9,999,11,9,9,12,3,1
"784",784,28,3,3,1,1,117,1,99,1,36,6,1,2,1,4,1
"785",785,28,3,3,13,22,2216,2,99,1,34,5,1,9,3,5,1
"786",786,28,3,3,21,20,2007,2,99,9,999,11,9,9,14,99,3
"787",787,28,3,3,15,2,203,2,99,9,999,11,9,9,5,2,1
"788",788,28,3,3,18,14,1401,2,99,1,25,4,1,9,9,2,1
"789",789,29,3,4,4,1,101,1,13,9,999,11,9,9,5,2,3
"790",790,29,3,4,23,19,1903,2,99,1,47,8,1,2,99,99,3
"791",791,29,3,4,17,13,1331,2,99,1,21,3,1,9,4,99,3
"792",792,29,3,4,20,1,102,2,99,1,20,3,1,9,1,4,1
"793",793,29,3,4,8,1,101,1,1,1,28,4,1,1,12,3,1
"794",794,29,3,4,8,12,1201,2,99,1,28,4,1,2,3,5,1
"795",795,29,3,4,12,14,1401,1,1,9,999,11,9,9,1,6,1
"796",796,30,3,5,8,1,101,1,7,1,24,3,1,1,1,99,1
"797",797,30,3,5,22,1,108,1,6,1,22,3,1,2,1,4,1
"798",798,30,3,5,23,21,2104,2,99,1,49,8,1,1,4,5,2
"799",799,30,3,5,11,19,1905,2,99,1,39,6,1,1,9,2,1
"800",800,30,3,5,8,11,1101,2,99,1,999,11,1,1,4,99,3
"801",801,30,3,5,16,9,920,2,99,1,25,4,1,1,6,2,1
"802",802,30,3,5,16,9,920,1,1,1,55,10,1,2,3,1,1
"803",803,30,3,5,17,2,203,2,99,1,28,4,1,2,1,1,1
"804",804,30,3,5,19,17,1701,2,99,1,999,11,1,1,4,2,2
"805",805,30,3,5,20,14,1401,1,4,1,28,4,1,1,4,1,2
"806",806,30,3,5,21,14,1412,2,99,1,29,4,1,1,3,11,2
"807",807,31,3,6,12,1,108,1,6,1,16,2,2,1,4,1,2
"808",808,31,3,6,13,19,1904,1,6,1,33,5,1,9,5,2,1
"809",809,31,3,6,20,5,511,2,99,1,51,9,1,2,6,99,1
"810",810,31,3,6,21,5,504,2,99,1,999,11,1,1,9,99,1
"811",811,31,3,6,15,5,501,2,99,1,30,5,1,1,6,99,1
"812",812,31,3,6,19,11,1101,1,4,1,34,5,1,1,3,99,2
"813",813,31,3,6,1,9,901,1,1,1,23,3,1,2,1,4,2
"814",814,31,3,6,17,9,901,1,3,1,26,4,1,2,1,2,2
"815",815,31,3,6,12,12,1211,2,99,1,999,11,1,1,3,5,3
"816",816,31,3,6,21,12,1216,2,99,9,999,11,9,9,2,1,1
"817",817,31,3,6,12,13,1312,2,99,1,999,11,1,9,3,99,2
"818",818,31,3,6,19,13,1301,2,99,1,20,3,1,2,3,6,2
"819",819,31,3,6,2,16,1602,2,99,1,19,2,1,2,1,5,1
"820",820,31,3,6,15,2,203,2,99,1,42,7,1,9,3,4,1
"821",821,31,3,6,22,14,1401,2,99,9,999,11,9,9,12,2,3
"822",822,31,3,6,20,3,308,2,99,1,42,7,1,2,2,2,1
"823",823,1,4,7,3,1,101,1,1,1,28,4,1,9,4,5,1
"824",824,1,4,7,20,1,101,1,12,1,20,3,1,9,4,99,1
"825",825,1,4,7,4,1,101,1,11,1,20,3,1,9,4,99,2
"826",826,1,4,7,7,6,602,2,99,1,34,5,1,9,4,99,1
"827",827,1,4,7,1,1,101,1,6,1,48,8,1,9,3,11,1
"828",828,1,4,7,8,9,901,1,99,1,47,8,1,9,9,3,1
"829",829,1,4,7,5,8,801,1,99,1,31,5,1,9,9,4,1
"830",830,1,4,7,17,18,1801,1,99,1,22,3,1,9,9,3,1
"831",831,1,4,7,7,1,101,1,17,9,999,11,9,9,5,99,1
"832",832,1,4,7,22,22,2201,2,99,1,20,3,1,9,3,99,2
"833",833,1,4,7,3,13,1301,2,99,9,999,11,9,9,9,4,2
"834",834,1,4,7,6,7,701,2,99,9,999,11,9,9,3,9,3
"835",835,2,4,1,2,1,101,1,6,1,45,8,1,2,3,1,1
"836",836,2,4,1,1,22,2201,2,99,1,23,3,1,9,4,99,1
"837",837,2,4,1,22,20,2001,1,99,1,18,2,1,9,2,2,1
"838",838,2,4,1,13,5,504,2,99,1,33,5,1,9,7,11,1
"839",839,2,4,1,17,5,511,2,99,1,35,6,1,9,5,2,1
"840",840,2,4,1,17,10,1010,2,99,1,22,3,1,9,99,99,4
"841",841,3,4,2,6,1,101,1,13,1,33,5,1,9,1,4,2
"842",842,3,4,2,5,1,101,1,11,1,39,6,1,9,1,7,1
"843",843,3,4,2,22,19,1901,2,99,1,47,8,1,9,3,1,1
"844",844,3,4,2,22,5,501,1,1,1,48,8,1,9,1,99,2
"845",845,3,4,2,23,5,501,2,99,1,39,6,1,9,1,1,3
"846",846,3,4,2,12,12,1201,2,99,9,999,11,9,9,3,99,2
"847",847,3,4,2,19,8,801,2,99,9,999,11,9,9,3,3,1
"848",848,3,4,2,18,7,701,2,99,9,999,11,9,9,3,5,3
"849",849,4,4,3,13,1,101,1,18,1,38,6,1,9,12,1,1
"850",850,4,4,3,12,1,101,1,16,1,42,7,1,9,1,4,1
"851",851,4,4,3,14,1,101,1,13,1,31,5,1,9,5,2,3
"852",852,4,4,3,18,1,101,1,9,1,24,3,1,2,1,6,1
"853",853,4,4,3,20,1,101,1,6,1,25,4,1,9,3,2,1
"854",854,4,4,3,23,1,101,1,18,1,33,5,1,9,1,1,1
"855",855,4,4,3,17,1,101,1,10,1,38,6,1,9,4,5,1
"856",856,4,4,3,17,1,117,1,99,1,59,10,1,9,3,2,1
"857",857,4,4,3,19,1,115,1,5,1,44,7,1,9,1,14,1
"858",858,4,4,3,9,18,1802,2,99,1,27,4,1,9,5,16,1
"859",859,4,4,3,20,9,920,1,2,1,57,10,1,9,3,3,3
"860",860,4,4,3,15,13,1301,2,99,9,999,11,9,9,3,4,2
"861",861,4,4,3,5,8,802,2,99,1,38,6,1,1,3,3,2
"862",862,4,4,3,20,14,1419,2,99,1,39,6,1,9,3,16,1
"863",863,4,4,3,15,14,1421,1,99,1,29,4,1,1,3,6,1
"864",864,4,4,3,15,2,207,2,99,1,27,4,1,1,4,3,1
"865",865,4,4,3,19,2,205,1,99,1,16,2,2,9,3,4,2
"866",866,4,4,3,23,18,1804,2,99,2,21,3,1,9,1,5,1
"867",867,4,4,3,11,18,1801,2,99,1,25,4,1,2,99,6,2
"868",868,4,4,3,15,7,701,2,99,1,45,8,1,9,7,2,2
"869",869,4,4,3,15,7,705,2,99,9,999,11,9,9,7,2,3
"870",870,4,4,3,7,4,401,2,99,1,35,6,1,9,7,3,1
"871",871,4,4,3,23,5,501,2,99,1,22,3,1,2,1,5,3
"872",872,4,4,3,9,1,101,1,12,1,22,3,1,1,1,2,3
"873",873,4,4,3,22,1,105,2,99,1,31,5,1,9,1,6,2
"874",874,4,4,3,21,5,502,2,99,1,53,9,1,9,1,8,2
"875",875,4,4,3,20,1,101,1,6,1,999,11,1,9,4,1,1
"876",876,4,4,3,1,12,1202,1,6,9,999,11,9,9,99,99,3
"877",877,5,4,4,1,1,101,1,1,1,36,6,1,2,1,99,1
"878",878,5,4,4,8,1,101,1,1,1,26,4,1,9,3,5,1
"879",879,5,4,4,2,1,101,1,9,1,33,5,1,9,1,3,2
"880",880,5,4,4,3,1,101,1,6,1,999,11,1,9,3,5,1
"881",881,5,4,4,6,1,103,1,99,1,23,3,1,2,1,2,2
"882",882,5,4,4,5,1,115,2,99,1,30,5,1,2,1,5,2
"883",883,5,4,4,0,1,101,1,3,9,999,11,9,9,3,99,1
"884",884,5,4,4,3,21,2101,1,99,1,21,3,1,9,4,5,1
"885",885,5,4,4,5,20,2010,1,99,1,28,4,1,9,3,3,2
"886",886,5,4,4,1,5,501,1,99,1,23,3,1,9,2,4,1
"887",887,5,4,4,10,11,1101,1,99,1,23,3,1,9,1,2,1
"888",888,5,4,4,16,14,1401,2,99,1,37,6,1,9,3,3,1
"889",889,5,4,4,17,8,801,2,99,1,20,3,1,9,3,4,2
"890",890,5,4,4,12,16,1603,2,99,1,19,2,1,9,3,7,2
"891",891,5,4,4,0,11,1101,1,4,1,36,6,1,9,1,2,1
"892",892,6,4,5,19,1,101,1,6,1,999,11,1,9,3,99,1
"893",893,6,4,5,17,1,113,2,99,1,63,10,1,9,3,5,4
"894",894,6,4,5,6,1,108,1,1,1,33,5,1,9,1,3,1
"895",895,6,4,5,7,5,507,2,99,1,27,4,1,9,4,2,4
"896",896,7,4,6,21,1,103,2,99,1,22,3,1,9,3,2,1
"897",897,7,4,6,12,1,112,2,99,1,29,4,1,1,3,1,4
"898",898,7,4,6,11,21,2101,2,99,1,27,4,1,9,3,2,4
"899",899,7,4,6,18,21,2101,2,99,1,34,5,1,9,1,3,1
"900",900,7,4,6,14,5,501,2,99,1,28,4,1,2,2,2,1
"901",901,7,4,6,12,5,501,2,99,1,23,3,1,1,4,1,1
"902",902,7,4,6,4,5,501,2,99,9,999,11,9,9,1,99,1
"903",903,7,4,6,23,5,501,2,99,9,999,11,9,9,1,99,1
"904",904,7,4,6,7,5,508,2,99,9,999,11,9,9,7,1,3
"905",905,7,4,6,18,5,507,2,99,1,13,1,2,9,4,99,3
"906",906,7,4,6,18,6,602,2,99,9,999,11,9,9,5,99,4
"907",907,7,4,6,17,10,1001,2,99,1,24,3,1,1,14,1,1
"908",908,7,4,6,16,16,1601,2,99,1,32,5,1,9,3,2,1
"909",909,7,4,6,16,16,1601,2,99,1,42,7,1,9,3,5,3
"910",910,7,4,6,16,14,1420,2,99,9,999,11,9,9,3,5,3
"911",911,7,4,6,20,7,701,2,99,9,999,11,9,9,3,2,2
"912",912,8,4,7,15,1,101,1,2,1,28,4,1,9,4,4,1
"913",913,8,4,7,23,1,101,1,5,1,30,5,1,9,1,2,1
"914",914,8,4,7,0,1,114,2,99,1,22,3,1,9,2,9,1
"915",915,8,4,7,23,5,501,2,99,2,43,7,1,9,1,9,2
"916",916,8,4,7,21,5,501,2,99,1,20,3,1,9,4,3,1
"917",917,8,4,7,15,5,501,2,99,1,28,4,1,9,2,1,1
"918",918,8,4,7,11,6,602,2,99,1,49,8,1,9,4,7,1
"919",919,8,4,7,17,12,1201,2,99,1,51,9,1,9,3,1,2
"920",920,8,4,7,8,16,1601,2,99,1,20,3,1,9,2,9,2
"921",921,8,4,7,17,17,1701,2,99,1,35,6,1,9,4,4,1
"922",922,8,4,7,0,4,401,2,99,9,999,11,9,9,3,3,2
"923",923,9,4,1,15,1,101,1,3,1,31,5,1,9,1,5,1
"924",924,9,4,1,14,1,101,1,12,1,56,10,1,9,9,14,1
"925",925,9,4,1,9,22,2214,2,99,1,32,5,1,9,1,4,1
"926",926,9,4,1,7,20,2011,2,99,2,62,10,1,9,2,4,2
"927",927,9,4,1,20,6,602,2,99,1,41,7,1,1,9,8,1
"928",928,9,4,1,9,11,1101,2,99,1,70,10,1,9,1,6,1
"929",929,9,4,1,13,12,1215,2,99,1,39,6,1,9,4,99,1
"930",930,9,4,1,6,8,805,2,99,1,53,9,1,1,7,3,4
"931",931,9,4,1,20,17,1701,2,99,1,30,5,1,9,2,1,1
"932",932,9,4,1,20,7,701,2,99,1,23,3,1,2,2,8,4
"933",933,10,4,2,14,1,101,1,1,1,54,9,1,9,4,99,1
"934",934,10,4,2,18,1,101,1,6,2,34,5,1,9,9,99,2
"935",935,10,4,2,13,21,2104,2,99,1,53,9,1,9,1,3,1
"936",936,10,4,2,10,10,1020,2,99,1,20,3,1,9,14,1,3
"937",937,10,4,2,6,11,1101,2,99,1,20,3,1,9,4,1,1
"938",938,10,4,2,22,9,901,1,3,1,21,3,1,9,1,4,2
"939",939,10,4,2,20,14,1401,1,3,1,26,4,1,2,1,1,1
"940",940,10,4,2,3,7,701,2,99,1,48,8,1,9,5,14,3
"941",941,11,4,3,15,1,101,1,1,1,17,2,2,1,4,1,1
"942",942,11,4,3,0,1,101,1,11,1,29,4,1,1,99,99,1
"943",943,11,4,3,20,21,2101,2,99,9,999,11,9,9,3,1,1
"944",944,11,4,3,5,5,504,2,99,1,41,7,1,1,7,1,1
"945",945,11,4,3,5,6,608,2,99,9,999,11,9,9,3,99,4
"946",946,11,4,3,18,12,1202,2,99,1,40,7,1,2,5,2,1
"947",947,11,4,3,13,17,1701,2,99,2,35,6,1,1,1,2,1
"948",948,11,4,3,18,3,309,2,99,1,20,3,1,1,11,2,1
"949",949,12,4,4,22,1,101,1,18,1,23,3,1,1,3,5,1
"950",950,12,4,4,17,1,101,1,12,1,40,7,1,1,2,4,1
"951",951,12,4,4,10,19,1903,2,99,2,13,1,2,9,4,99,2
"952",952,13,4,5,7,1,105,2,99,1,22,3,1,2,5,2,2
"953",953,13,4,5,17,1,102,1,3,9,999,11,9,9,14,5,3
"954",954,13,4,5,18,1,113,2,99,1,32,5,1,9,3,1,2
"955",955,13,4,5,7,5,501,2,99,1,20,3,1,9,1,1,2
