"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","color_vehi","causa_acc"
"215",215,27,1,5,15,6,608,2,99,1,29,4,1,9,4,99,2
"216",216,27,1,5,15,12,1215,2,99,1,44,7,1,2,3,99,3
"217",217,27,1,5,22,16,1609,2,99,9,999,11,9,9,3,99,2
"218",218,27,1,5,19,18,1801,2,99,1,23,3,1,9,4,99,1
"219",219,28,1,6,0,1,101,1,1,1,22,3,1,1,4,3,1
"220",220,28,1,6,0,1,101,1,7,1,20,3,1,9,4,7,1
"221",221,28,1,6,5,1,101,1,7,9,999,11,9,9,1,99,3
"222",222,28,1,6,7,1,108,1,3,9,999,11,9,9,3,4,1
"223",223,28,1,6,11,20,2001,1,99,1,19,2,1,1,9,2,1
"224",224,28,1,6,20,20,2005,2,99,1,35,6,1,9,4,2,2
"225",225,28,1,6,17,5,509,2,99,1,34,5,1,1,2,11,1
"226",226,28,1,6,20,5,508,2,99,1,27,4,1,9,3,2,3
"227",227,28,1,6,2,9,920,1,3,1,33,5,1,2,1,6,1
"228",228,28,1,6,8,9,920,1,99,1,41,7,1,1,9,4,1
"229",229,28,1,6,22,9,901,2,99,1,32,5,1,9,3,3,1
"230",230,28,1,6,8,12,1202,2,99,9,999,11,9,9,9,99,2
"231",231,28,1,6,20,2,208,2,99,1,38,6,1,2,3,1,1
"232",232,28,1,6,15,4,409,2,99,1,50,9,1,2,1,1,1
"233",233,29,1,7,21,1,101,1,10,1,24,3,1,1,1,8,1
"234",234,29,1,7,9,1,114,1,99,1,71,10,1,1,4,1,1
"235",235,29,1,7,1,1,108,1,4,2,31,5,1,1,1,2,1
"236",236,29,1,7,2,1,108,1,2,1,22,3,1,1,4,14,1
"237",237,29,1,7,10,22,2206,2,99,1,42,7,1,9,3,1,1
"238",238,29,1,7,6,21,2102,2,99,9,999,11,9,9,12,7,4
"239",239,29,1,7,18,20,2007,2,99,1,19,2,1,2,1,6,1
"240",240,29,1,7,10,20,2004,2,99,9,999,11,9,9,3,9,4
"241",241,29,1,7,12,5,501,2,99,1,24,3,1,9,1,5,1
"242",242,29,1,7,17,5,513,2,99,2,33,5,1,9,4,99,1
"243",243,29,1,7,16,5,509,2,99,1,25,4,1,9,3,1,1
"244",244,29,1,7,16,5,507,2,99,1,35,6,1,9,4,9,1
"245",245,29,1,7,11,5,509,2,99,1,33,5,1,9,4,99,1
"246",246,29,1,7,22,6,602,2,99,1,55,10,1,2,3,3,1
"247",247,29,1,7,20,10,1008,1,99,1,34,5,1,1,3,5,1
"248",248,29,1,7,21,9,909,2,99,1,34,5,1,1,9,6,1
"249",249,29,1,7,22,9,914,2,99,1,33,5,1,9,4,99,1
"250",250,29,1,7,17,12,1212,2,99,1,36,6,1,2,3,2,2
"251",251,29,1,7,17,12,1201,2,99,1,999,11,1,1,2,6,1
"252",252,29,1,7,19,16,1616,1,99,1,39,6,1,2,3,6,1
"253",253,29,1,7,19,18,1801,2,99,1,29,4,1,1,4,3,1
"254",254,29,1,7,6,4,406,2,99,9,999,11,9,9,7,99,3
"255",255,29,1,7,20,4,415,2,99,1,60,10,1,1,4,99,1
"256",256,29,1,7,20,3,303,2,99,1,37,6,1,1,1,11,1
"257",257,30,1,1,4,1,101,1,1,1,33,5,1,1,1,6,1
"258",258,30,1,1,5,22,2216,2,99,1,32,5,1,9,5,2,1
"259",259,30,1,1,23,19,1905,2,99,1,32,5,1,2,3,5,2
"260",260,30,1,1,11,5,502,2,99,1,34,5,1,1,5,2,2
"261",261,30,1,1,22,10,1002,2,99,1,21,3,1,1,4,99,2
"262",262,30,1,1,14,8,805,1,99,1,31,5,1,1,3,2,3
"263",263,30,1,1,23,16,1601,1,2,1,46,8,1,2,1,7,1
"264",264,30,1,1,2,18,1801,1,99,1,27,4,1,2,4,5,1
"265",265,30,1,1,11,17,1709,2,99,9,999,11,9,9,1,9,1
"266",266,30,1,1,7,14,1416,1,99,1,40,7,1,1,5,99,4
"267",267,30,1,1,22,4,406,2,99,1,57,10,1,1,5,99,1
"268",268,31,1,2,5,1,113,2,99,9,999,11,9,9,3,99,1
"269",269,31,1,2,8,1,117,1,7,1,44,7,1,2,1,1,1
"270",270,31,1,2,13,6,605,2,99,1,28,4,1,9,6,6,4
"271",271,31,1,2,12,10,1002,2,99,1,33,5,1,1,2,4,1
"272",272,31,1,2,19,11,1107,2,99,9,999,11,9,9,3,4,1
"273",273,31,1,2,15,16,1601,1,2,2,22,3,1,9,1,8,1
"274",274,31,1,2,21,17,1709,2,99,1,37,6,1,9,3,5,2
"275",275,31,1,2,19,14,1401,2,99,1,21,3,1,9,1,4,1
"276",276,31,1,2,21,3,306,2,99,1,31,5,1,9,1,3,1
"277",277,31,1,2,17,1,101,1,12,1,25,4,1,9,12,2,1
"278",278,31,1,2,23,3,312,2,99,1,999,11,1,9,3,5,4
"279",279,1,2,3,13,20,2001,2,99,1,28,4,1,9,4,1,1
"280",280,1,2,3,9,12,1212,2,99,1,44,7,1,9,3,3,3
"281",281,1,2,3,0,16,1615,2,99,1,26,4,1,2,4,1,1
"282",282,1,2,3,0,16,1615,2,99,1,28,4,1,9,3,5,1
"283",283,1,2,3,11,2,201,2,99,1,43,7,1,9,7,3,1
"284",284,1,2,3,22,17,1701,2,99,1,30,5,1,9,14,1,3
"285",285,1,2,3,1,14,1406,2,99,9,999,11,9,9,3,1,2
"286",286,2,2,4,8,1,101,1,11,1,36,6,1,2,1,11,1
"287",287,2,2,4,2,1,108,1,6,1,25,4,1,9,3,6,2
"288",288,2,2,4,8,19,1906,2,99,1,29,4,1,9,3,1,1
"289",289,2,2,4,20,6,602,2,99,1,56,10,1,1,3,2,1
"290",290,2,2,4,7,10,1002,2,99,1,77,10,1,1,3,4,1
"291",291,2,2,4,13,2,201,2,99,1,65,10,1,1,9,4,1
"292",292,2,2,4,12,18,1801,2,99,1,36,6,1,1,6,2,1
"293",293,2,2,4,17,18,1801,2,99,1,35,6,1,1,3,2,1
"294",294,2,2,4,18,17,1701,2,99,1,29,4,1,1,1,6,2
"295",295,3,2,5,0,1,110,2,99,1,24,3,1,1,4,6,1
"296",296,3,2,5,18,1,101,2,6,1,26,4,1,1,1,4,1
"297",297,3,2,5,0,11,1101,1,99,1,21,3,1,2,4,1,2
"298",298,3,2,5,0,11,1107,1,99,1,18,2,1,1,4,1,1
"299",299,3,2,5,13,8,801,2,99,1,26,4,1,1,2,2,1
"300",300,3,2,5,0,16,1601,2,99,1,17,2,2,1,4,1,3
"301",301,3,2,5,0,16,1615,2,99,1,29,4,1,2,1,6,1
"302",302,4,2,6,14,1,101,1,1,2,24,3,1,1,5,6,1
"303",303,4,2,6,1,1,101,1,1,1,19,2,1,1,4,5,1
"304",304,4,2,6,1,1,101,1,10,1,20,3,1,1,4,1,2
"305",305,4,2,6,16,20,2001,2,99,1,23,3,1,1,3,6,1
"306",306,4,2,6,0,19,1901,2,99,1,25,4,1,1,6,8,1
"307",307,4,2,6,0,5,501,2,99,1,26,4,1,1,1,3,1
"308",308,4,2,6,9,12,1201,1,3,2,31,5,1,1,4,2,1
"309",309,4,2,6,0,16,1601,1,7,1,26,4,1,2,4,5,1
"310",310,5,2,7,15,20,2001,2,99,2,20,3,1,9,1,9,1
"311",311,5,2,7,12,20,2005,2,99,9,999,11,9,9,3,5,3
"312",312,5,2,7,14,9,901,2,99,1,24,3,1,9,1,5,1
"313",313,5,2,7,14,2,208,2,99,1,24,3,1,9,5,2,2
"314",314,5,2,7,21,2,203,2,99,1,37,6,1,9,5,2,2
"315",315,5,2,7,22,17,1703,2,99,1,28,4,1,9,4,1,2
"316",316,5,2,7,14,17,1701,2,99,1,27,4,1,9,3,5,2
"317",317,5,2,7,4,4,401,2,99,1,24,3,1,9,4,99,2
"318",318,6,2,1,19,1,105,1,99,1,32,5,1,1,2,3,1
"319",319,6,2,1,5,1,101,1,18,1,30,5,1,1,4,3,1
"320",320,6,2,1,11,1,101,1,13,1,20,3,1,9,4,5,1
"321",321,6,2,1,19,1,101,2,13,1,22,3,1,1,2,4,1
"322",322,6,2,1,21,10,1001,2,99,1,30,5,1,9,1,99,3
"323",323,6,2,1,7,9,920,2,99,1,44,7,1,9,3,6,2
"324",324,6,2,1,16,12,1219,2,99,1,63,10,1,9,3,5,2
"325",325,6,2,1,19,13,1305,2,99,1,29,4,1,9,3,2,3
"326",326,6,2,1,13,2,208,2,99,1,44,7,1,9,5,2,1
"327",327,6,2,1,0,18,1801,1,99,1,22,3,1,2,4,10,1
"328",328,6,2,1,7,18,1801,1,99,1,46,8,1,1,4,1,1
"329",329,6,2,1,9,7,701,2,99,1,49,8,1,1,1,3,1
"330",330,6,2,1,18,7,701,2,99,1,59,10,1,1,3,99,1
"331",331,7,2,2,20,1,101,1,7,1,32,5,1,2,2,8,1
"332",332,7,2,2,19,6,602,2,99,1,25,4,1,1,4,5,2
"333",333,7,2,2,23,12,1202,1,4,1,27,4,1,2,1,11,1
"334",334,7,2,2,9,2,201,2,99,1,41,7,1,1,5,2,1
"335",335,7,2,2,15,17,1703,2,99,1,32,5,1,1,4,3,1
"336",336,7,2,2,14,7,706,2,99,1,42,7,1,1,2,4,2
"337",337,7,2,2,12,4,409,2,99,1,49,8,1,1,5,2,1
"338",338,7,2,2,22,4,401,2,99,1,22,3,1,9,4,99,2
"339",339,8,2,3,8,1,101,1,10,1,25,4,1,1,2,5,1
"340",340,8,2,3,11,1,114,1,99,1,77,10,1,1,1,6,1
"341",341,8,2,3,6,1,108,1,5,1,999,11,1,1,3,5,1
"342",342,8,2,3,13,21,2101,2,99,1,40,7,1,2,3,3,2
"343",343,8,2,3,9,19,1905,2,99,1,26,4,1,2,3,1,2
"344",344,8,2,3,17,10,1001,1,2,1,30,5,1,2,2,6,1
"345",345,8,2,3,20,16,1615,1,99,1,35,6,1,2,4,1,1
"346",346,8,2,3,22,15,1508,2,99,2,28,4,1,9,3,1,4
"347",347,8,2,3,21,2,207,2,99,1,34,5,1,9,3,9,1
"348",348,8,2,3,20,18,1801,1,99,1,58,10,1,2,3,4,1
"349",349,8,2,3,12,18,1801,1,99,1,30,5,1,1,4,99,1
"350",350,8,2,3,15,14,1412,1,99,1,38,6,1,2,3,2,1
"351",351,8,2,3,6,7,705,2,99,1,45,8,1,1,5,2,3
"352",352,9,2,4,14,20,2001,2,99,1,47,8,1,1,1,2,1
"353",353,9,2,4,11,19,1901,2,99,1,58,10,1,1,7,2,1
"354",354,9,2,4,14,19,1903,1,99,9,999,11,9,9,4,99,2
"355",355,9,2,4,2,5,501,1,2,1,41,7,1,1,4,3,1
"356",356,9,2,4,6,12,1215,2,99,9,999,11,9,9,4,99,2
"357",357,9,2,4,22,2,201,2,99,9,999,11,9,9,3,99,4
"358",358,9,2,4,14,17,1703,2,99,1,999,11,1,1,3,5,2
"359",359,9,2,4,22,14,1404,2,99,1,28,4,1,9,3,5,1
"360",360,9,2,4,23,4,401,2,99,1,24,3,1,9,4,1,1
"361",361,10,2,5,15,10,1001,2,99,1,30,5,1,9,4,99,1
"362",362,10,2,5,0,11,1101,2,99,1,29,4,1,9,1,9,1
"363",363,10,2,5,20,12,1215,2,99,1,23,3,1,9,1,9,1
"364",364,10,2,5,17,2,207,2,99,2,39,6,1,9,3,3,3
"365",365,10,2,5,17,7,705,2,99,1,40,7,1,9,3,5,4
"366",366,11,2,6,0,1,101,1,1,1,27,4,1,2,1,11,1
"367",367,11,2,6,2,1,108,1,6,1,41,7,1,2,1,4,1
"368",368,11,2,6,22,19,1901,2,99,1,30,5,1,1,4,1,1
"369",369,11,2,6,16,5,501,2,99,1,33,5,1,9,7,6,3
"370",370,11,2,6,18,11,1101,2,99,1,27,4,1,9,6,6,1
"371",371,11,2,6,1,16,1601,2,99,1,30,5,1,9,4,1,1
"372",372,11,2,6,16,14,1401,2,99,1,37,6,1,9,4,1,1
"373",373,11,2,6,10,7,701,2,99,1,27,4,1,9,5,3,1
"374",374,11,2,6,11,7,701,2,99,1,24,3,1,9,1,2,1
"375",375,11,2,6,9,3,301,2,99,9,999,11,9,9,9,3,1
"376",376,12,2,7,0,1,101,1,8,1,29,4,1,9,1,4,1
"377",377,12,2,7,9,1,101,1,6,1,30,5,1,9,1,6,1
"378",378,12,2,7,14,1,110,2,99,1,23,3,1,9,3,5,1
"379",379,12,2,7,21,10,1002,2,99,1,32,5,1,9,3,9,3
"380",380,12,2,7,9,10,1004,2,99,1,37,6,1,9,5,2,1
"381",381,12,2,7,9,9,901,2,99,1,43,7,1,9,3,4,3
"382",382,12,2,7,14,9,920,2,99,1,34,5,1,9,4,1,1
"383",383,12,2,7,17,2,202,2,99,1,35,6,1,9,9,9,4
"384",384,12,2,7,2,7,701,2,99,1,31,5,1,9,5,2,1
"385",385,12,2,7,18,4,401,2,99,1,22,3,1,9,4,3,1
"386",386,13,2,1,11,1,101,1,11,1,21,3,1,9,1,4,1
"387",387,13,2,1,11,1,101,1,19,1,38,6,1,9,1,6,1
"388",388,13,2,1,23,22,2217,2,99,1,40,7,1,9,3,3,1
"389",389,13,2,1,21,20,2001,2,99,1,32,5,1,9,3,4,1
"390",390,13,2,1,23,10,1002,2,99,1,22,3,1,9,1,1,1
"391",391,13,2,1,20,10,1004,2,99,1,20,3,1,9,14,1,1
"392",392,14,2,2,20,1,102,2,99,1,43,7,1,9,2,2,1
"393",393,14,2,2,1,1,108,1,8,1,39,6,1,9,1,6,1
"394",394,14,2,2,21,21,2103,2,99,9,999,11,1,9,3,4,3
"395",395,14,2,2,7,12,1215,2,99,1,40,7,1,9,5,99,3
"396",396,14,2,2,0,16,1601,2,99,1,30,5,1,9,3,1,2
"397",397,14,2,2,18,7,701,2,99,1,38,6,1,9,3,99,1
"398",398,15,2,3,2,9,901,1,5,1,24,3,1,9,1,14,2
"399",399,15,2,3,14,8,803,2,99,9,999,11,9,9,5,2,1
"400",400,15,2,3,0,16,1604,2,99,1,41,7,1,9,3,2,1
"401",401,15,2,3,0,18,1801,1,99,1,33,5,1,9,3,5,1
"402",402,15,2,3,10,1,101,1,13,1,45,8,1,9,1,2,1
"403",403,15,2,3,22,1,101,1,9,2,22,3,1,1,2,9,1
"404",404,15,2,3,9,1,101,1,10,1,37,6,1,9,5,1,1
"405",405,15,2,3,14,1,114,2,99,1,39,6,1,9,5,2,1
"406",406,15,2,3,23,3,301,2,99,1,17,2,2,2,1,2,1
"407",407,16,2,4,2,1,101,1,9,1,22,3,1,2,4,4,2
"408",408,16,2,4,6,1,101,1,9,1,34,5,1,9,7,3,1
"409",409,16,2,4,15,1,101,1,12,1,41,7,1,9,5,2,1
"410",410,16,2,4,23,1,116,2,99,1,28,4,1,2,1,14,1
"411",411,16,2,4,9,21,2106,2,99,1,67,10,1,1,2,4,1
"412",412,16,2,4,14,19,1905,2,99,1,34,5,1,9,3,5,1
"413",413,16,2,4,17,5,504,2,99,1,24,3,1,2,3,2,2
"414",414,16,2,4,22,10,1001,2,99,1,47,8,1,9,6,2,1
"415",415,16,2,4,14,17,1710,2,99,1,26,4,1,9,5,14,4
"416",416,17,2,5,20,1,101,1,1,1,51,9,1,1,1,4,1
"417",417,17,2,5,10,1,101,1,18,1,43,7,1,1,11,2,1
"418",418,17,2,5,15,1,108,1,1,1,37,6,1,9,6,2,1
"419",419,17,2,5,18,22,2212,2,99,1,19,2,1,1,14,99,1
"420",420,17,2,5,7,9,920,2,99,1,27,4,1,1,7,99,3
"421",421,17,2,5,13,16,1608,2,99,1,43,7,1,1,3,9,4
"422",422,17,2,5,22,14,1412,2,99,1,18,2,1,2,4,99,2
"423",423,17,2,5,0,4,401,2,99,1,22,3,1,2,1,4,1
"424",424,18,2,6,19,1,101,1,2,2,56,10,1,2,1,3,1
"425",425,18,2,6,20,1,106,2,99,1,29,4,1,9,4,5,1
"426",426,18,2,6,19,1,101,1,10,1,59,10,1,9,2,4,1
"427",427,18,2,6,15,19,1901,1,99,1,33,5,1,1,5,2,1
"428",428,18,2,6,4,5,501,2,99,9,999,11,9,9,99,99,1
"429",429,18,2,6,16,18,1801,2,99,1,30,5,1,1,4,5,1
"430",430,18,2,6,11,3,312,2,99,1,54,9,1,1,5,3,1
"431",431,18,2,6,14,15,1503,2,99,1,22,3,1,9,4,99,4
"432",432,18,2,6,23,15,1502,2,99,1,22,3,1,2,4,1,4
"433",433,18,2,6,0,1,101,2,25,9,999,11,9,9,99,99,1
"434",434,19,2,7,2,1,101,1,10,1,22,3,1,1,1,5,1
"435",435,19,2,7,10,1,101,1,1,2,29,4,1,1,1,5,1
"436",436,19,2,7,0,1,101,1,1,1,19,2,1,9,4,99,1
"437",437,19,2,7,0,1,101,1,1,1,19,2,1,9,4,4,1
"438",438,19,2,7,0,1,101,1,12,1,22,3,1,9,2,6,1
"439",439,19,2,7,22,1,101,1,7,1,38,6,1,2,2,3,1
"440",440,19,2,7,21,1,116,1,99,1,26,4,1,9,9,4,1
"441",441,19,2,7,22,1,117,1,99,1,28,4,1,9,1,8,1
"442",442,19,2,7,22,1,115,1,99,1,29,4,1,9,4,7,4
"443",443,19,2,7,4,1,110,2,99,1,28,4,1,9,4,99,4
"444",444,19,2,7,17,19,1903,2,99,1,37,6,1,9,4,99,4
"445",445,19,2,7,1,19,1906,2,99,1,999,11,1,9,3,1,1
"446",446,19,2,7,3,5,510,2,99,9,999,11,9,9,3,1,1
"447",447,19,2,7,7,10,1001,1,99,1,52,9,1,9,7,7,1
"448",448,19,2,7,16,10,1010,2,99,1,32,5,1,2,2,4,1
"449",449,19,2,7,21,9,901,1,3,1,23,3,1,2,2,2,1
"450",450,19,2,7,17,13,1302,1,5,1,23,3,1,2,4,99,1
"451",451,19,2,7,19,16,1601,1,11,1,27,4,1,2,5,7,1
"452",452,19,2,7,11,2,203,2,99,1,51,9,1,2,3,14,1
"453",453,19,2,7,1,18,1801,2,99,1,19,2,1,2,1,2,2
"454",454,19,2,7,18,18,1804,2,99,1,40,7,1,9,3,2,2
"455",455,19,2,7,22,17,1701,2,99,1,40,7,1,9,4,99,4
"456",456,20,2,1,21,1,102,2,99,1,48,8,1,1,1,3,1
"457",457,20,2,1,17,1,101,1,5,9,999,11,9,9,1,4,1
"458",458,20,2,1,19,1,101,1,7,1,39,6,1,2,1,6,1
"459",459,20,2,1,18,1,110,2,99,1,29,4,1,1,3,3,1
"460",460,20,2,1,17,22,2201,2,99,1,24,3,1,1,3,9,2
"461",461,20,2,1,10,21,2106,2,99,1,39,6,1,1,1,9,1
"462",462,20,2,1,18,21,2101,1,2,1,12,1,2,2,2,4,2
"463",463,20,2,1,8,20,2001,2,99,1,29,4,1,1,2,6,1
"464",464,20,2,1,0,5,501,2,99,1,24,3,1,2,1,99,3
"465",465,20,2,1,14,5,507,2,99,1,30,5,1,2,3,9,2
"466",466,20,2,1,5,10,1020,2,99,1,34,5,1,1,3,10,1
"467",467,20,2,1,16,11,1101,2,99,1,26,4,1,1,1,99,1
"468",468,20,2,1,11,9,920,2,99,1,54,9,1,2,2,1,1
"469",469,20,2,1,14,9,920,2,99,1,24,3,1,9,4,1,4
"470",470,20,2,1,0,4,401,2,99,9,999,11,9,9,7,3,3
"471",471,21,2,2,17,10,1001,2,99,1,28,4,1,9,1,9,2
"472",472,21,2,2,16,10,1001,2,99,1,28,4,1,1,5,2,1
"473",473,21,2,2,15,13,1324,2,99,1,34,5,1,1,9,2,1
"474",474,21,2,2,10,17,1701,2,99,9,999,11,9,9,1,99,1
"475",475,22,2,3,10,1,101,1,1,1,33,5,1,9,12,1,1
"476",476,22,2,3,18,1,101,1,15,1,53,9,1,9,1,1,1
"477",477,22,2,3,10,22,2201,2,99,1,73,10,1,9,3,1,1
"478",478,22,2,3,1,20,2001,2,99,1,72,10,1,9,3,3,1
"479",479,22,2,3,0,11,1101,2,99,1,25,4,1,9,1,1,1
"480",480,23,2,4,12,1,101,1,18,2,22,3,1,1,1,2,1
"481",481,23,2,4,17,5,502,2,99,9,999,11,9,9,5,99,1
"482",482,23,2,4,8,9,901,1,5,9,999,11,9,9,12,7,3
"483",483,23,2,4,16,2,203,2,99,1,43,7,1,2,3,2,1
"484",484,24,2,5,12,1,101,1,1,1,25,4,1,1,5,2,1
"485",485,24,2,5,1,22,2212,2,99,9,999,11,9,9,3,6,1
"486",486,24,2,5,18,22,2216,2,99,1,23,3,1,9,5,2,3
"487",487,24,2,5,22,5,507,2,99,9,999,11,9,9,99,99,1
"488",488,24,2,5,7,10,1002,2,99,1,32,5,1,9,4,99,1
"489",489,24,2,5,7,18,1801,2,99,9,999,11,9,9,99,99,1
"490",490,24,2,5,15,17,1701,2,99,9,999,11,9,9,99,99,1
"491",491,24,2,5,1,14,1409,2,99,1,33,5,1,9,4,99,4
"492",492,24,2,5,22,4,406,2,99,1,19,2,1,2,9,10,1
"493",493,24,2,5,6,3,308,2,99,1,27,4,1,9,9,1,1
"494",494,24,2,5,8,1,101,1,1,1,33,5,1,9,1,2,1
"495",495,24,2,5,19,20,2001,2,99,1,32,5,1,2,2,3,1
"496",496,24,2,5,22,9,901,1,1,1,32,5,1,1,5,2,1
"497",497,24,2,5,7,4,409,2,99,9,999,11,9,9,5,99,1
"498",498,25,2,6,4,1,101,1,1,1,23,3,1,2,1,11,1
"499",499,25,2,6,12,1,101,1,1,1,33,5,1,1,11,2,1
"500",500,25,2,6,7,1,101,1,8,9,999,11,9,9,12,7,1
"501",501,25,2,6,15,1,108,1,4,1,999,11,1,1,3,5,1
"502",502,25,2,6,16,1,101,1,6,1,68,10,1,1,1,2,1
"503",503,25,2,6,20,1,101,1,12,1,41,7,1,9,1,4,1
"504",504,25,2,6,11,22,2205,2,99,1,42,7,1,9,1,8,1
"505",505,25,2,6,13,10,1001,1,2,1,29,4,1,2,14,1,2
"506",506,25,2,6,17,9,901,2,7,1,53,9,1,9,3,1,1
"507",507,25,2,6,23,9,902,2,99,1,21,3,1,2,3,2,1
"508",508,25,2,6,15,13,1305,2,99,9,999,11,9,9,3,9,3
"509",509,25,2,6,0,16,1607,2,99,1,30,5,1,9,5,2,4
"510",510,25,2,6,15,17,1701,2,99,1,63,10,1,9,2,9,1
"511",511,25,2,6,19,3,301,2,99,2,41,7,1,9,1,4,1
"512",512,25,2,6,17,18,1801,2,99,1,33,5,1,9,1,99,1
"513",513,25,2,6,4,5,511,2,99,1,26,4,1,2,1,99,1
"514",514,25,2,6,0,5,505,2,99,9,999,11,9,9,5,2,1
"515",515,25,2,6,12,9,917,2,99,9,999,11,9,9,3,3,3
"516",516,25,2,6,20,4,401,1,2,1,34,5,1,2,4,1,3
"517",517,26,2,7,1,1,115,2,99,9,999,11,9,2,1,1,1
"518",518,26,2,7,7,1,114,2,99,1,21,3,1,9,4,99,2
"519",519,26,2,7,11,1,116,2,99,1,33,5,1,9,1,4,1
"520",520,26,2,7,11,19,1902,2,99,9,999,11,9,9,1,5,1
"521",521,26,2,7,9,5,501,2,99,1,52,9,1,9,2,2,3
"522",522,26,2,7,11,6,614,2,99,1,999,11,1,9,3,5,1
"523",523,26,2,7,11,10,1001,1,99,1,30,5,1,9,9,3,1
"524",524,26,2,7,23,10,1002,2,99,1,23,3,1,1,4,1,3
"525",525,26,2,7,0,10,1002,2,99,1,42,7,1,2,4,5,3
"526",526,26,2,7,20,11,1101,2,99,9,999,11,9,9,2,99,1
"527",527,26,2,7,0,9,901,2,99,1,29,4,1,2,4,99,1
"528",528,26,2,7,16,9,920,2,99,1,63,10,1,1,4,5,1
"529",529,26,2,7,22,12,1202,2,99,1,20,3,1,9,4,3,2
"530",530,26,2,7,4,16,1602,2,99,1,27,4,1,9,4,5,1
"531",531,26,2,7,10,2,208,2,99,1,30,5,1,9,4,8,1
"532",532,26,2,7,11,4,416,2,99,1,51,9,1,9,9,6,1
"533",533,26,2,7,3,3,301,2,99,1,32,5,1,9,3,1,1
"534",534,26,2,7,23,1,117,2,99,1,40,7,1,9,4,3,1
"535",535,26,2,7,5,3,301,2,99,1,32,5,1,2,3,1,1
"536",536,26,2,7,0,3,301,2,99,1,36,6,1,2,1,2,1
"537",537,27,2,1,13,1,113,1,1,9,999,11,9,9,3,1,1
"538",538,27,2,1,0,21,2101,1,1,1,21,3,1,2,4,5,1
"539",539,27,2,1,4,21,2103,1,99,9,999,11,9,9,2,99,1
"540",540,27,2,1,19,9,901,1,9,1,51,9,1,2,2,10,1
"541",541,27,2,1,1,13,1312,2,99,9,999,11,9,9,1,2,4
"542",542,27,2,1,18,18,1805,2,99,1,59,10,1,9,3,3,2
"543",543,27,2,1,23,4,401,2,99,1,25,4,1,2,5,2,1
"544",544,27,2,1,11,1,116,2,99,2,43,7,1,1,1,2,1
"545",545,27,2,1,20,18,1801,2,99,1,19,2,1,1,1,6,1
"546",546,27,2,1,16,1,117,1,99,1,33,5,1,2,3,2,1
"547",547,27,2,1,19,6,604,2,99,1,51,9,1,9,5,99,1
"548",548,27,2,1,18,4,403,2,99,1,84,10,1,9,5,2,4
"549",549,27,2,1,22,4,412,2,99,1,19,2,1,9,4,3,1
"550",550,28,2,2,1,1,101,1,13,1,29,4,1,9,99,2,1
"551",551,28,2,2,10,1,101,1,12,1,23,3,1,9,4,2,1
"552",552,28,2,2,15,1,101,1,5,1,30,5,1,2,2,9,1
"553",553,28,2,2,23,1,101,1,10,1,27,4,1,2,4,5,4
"554",554,28,2,2,23,1,113,2,99,1,25,4,1,9,5,2,1
"555",555,28,2,2,10,20,2001,2,99,9,999,11,9,9,3,99,2
"556",556,28,2,2,10,5,501,2,99,1,32,5,1,9,99,99,3
"557",557,28,2,2,23,5,501,1,99,1,16,2,2,9,4,99,2
"558",558,28,2,2,23,12,1201,1,2,1,32,5,1,2,3,5,1
"559",559,28,2,2,13,18,1804,2,99,1,999,11,1,9,6,2,1
"560",560,28,2,2,14,4,409,2,99,1,16,2,2,9,3,99,1
"561",561,28,2,2,11,6,604,2,99,1,30,5,1,2,4,1,1
"562",562,28,2,2,23,5,511,2,99,1,36,6,1,9,6,1,1
"563",563,28,2,2,7,7,701,2,99,1,51,9,1,9,3,3,1
"564",564,29,2,3,14,1,101,1,8,1,28,4,1,2,1,2,1
"565",565,29,2,3,0,1,101,1,18,1,37,6,1,9,9,2,1
"566",566,29,2,3,7,1,101,1,12,1,19,2,1,1,4,1,1
"567",567,29,2,3,19,22,2217,2,99,1,26,4,1,9,4,7,1
"568",568,29,2,3,19,20,2005,2,99,2,21,3,1,9,4,3,3
"569",569,29,2,3,19,20,2005,2,99,1,17,2,2,9,4,6,3
"570",570,29,2,3,14,6,608,2,99,1,23,3,1,9,4,99,1
"571",571,29,2,3,15,13,1301,1,8,1,36,6,1,2,2,3,1
"572",572,29,2,3,9,18,1801,2,99,1,24,3,1,9,4,99,1
"573",573,29,2,3,12,17,1701,2,99,1,20,3,1,9,4,3,3
"574",574,29,2,3,2,1,101,1,6,1,28,4,1,2,4,7,2
"575",575,1,3,4,12,1,115,1,12,1,24,3,1,1,1,2,1
"576",576,1,3,4,10,22,2201,2,99,1,33,5,1,1,1,1,3
"577",577,1,3,4,18,6,602,2,99,1,18,2,1,1,4,99,1
"578",578,1,3,4,18,17,1701,2,99,1,29,4,1,9,4,3,3
"579",579,1,3,4,5,17,1701,2,99,1,16,2,2,9,4,3,2
"580",580,1,3,4,11,17,1712,2,99,1,47,8,1,9,4,6,1
"581",581,2,3,5,6,1,101,1,16,1,20,3,1,1,1,7,1
"582",582,2,3,5,2,1,101,1,7,2,36,6,1,1,1,3,1
"583",583,2,3,5,11,22,2201,2,99,1,39,6,1,1,6,3,3
"584",584,2,3,5,23,10,1001,2,99,1,29,4,1,2,3,3,3
