"","num_hecho","dia_ocu","mes_ocu","año_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","g_edad_pil","estado_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
"543",3072,3,11,9,2,11,1,1,1,23,1,9,4,1,9999,1
"544",3270,4,12,9,5,7,1,2,1,23,1,9,4,3,9999,1
"545",2142,2,8,9,7,1,17,2,1,23,1,9,4,5,9999,2
"546",2212,2,8,9,7,1,17,2,1,23,1,9,4,5,9999,2
"547",2282,2,8,9,7,1,17,2,1,23,1,9,4,5,9999,2
"548",2410,16,8,9,7,21,4,1,1,23,1,9,4,99,9999,2
"549",2653,14,9,9,1,20,11,1,1,23,1,9,4,99,9999,2
"550",3453,24,12,9,4,3,21,1,1,23,1,9,4,7,9999,2
"551",2004,18,7,9,6,6,12,2,1,23,1,9,4,5,9999,4
"552",2821,5,10,9,1,21,19,2,1,23,1,9,4,1,9999,4
"553",2986,24,10,9,6,15,19,2,1,23,1,9,4,99,9999,4
"554",2332,7,8,9,5,19,15,2,1,23,1,9,5,2,9999,1
"555",1279,26,4,9,7,19,20,2,1,23,1,9,9,6,2004,1
"556",2428,19,8,9,3,12,1,1,1,23,1,9,12,1,9999,1
"557",1825,28,6,9,7,16,1,1,1,23,1,2,1,2,1987,1
"558",1083,9,4,9,4,1,1,1,1,23,1,2,1,4,1988,1
"559",688,2,3,9,1,17,1,1,1,23,1,2,1,9,1994,1
"560",1953,12,7,9,7,20,13,1,1,23,1,2,1,9,1996,1
"561",2416,17,8,9,1,21,13,1,1,23,1,2,1,2,1998,1
"562",2050,25,7,9,6,1,1,1,1,23,1,2,1,1,2005,1
"563",1500,18,5,9,1,20,9,1,1,23,1,2,1,1,9999,1
"564",3522,31,12,9,4,17,5,2,1,23,1,2,1,11,1994,3
"565",1888,5,7,9,7,0,5,1,1,23,1,2,3,11,1987,1
"566",3279,5,12,9,6,0,18,2,1,23,1,2,3,2,1992,1
"567",909,22,3,9,7,14,18,2,1,23,1,2,3,3,9999,1
"568",277,26,1,9,1,21,13,2,1,23,1,2,3,9,1992,2
"569",2762,28,9,9,1,20,9,1,1,23,1,2,3,6,1999,2
"570",1767,21,6,9,7,12,2,2,1,23,1,2,3,5,2005,2
"571",661,28,2,9,6,3,10,2,1,23,1,2,3,5,9999,2
"572",1800,26,6,9,5,20,5,2,1,23,1,2,3,5,9999,4
"573",1784,24,6,9,3,1,1,1,1,23,1,2,4,5,2007,1
"574",3486,27,12,9,7,22,5,1,1,23,1,2,4,5,2005,2
"575",2458,22,8,9,6,3,1,1,1,23,1,2,4,99,9999,2
"576",2441,20,8,9,4,21,13,2,1,23,1,2,5,7,9999,1
"577",219,21,1,9,3,0,11,2,1,23,1,2,6,99,9999,2
"578",2037,22,7,9,3,13,9,1,1,23,1,2,9,1,2006,1
"579",2478,23,8,9,7,14,10,1,1,23,1,2,14,1,1990,1
"580",3448,23,12,9,3,17,4,2,1,23,1,2,14,1,2004,1
"581",1255,24,4,9,5,10,10,1,1,23,1,2,14,1,2005,1
"582",1558,28,5,9,4,21,1,1,1,23,1,2,99,4,1998,1
"583",686,1,3,9,7,5,1,1,1,23,1,1,1,2,1983,1
"584",1837,30,6,9,2,7,1,1,1,23,1,1,1,2,1992,1
"585",2172,5,8,9,3,13,1,1,1,23,1,1,1,8,1992,1
"586",2242,5,8,9,3,13,1,1,1,23,1,1,1,8,1992,1
"587",2312,5,8,9,3,13,1,1,1,23,1,1,1,8,1992,1
"588",115,12,1,9,1,13,1,1,1,23,1,1,1,2,1993,1
"589",2641,12,9,9,6,16,1,1,1,23,1,1,1,2,1993,1
"590",2685,18,9,9,5,22,1,1,1,23,1,1,1,11,1996,1
"591",1833,29,6,9,1,16,7,2,2,23,1,1,1,99,1998,1
"592",1863,3,7,9,5,7,1,1,1,23,1,1,1,2,1999,1
"593",2994,25,10,9,7,20,15,2,1,23,1,1,1,11,1999,1
"594",97,10,1,9,6,15,3,2,1,23,1,1,1,1,2003,1
"595",350,1,2,9,7,20,1,1,2,23,1,1,1,2,9999,1
"596",945,26,3,9,4,8,9,1,1,23,1,1,1,2,9999,1
"597",2054,25,7,9,6,22,5,2,1,23,1,1,1,99,9999,1
"598",2103,30,7,9,4,19,2,2,1,23,1,1,1,6,9999,1
"599",1473,17,5,9,7,2,1,2,1,23,1,1,1,4,1989,2
"600",1810,27,6,9,6,1,1,1,1,23,1,1,1,99,9999,2
"601",3009,28,10,9,3,7,1,1,2,23,1,1,1,5,9999,2
"602",258,25,1,9,7,8,5,2,1,23,1,1,1,2,1999,3
"603",7,1,1,9,4,13,5,2,1,23,1,1,1,9,2006,3
"604",149,15,1,9,4,18,22,2,1,23,1,1,2,99,2005,1
"605",2540,29,8,9,6,17,16,2,1,23,1,1,3,5,1984,1
"606",182,17,1,9,6,10,6,2,1,23,1,1,3,4,1988,1
"607",192,18,1,9,7,19,22,2,1,23,1,1,3,2,1990,1
"608",1417,10,5,9,7,0,12,1,1,23,1,1,3,1,1992,1
"609",1560,28,5,9,4,22,12,2,1,23,1,1,3,1,2003,1
"610",1875,4,7,9,6,0,10,2,1,23,1,1,3,4,2003,1
"611",3243,29,11,9,7,3,5,2,1,23,1,1,3,99,2006,1
"612",1370,6,5,9,3,14,8,2,1,23,1,1,3,2,2007,1
"613",1712,15,6,9,1,0,9,1,1,23,1,1,3,4,2007,1
"614",1318,1,5,9,5,6,1,1,1,23,1,1,3,3,2009,1
"615",2153,3,8,9,1,8,13,2,1,23,1,1,3,4,9999,1
"616",2223,3,8,9,1,8,13,2,1,23,1,1,3,4,9999,1
"617",2293,3,8,9,1,8,13,2,1,23,1,1,3,4,9999,1
"618",3166,18,11,9,3,9,14,2,1,23,1,1,3,9,9999,1
"619",3268,3,12,9,4,5,4,2,1,23,1,1,3,1,9999,1
"620",3497,28,12,9,1,7,13,2,1,23,1,1,3,11,1988,3
"621",749,7,3,9,6,12,12,2,1,23,1,1,3,99,9999,3
"622",2782,29,9,9,2,6,7,2,1,23,1,1,3,6,1993,4
"623",3244,29,11,9,7,1,9,2,1,23,1,1,3,2,9999,4
"624",1082,9,4,9,4,10,1,1,1,23,1,1,4,3,1999,1
"625",134,13,1,9,2,17,18,2,1,23,1,1,4,3,2007,1
"626",2025,20,7,9,1,15,7,2,1,23,1,1,4,1,2007,1
"627",532,17,2,9,2,11,9,1,1,23,1,1,4,5,9999,1
"628",2096,30,7,9,4,15,1,1,1,23,1,1,4,7,9999,1
"629",3183,21,11,9,6,15,21,1,2,23,1,1,4,1,9999,1
"630",598,22,2,9,7,11,5,2,1,23,1,1,4,3,2007,2
"631",1181,18,4,9,6,23,1,1,1,23,1,1,4,5,9999,2
"632",2029,21,7,9,2,22,20,1,1,23,1,1,4,1,9999,2
"633",2063,26,7,9,7,12,1,2,1,23,1,1,4,2,9999,4
"634",2348,9,8,9,7,9,1,1,1,23,1,1,5,8,1990,1
"635",953,27,3,9,5,5,19,2,1,23,1,1,5,2,1986,2
"636",1263,25,4,9,6,21,13,2,1,23,1,1,5,2,1993,3
"637",2642,12,9,9,6,22,1,1,1,23,1,1,7,7,9999,1
"638",1227,21,4,9,2,10,1,1,1,23,1,1,7,7,1986,2
"639",1622,5,6,9,5,18,12,2,1,23,1,1,9,4,2006,1
"640",785,9,3,9,1,20,1,1,1,23,1,1,10,2,9999,1
"641",2910,17,10,9,6,21,1,1,1,23,1,1,12,1,1988,1
"642",2657,15,9,9,2,20,1,1,1,23,1,1,12,1,1997,1
"643",604,23,2,9,1,0,1,1,1,23,1,1,12,6,9999,1
"644",3024,29,10,9,4,18,15,2,1,23,1,1,14,99,2008,3
"645",1026,3,4,9,5,1,10,2,1,24,1,9,1,4,1991,1
"646",619,24,2,9,2,16,9,1,2,24,1,9,1,1,1996,1
"647",3037,30,10,9,5,13,4,2,1,24,1,9,1,3,2007,1
"648",1146,13,4,9,1,18,1,1,2,24,1,9,1,99,2008,1
"649",715,4,3,9,3,9,1,2,1,24,1,9,1,4,9999,1
"650",1304,1,5,9,5,10,22,2,1,24,1,9,1,1,9999,1
"651",2866,11,10,9,7,19,9,2,1,24,1,9,1,6,9999,1
"652",2938,18,10,9,7,23,1,1,1,24,1,9,1,99,9999,1
"653",3474,26,12,9,6,15,1,1,1,24,1,9,2,3,2008,1
"654",1119,11,4,9,6,17,8,2,1,24,1,9,3,8,1973,1
"655",2330,7,8,9,5,19,12,2,1,24,1,9,3,8,1989,1
"656",3054,1,11,9,7,8,1,1,1,24,1,9,3,4,2007,1
"657",732,5,3,9,4,16,8,2,1,24,1,9,3,99,9999,2
"658",2006,18,7,9,6,5,14,2,1,24,1,9,3,5,2006,4
"659",623,25,2,9,3,10,1,1,1,24,1,9,4,1,2006,1
"660",1112,11,4,9,6,10,1,1,1,24,1,9,4,5,2006,1
"661",581,21,2,9,6,23,1,1,1,24,1,9,4,99,2007,1
"662",1667,11,6,9,4,9,1,1,1,24,1,9,4,4,2008,1
"663",784,8,3,9,7,13,5,1,1,24,1,9,4,5,9999,1
"664",1259,25,4,9,6,2,1,1,1,24,1,9,4,5,9999,1
"665",1261,25,4,9,6,21,1,2,1,24,1,9,4,7,9999,1
"666",1989,17,7,9,5,0,1,1,1,24,1,9,4,5,9999,1
"667",2126,1,8,9,6,13,9,1,1,24,1,9,4,5,9999,1
"668",2196,1,8,9,6,13,9,1,1,24,1,9,4,5,9999,1
"669",2266,1,8,9,6,13,9,1,1,24,1,9,4,5,9999,1
"670",2393,15,8,9,6,20,11,2,1,24,1,9,4,1,9999,1
"671",2499,25,8,9,2,11,1,1,2,24,1,9,4,99,9999,1
"672",2840,8,10,9,4,8,1,1,1,24,1,9,4,5,9999,1
"673",3085,4,11,9,3,0,9,2,1,24,1,9,4,1,9999,1
"674",3223,25,11,9,3,18,4,1,2,24,1,9,4,99,9999,1
"675",806,11,3,9,3,21,15,2,1,24,1,9,4,1,2003,2
"676",1257,25,4,9,6,1,1,2,1,24,1,9,4,14,2005,2
"677",1850,1,6,9,3,19,1,1,1,24,1,9,4,3,2008,2
"678",103,11,1,9,7,0,1,1,1,24,1,9,4,5,9999,2
"679",580,21,2,9,6,1,1,1,1,24,1,9,4,99,9999,2
"680",3381,18,12,9,5,21,22,2,1,24,1,9,4,2,9999,2
"681",3467,25,12,9,5,18,1,1,1,24,1,9,4,5,9999,2
"682",1084,9,4,9,4,18,1,2,1,24,1,9,4,4,1996,4
"683",622,24,2,9,2,22,4,2,1,24,1,9,4,99,9999,4
"684",733,5,3,9,4,13,14,2,1,24,1,9,4,99,9999,4
"685",789,9,3,9,1,17,5,2,1,24,1,9,4,1,9999,4
"686",3401,20,12,9,7,9,1,1,1,24,1,9,4,5,9999,4
"687",2365,12,8,9,3,15,22,1,1,24,1,9,9,10,2005,1
"688",2709,20,9,9,7,14,1,1,1,24,1,9,9,4,9999,1
"689",1844,30,6,9,2,0,14,2,1,24,1,9,9,14,2004,3
"690",2907,16,10,9,5,20,1,1,1,24,1,9,12,1,9999,4
"691",3328,11,12,9,5,10,11,2,1,24,1,9,14,2,9999,1
"692",637,26,2,9,4,21,9,1,1,24,1,2,1,1,1989,1
"693",1420,10,5,9,7,18,9,1,1,24,1,2,1,5,1989,1
"694",2136,2,8,9,7,3,1,1,2,24,1,2,1,99,9999,1
"695",2206,2,8,9,7,3,1,1,2,24,1,2,1,99,9999,1
"696",2276,2,8,9,7,3,1,1,2,24,1,2,1,99,9999,1
"697",3169,19,11,9,4,0,9,1,2,24,1,2,1,6,9999,1
"698",1205,19,4,9,7,16,12,2,1,24,1,2,1,6,1995,2
"699",1546,24,5,9,7,14,1,1,1,24,1,2,1,4,1994,4
"700",296,29,1,9,4,0,22,1,1,24,1,2,2,10,1997,2
"701",2662,15,9,9,2,0,11,2,1,24,1,2,3,3,1986,1
"702",2434,19,8,9,3,22,9,2,1,24,1,2,3,4,1998,2
"703",1705,14,6,9,7,16,13,2,1,24,1,2,4,1,2008,1
"704",978,29,3,9,7,0,20,1,1,24,1,2,4,1,9999,1
"705",1455,14,5,9,4,16,11,1,1,24,1,2,4,14,9999,2
"706",1483,17,5,9,7,0,16,2,1,24,1,2,4,1,9999,2
"707",3042,31,10,9,6,0,1,1,1,24,1,2,5,2,2006,1
"708",1209,19,4,9,7,14,14,2,1,24,1,2,5,2,9999,3
"709",745,7,3,9,6,20,1,1,1,24,1,2,6,2,1991,1
"710",2965,22,10,9,4,7,11,1,1,24,1,1,1,4,1990,1
"711",2666,15,9,9,2,14,10,1,1,24,1,1,1,2,1995,1
"712",129,13,1,9,2,17,2,2,1,24,1,1,1,2,1996,1
"713",249,24,1,9,6,6,1,1,1,24,1,1,1,2,2005,1
"714",68,7,1,9,3,23,1,1,1,24,1,1,1,5,9999,1
"715",120,12,1,9,1,20,4,2,1,24,1,1,1,8,9999,1
"716",292,28,1,9,3,2,1,1,2,24,1,1,1,11,9999,1
"717",426,8,2,9,7,20,6,2,1,24,1,1,1,5,9999,1
"718",685,1,3,9,7,5,1,1,1,24,1,1,1,8,9999,1
"719",2065,26,7,9,7,4,1,1,1,24,1,1,1,9,9999,1
"720",3306,8,12,9,2,7,1,1,1,24,1,1,1,2,9999,1
"721",3358,14,12,9,1,17,1,1,2,24,1,1,1,4,9999,1
"722",85,10,1,9,6,2,1,1,1,24,1,1,1,2,1984,2
"723",2909,17,10,9,6,4,1,1,1,24,1,1,1,5,1989,2
"724",466,13,2,9,5,2,1,1,2,24,1,1,1,2,9999,2
"725",599,22,2,9,7,18,5,2,1,24,1,1,1,2,9999,3
"726",1140,12,4,9,7,14,2,2,1,24,1,1,1,2,2002,4
"727",31,2,1,9,5,21,1,1,1,24,1,1,2,99,1996,1
"728",270,26,1,9,1,22,1,1,2,24,1,1,2,7,2008,1
"729",930,25,3,9,3,10,5,1,1,24,1,1,2,4,9999,1
"730",739,6,3,9,5,1,1,1,2,24,1,1,2,4,9999,2
"731",496,14,2,9,6,18,19,2,1,24,1,1,3,5,1991,1
"732",883,19,3,9,4,10,13,2,1,24,1,1,3,5,1994,1
"733",2077,27,7,9,1,14,16,2,2,24,1,1,3,4,1995,1
"734",787,9,3,9,1,11,1,1,1,24,1,1,3,9,2008,1
"735",12,1,1,9,4,23,10,1,1,24,1,1,3,2,9999,1
"736",349,1,2,9,7,0,13,1,1,24,1,1,3,1,9999,2
"737",377,4,2,9,3,20,14,2,1,24,1,1,3,99,9999,2
"738",1441,13,5,9,3,0,1,1,1,24,1,1,3,5,9999,2
"739",2455,21,8,9,5,17,14,2,1,24,1,1,3,4,9999,2
"740",3296,6,12,9,7,9,14,2,1,24,1,1,3,2,1984,3
"741",1367,6,5,9,3,12,1,1,1,24,1,1,4,1,2006,1
"742",3062,1,11,9,7,13,13,2,1,24,1,1,4,5,2008,1
"743",140,14,1,9,3,12,10,2,1,24,1,1,4,1,2009,1
"744",181,17,1,9,6,21,5,2,1,24,1,1,4,5,9999,1
"745",1308,1,5,9,5,1,5,2,1,24,1,1,4,1,9999,1
"746",2993,25,10,9,7,14,12,2,1,24,1,1,4,4,9999,1
"747",1491,18,5,9,1,8,21,2,1,24,1,1,4,99,9999,2
"748",1948,12,7,9,7,0,1,2,1,24,1,1,4,5,9999,2
"749",2780,29,9,9,2,13,12,2,1,24,1,1,4,5,9999,2
"750",3330,11,12,9,5,18,18,2,1,24,1,1,4,5,9999,2
"751",1285,27,4,9,1,17,5,2,1,24,1,1,5,2,2008,3
"752",341,1,2,9,7,15,10,2,1,24,1,1,5,2,2008,4
"753",1235,22,4,9,3,23,5,2,1,24,1,1,6,99,9999,1
"754",3217,25,11,9,3,20,1,2,1,24,1,1,7,6,1988,1
"755",2699,19,9,9,6,10,12,1,1,24,1,1,9,1,2005,1
"756",681,1,3,9,7,15,3,2,1,24,1,1,9,6,2008,1
"757",642,27,2,9,5,0,1,1,1,24,1,1,10,2,2001,1
"758",2334,8,8,9,6,23,1,1,1,24,1,1,11,2,1992,1
"759",867,17,3,9,2,20,17,1,1,24,1,1,14,1,9999,1
"760",1499,18,5,9,1,20,9,1,1,24,1,1,14,1,9999,1
"761",2119,1,8,9,6,7,1,2,1,25,1,9,1,6,1986,1
"762",2189,1,8,9,6,7,1,2,1,25,1,9,1,6,1986,1
"763",2259,1,8,9,6,7,1,2,1,25,1,9,1,6,1986,1
"764",3053,1,11,9,7,1,1,1,1,25,1,9,1,2,1991,1
"765",2180,6,8,9,4,9,1,1,1,25,1,9,1,5,1997,1
"766",2250,6,8,9,4,9,1,1,1,25,1,9,1,5,1997,1
"767",2320,6,8,9,4,9,1,1,1,25,1,9,1,5,1997,1
"768",615,23,2,9,1,14,4,2,2,25,1,9,1,1,2003,1
"769",848,15,3,9,7,20,5,2,1,25,1,9,1,2,9999,1
"770",2833,7,10,9,3,10,20,2,1,25,1,9,1,9,9999,1
"771",3524,31,12,9,4,20,22,2,1,25,1,9,1,8,9999,1
"772",3023,29,10,9,4,20,9,1,1,25,1,9,1,9,1992,2
"773",327,1,2,9,7,6,1,1,1,25,1,9,1,4,9999,2
"774",910,22,3,9,7,14,1,1,1,25,1,9,1,4,9999,2
"775",2740,26,9,9,6,0,1,1,1,25,1,9,1,99,9999,2
"776",1670,11,6,9,4,5,5,2,1,25,1,9,1,6,9999,3
"777",3123,8,11,9,7,15,3,2,1,25,1,9,1,4,9999,3
"778",3227,26,11,9,4,7,10,2,1,25,1,9,3,9,2002,1
"779",802,11,3,9,3,13,1,1,1,25,1,9,3,8,2004,1
"780",2473,23,8,9,7,20,1,1,1,25,1,9,3,9,9999,1
"781",2549,31,8,9,1,13,1,1,1,25,1,9,3,99,9999,2
"782",3176,20,11,9,5,22,6,2,1,25,1,9,3,1,9999,3
"783",3396,19,12,9,6,17,13,2,1,25,1,9,3,2,9999,3
"784",512,15,2,9,7,18,2,1,1,25,1,9,3,6,1997,4
"785",1118,11,4,9,6,17,13,2,1,25,1,9,3,2,9999,4
"786",1674,11,6,9,4,19,14,2,1,25,1,9,3,99,9999,4
"787",2465,22,8,9,6,13,10,2,1,25,1,9,4,4,2006,1
"788",2122,1,8,9,6,22,4,2,2,25,1,9,4,4,2007,1
"789",2192,1,8,9,6,22,4,2,2,25,1,9,4,4,2007,1
"790",2262,1,8,9,6,22,4,2,2,25,1,9,4,4,2007,1
"791",1042,5,4,9,7,17,22,2,1,25,1,9,4,3,9999,1
"792",1220,20,4,9,1,19,4,2,1,25,1,9,4,99,9999,1
"793",2101,30,7,9,4,21,11,1,1,25,1,9,4,1,9999,1
"794",2424,18,8,9,2,20,17,1,2,25,1,9,4,99,9999,1
"795",3094,5,11,9,4,19,17,2,2,25,1,9,4,5,9999,1
"796",3346,13,12,9,7,23,9,2,1,25,1,9,4,5,9999,1
"797",3506,29,12,9,2,0,13,1,1,25,1,9,4,1,9999,1
"798",1545,24,5,9,7,2,1,1,1,25,1,9,4,6,9999,2
"799",2717,21,9,9,1,16,1,1,1,25,1,9,4,3,2009,4
"800",1168,16,4,9,4,2,1,1,1,25,1,9,4,5,9999,4
"801",1834,29,6,9,1,1,1,1,1,25,1,9,4,99,9999,4
"802",999,31,3,9,2,8,9,2,1,25,1,9,5,2,2001,1
"803",303,30,1,9,5,6,2,2,1,25,1,9,5,2,9999,1
"804",2623,11,9,9,5,11,19,2,1,25,1,9,5,3,9999,1
"805",2725,23,9,9,3,12,14,2,1,25,1,9,5,2,9999,4
"806",1434,12,5,9,2,6,10,2,1,25,1,9,7,1,1996,1
"807",3363,15,12,9,2,19,8,2,1,25,1,9,7,3,9999,3
"808",1791,25,6,9,4,7,7,2,1,25,1,9,7,2,9999,4
"809",2680,16,9,9,3,12,12,2,1,25,1,9,8,1,1986,4
"810",1790,25,6,9,4,0,18,2,1,25,1,9,11,2,9999,3
"811",1427,11,5,9,1,22,1,1,1,25,1,9,12,1,9999,1
"812",1162,14,4,9,2,15,3,1,1,25,1,9,14,4,2005,1
"813",616,23,2,9,1,22,3,2,1,25,1,9,14,1,9999,2
"814",2501,25,8,9,2,17,19,1,1,25,1,9,14,1,9999,3
"815",3490,27,12,9,7,19,12,1,1,25,1,2,1,2,1982,1
"816",197,18,1,9,7,5,12,2,1,25,1,2,1,14,1990,1
"817",1481,17,5,9,7,20,10,2,1,25,1,2,1,4,1993,1
"818",184,17,1,9,6,17,9,1,1,25,1,2,1,2,1995,1
"819",1695,14,6,9,7,22,1,2,1,25,1,2,1,1,1995,1
"820",1748,20,6,9,6,0,20,2,2,25,1,2,1,3,1995,1
"821",1978,15,7,9,3,15,5,1,1,25,1,2,1,3,1996,1
"822",2977,23,10,9,5,19,9,1,1,25,1,2,1,99,1997,1
"823",2474,23,8,9,7,20,1,1,2,25,1,2,1,4,2000,1
"824",3400,20,12,9,7,22,1,1,1,25,1,2,1,4,2001,1
"825",1272,26,4,9,7,11,11,2,1,25,1,2,1,99,9999,1
"826",2117,1,8,9,6,2,1,1,1,25,1,2,1,5,9999,1
"827",2187,1,8,9,6,2,1,1,1,25,1,2,1,5,9999,1
"828",2257,1,8,9,6,2,1,1,1,25,1,2,1,5,9999,1
"829",672,1,3,9,7,0,6,2,1,25,1,2,1,1,1984,2
"830",891,20,3,9,5,18,7,2,1,25,1,2,1,99,1997,2
"831",1819,28,6,9,7,1,1,1,1,25,1,2,1,1,9999,2
"832",1851,1,6,9,3,18,5,2,1,25,1,2,1,99,9999,2
"833",1765,21,6,9,7,3,10,2,1,25,1,2,1,9,1995,3
"834",2429,19,8,9,3,12,22,2,1,25,1,2,2,5,1990,3
"835",1231,22,4,9,3,21,1,1,1,25,1,2,3,1,1979,1
"836",2931,18,10,9,7,20,9,2,1,25,1,2,3,11,1985,1
"837",1364,6,5,9,3,22,20,1,1,25,1,2,3,6,9999,1
"838",1772,22,6,9,1,16,10,1,1,25,1,2,3,5,9999,1
"839",254,25,1,9,7,3,1,1,1,25,1,2,3,8,1985,2
"840",22,2,1,9,5,17,1,1,1,25,1,2,3,99,9999,2
"841",2995,25,10,9,7,4,2,2,1,25,1,2,3,1,9999,2
"842",3205,23,11,9,1,2,12,1,1,25,1,2,3,11,9999,2
"843",456,12,2,9,4,1,4,2,1,25,1,2,3,6,2003,3
"844",515,15,2,9,7,19,4,2,1,25,1,2,4,5,9999,1
"845",1486,17,5,9,7,18,17,1,1,25,1,2,4,4,9999,1
"846",3117,8,11,9,7,15,10,2,1,25,1,2,4,1,2008,2
"847",78,9,1,9,5,17,2,2,1,25,1,1,1,1,1992,1
"848",1307,1,5,9,5,19,5,2,1,25,1,1,1,3,1993,1
"849",2047,24,7,9,5,23,6,1,1,25,1,1,1,6,1993,1
"850",1298,30,4,9,4,21,1,1,1,25,1,1,1,2,1998,1
"851",2764,28,9,9,1,8,13,2,1,25,1,1,1,5,2000,1
"852",1032,4,4,9,6,19,19,1,2,25,1,1,1,5,2001,1
"853",937,26,3,9,4,2,1,1,1,25,1,1,1,2,2008,1
"854",565,21,2,9,6,3,1,1,1,25,1,1,1,2,2009,1
"855",329,1,2,9,7,16,1,1,2,25,1,1,1,4,9999,1
"856",1276,26,4,9,7,0,12,2,1,25,1,1,1,3,9999,1
"857",1373,6,5,9,3,9,1,1,1,25,1,1,1,99,9999,1
"858",2668,15,9,9,2,2,1,1,1,25,1,1,1,4,9999,1
"859",3503,29,12,9,2,11,1,1,1,25,1,1,1,9,9999,1
"860",2750,27,9,9,7,8,22,2,1,25,1,1,1,2,1992,2
"861",165,16,1,9,5,14,19,2,1,25,1,1,1,99,9999,2
"862",1368,6,5,9,3,21,10,1,1,25,1,1,2,8,1998,1
"863",200,18,1,9,7,7,6,2,1,25,1,1,3,3,1966,1
"864",73,8,1,9,4,1,12,2,1,25,1,1,3,3,1984,1
"865",2489,24,8,9,1,9,9,2,1,25,1,1,3,6,2000,1
"866",1461,15,5,9,5,8,18,2,1,25,1,1,3,6,2006,1
"867",2537,28,8,9,5,17,1,1,1,25,1,1,3,5,2008,1
"868",610,23,2,9,1,15,11,1,1,25,1,1,3,99,9999,1
"869",1605,3,6,9,3,6,1,1,1,25,1,1,3,5,9999,1
"870",1649,8,6,9,1,10,1,2,1,25,1,1,3,5,9999,1
"871",3505,29,12,9,2,10,6,2,1,25,1,1,3,5,9999,1
"872",3349,13,12,9,7,6,10,2,1,25,1,1,3,4,1989,2
"873",1914,8,7,9,3,2,1,1,1,25,1,1,3,5,2008,2
"874",3118,8,11,9,7,0,11,2,1,25,1,1,3,2,1998,3
"875",1726,17,6,9,3,5,2,2,1,25,1,1,3,3,2000,3
"876",476,13,2,9,5,7,14,2,1,25,1,1,3,5,2008,3
"877",882,19,3,9,4,21,9,1,2,25,1,1,4,3,2006,1
"878",3293,6,12,9,7,0,9,1,1,25,1,1,4,1,2007,1
"879",174,17,1,9,6,7,1,1,1,25,1,1,4,7,9999,1
"880",291,28,1,9,3,23,19,2,1,25,1,1,4,99,9999,1
"881",931,25,3,9,3,12,5,2,1,25,1,1,4,1,9999,1
"882",3236,28,11,9,6,21,13,2,1,25,1,1,4,99,9999,1
"883",396,7,2,9,6,19,1,1,1,25,1,1,4,5,9999,2
"884",1378,7,5,9,4,5,20,2,1,25,1,1,4,1,9999,2
"885",2074,27,7,9,1,0,4,1,1,25,1,1,4,1,2007,4
"886",2928,18,10,9,7,20,6,2,1,25,1,1,5,2,1990,1
"887",3108,7,11,9,6,11,11,2,1,25,1,1,5,2,1990,1
"888",2582,5,9,9,6,14,16,2,1,25,1,1,5,2,1997,1
"889",1027,3,4,9,5,22,20,2,1,25,1,1,5,2,2008,1
"890",731,5,3,9,4,16,12,2,1,25,1,1,5,2,9999,1
"891",1264,25,4,9,6,16,15,2,1,25,1,1,6,2,1975,1
"892",708,3,3,9,2,11,5,1,1,25,1,1,6,14,1995,1
"893",1175,17,4,9,5,22,20,2,1,25,1,1,6,5,1999,1
"894",3519,31,12,9,4,7,1,1,1,25,1,1,7,7,1993,1
"895",2921,17,10,9,6,13,12,2,1,25,1,1,7,7,9999,4
"896",1828,28,6,9,7,17,16,2,1,25,1,1,9,6,2005,1
"897",564,20,2,9,5,11,14,2,1,25,1,1,9,3,9999,1
"898",1568,29,5,9,5,13,3,2,1,25,1,1,9,4,9999,1
"899",3149,16,11,9,1,11,1,1,1,25,1,1,11,2,1999,1
"900",54,5,1,9,1,6,15,2,1,25,1,1,11,2,2004,2
"901",1413,10,5,9,7,7,1,1,1,25,1,1,12,9,1992,1
"902",3300,7,12,9,1,23,1,1,1,25,1,1,12,2,1996,1
"903",3487,27,12,9,7,12,10,1,1,25,1,1,12,1,9999,1
"904",1621,5,6,9,5,16,11,1,1,25,1,1,14,1,9999,1
"905",1764,21,6,9,7,13,19,2,1,26,1,9,1,2,9999,1
"906",2630,11,9,9,5,19,17,2,1,26,1,9,1,1,9999,1
"907",2711,20,9,9,7,17,12,2,1,26,1,9,1,99,9999,1
"908",2955,21,10,9,3,3,1,1,1,26,1,9,1,99,2005,2
"909",2747,27,9,9,7,2,1,1,1,26,1,9,1,4,2006,2
"910",1866,3,7,9,5,14,10,2,1,26,1,9,1,3,9999,2
"911",1059,6,4,9,1,14,1,1,1,26,1,9,3,6,1995,1
"912",3364,16,12,9,3,15,1,1,1,26,1,9,3,11,1999,1
"913",2438,20,8,9,4,10,9,2,1,26,1,9,3,9,2005,1
"914",863,17,3,9,2,14,20,2,1,26,1,9,3,4,2009,1
"915",3398,20,12,9,7,3,1,2,1,26,1,9,3,2,9999,1
"916",2413,17,8,9,1,17,9,1,1,26,1,9,3,3,9999,2
"917",2675,16,9,9,3,19,11,2,1,26,1,9,3,1,9999,2
"918",1869,3,7,9,5,11,17,2,1,26,1,9,3,99,9999,4
"919",1139,12,4,9,7,23,5,2,1,26,1,9,4,1,2008,1
