"","num_hecho","dia_ocu","mes_ocu","año_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","g_edad_pil","estado_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
"920",3125,9,11,9,1,0,1,2,1,26,1,9,4,5,2008,1
"921",1648,7,6,9,7,20,5,2,1,26,1,9,4,5,9999,1
"922",2041,23,7,9,4,21,1,1,1,26,1,9,4,3,9999,1
"923",2551,31,8,9,1,18,1,1,1,26,1,9,4,5,9999,1
"924",3331,12,12,9,6,18,1,1,1,26,1,9,4,2,9999,2
"925",963,28,3,9,6,20,19,1,1,26,1,9,4,99,9999,4
"926",1005,1,4,9,3,8,1,1,1,26,1,9,4,1,9999,4
"927",1847,30,6,9,2,22,4,1,1,26,1,9,4,1,9999,4
"928",2817,4,10,9,7,21,4,2,1,26,1,9,4,99,9999,4
"929",3413,20,12,9,7,11,17,2,1,26,1,9,4,2,9999,4
"930",2534,28,8,9,5,16,3,2,1,26,1,9,5,7,1996,1
"931",1010,1,4,9,3,11,2,2,1,26,1,9,5,2,1999,1
"932",2867,12,10,9,1,21,7,1,1,26,1,9,5,2,9999,2
"933",1554,24,5,9,7,16,17,2,1,26,1,9,5,1,9999,3
"934",2951,20,10,9,2,5,5,2,1,26,1,9,5,1,9999,3
"935",2338,8,8,9,6,17,1,2,1,26,1,9,6,2,9999,2
"936",3025,29,10,9,4,12,2,2,1,26,1,9,9,6,2003,1
"937",1846,30,6,9,2,6,12,1,1,26,1,9,9,2,2006,1
"938",2431,19,8,9,3,21,10,2,1,26,1,9,9,2,2006,1
"939",2327,7,8,9,5,19,1,2,1,26,1,9,11,2,2008,1
"940",629,25,2,9,3,15,6,2,1,26,1,2,1,4,1983,1
"941",2664,15,9,9,2,17,4,2,1,26,1,2,1,4,1998,1
"942",1214,20,4,9,1,22,1,1,1,26,1,2,1,2,2001,1
"943",1180,18,4,9,6,2,1,1,1,26,1,2,1,4,2004,1
"944",328,1,2,9,7,21,1,1,1,26,1,2,1,2,9999,1
"945",1637,6,6,9,6,16,1,1,1,26,1,2,1,99,9999,1
"946",3450,24,12,9,4,4,1,1,1,26,1,2,1,1,9999,1
"947",2028,21,7,9,2,19,1,1,1,26,1,2,1,2,2001,2
"948",2072,27,7,9,1,0,10,2,1,26,1,2,1,2,1991,3
"949",2533,28,8,9,5,20,4,1,1,26,1,2,2,2,1990,1
"950",2451,21,8,9,5,15,1,1,1,26,1,2,2,11,9999,1
"951",2788,1,10,9,4,22,22,2,1,26,1,2,2,3,9999,1
"952",2046,24,7,9,5,22,1,1,1,26,1,2,3,6,2007,1
"953",212,20,1,9,2,22,9,1,1,26,1,2,3,3,9999,1
"954",2923,17,10,9,6,9,17,2,1,26,1,2,3,1,9999,1
"955",3348,13,12,9,7,21,8,2,1,26,1,2,3,3,9999,1
"956",3457,24,12,9,4,0,15,2,1,26,1,2,3,6,9999,1
"957",3489,27,12,9,7,3,9,1,1,26,1,2,3,6,9999,1
"958",3456,24,12,9,4,15,11,2,1,26,1,2,4,2,2009,1
"959",1436,12,5,9,2,18,16,1,1,26,1,2,4,5,9999,1
"960",1827,28,6,9,7,3,9,1,1,26,1,2,4,7,9999,1
"961",2789,1,10,9,4,12,21,2,1,26,1,2,4,7,9999,1
"962",3464,24,12,9,4,16,17,2,1,26,1,2,4,2,9999,2
"963",3246,30,11,9,1,1,1,2,1,26,1,2,8,3,9999,4
"964",1212,20,4,9,1,0,1,1,1,26,1,2,9,2,2005,1
"965",2040,23,7,9,4,9,1,1,1,26,1,1,1,9,1991,1
"966",3048,31,10,9,6,0,2,2,1,26,1,1,1,9,1992,1
"967",2646,13,9,9,7,3,1,1,1,26,1,1,1,2,1993,1
"968",1934,11,7,9,6,18,1,1,1,26,1,1,1,1,1995,1
"969",1523,21,5,9,4,19,4,2,1,26,1,1,1,6,1999,1
"970",2594,6,9,9,7,18,1,1,1,26,1,1,1,2,2002,1
"971",3283,6,12,9,7,2,1,1,1,26,1,1,1,2,2003,1
"972",1502,19,5,9,2,19,1,1,2,26,1,1,1,3,2004,1
"973",99,10,1,9,6,21,1,1,1,26,1,1,1,1,9999,1
"974",1474,17,5,9,7,9,1,2,1,26,1,1,1,6,9999,1
"975",1824,28,6,9,7,10,1,1,1,26,1,1,1,15,1993,2
"976",3345,13,12,9,7,15,19,2,1,26,1,1,1,2,2003,2
"977",1464,16,5,9,6,1,1,1,1,26,1,1,1,1,9999,2
"978",2972,23,10,9,5,0,1,1,2,26,1,1,1,99,9999,2
"979",2463,22,8,9,6,19,1,1,1,26,1,1,1,4,2005,3
"980",242,24,1,9,6,18,5,1,1,26,1,1,2,99,2007,1
"981",3031,30,10,9,5,5,9,1,1,26,1,1,2,99,9999,1
"982",2616,10,9,9,4,17,22,2,1,26,1,1,2,4,1996,2
"983",1187,18,4,9,6,17,6,2,2,26,1,1,3,8,1991,1
"984",919,23,3,9,1,15,2,2,1,26,1,1,3,4,1993,1
"985",416,7,2,9,6,22,1,1,1,26,1,1,3,5,1999,1
"986",1230,21,4,9,2,19,3,1,1,26,1,1,3,3,2005,1
"987",1665,10,6,9,3,23,1,1,1,26,1,1,3,5,2008,1
"988",308,30,1,9,5,19,1,1,1,26,1,1,3,5,9999,1
"989",347,1,2,9,7,22,14,2,1,26,1,1,3,2,9999,1
"990",939,26,3,9,4,10,1,1,1,26,1,1,3,5,9999,1
"991",3344,13,12,9,7,14,22,2,2,26,1,1,3,4,9999,2
"992",16,1,1,9,4,16,11,2,1,26,1,1,3,1,1986,3
"993",554,19,2,9,4,0,14,2,1,26,1,1,3,5,1987,3
"994",2595,6,9,9,7,13,22,2,1,26,1,1,3,6,1987,3
"995",111,11,1,9,7,5,17,2,1,26,1,1,3,9,9999,3
"996",1845,30,6,9,2,18,4,2,1,26,1,1,4,1,1982,1
"997",336,1,2,9,7,7,5,2,1,26,1,1,4,3,2004,1
"998",353,2,2,9,1,10,1,1,1,26,1,1,4,99,9999,1
"999",189,18,1,9,7,2,1,1,1,26,1,1,4,5,2006,2
"1000",435,9,2,9,1,18,11,2,1,26,1,1,4,3,9999,2
"1001",1142,12,4,9,7,22,17,2,1,26,1,1,4,99,9999,2
"1002",1937,11,7,9,6,3,1,1,1,26,1,1,4,1,9999,2
"1003",2168,4,8,9,2,3,12,2,1,26,1,1,4,5,9999,2
"1004",2238,4,8,9,2,3,12,2,1,26,1,1,4,5,9999,2
"1005",2308,4,8,9,2,3,12,2,1,26,1,1,4,5,9999,2
"1006",366,3,2,9,2,18,9,2,1,26,1,1,5,2,1990,1
"1007",555,19,2,9,4,21,5,2,1,26,1,1,5,2,9999,1
"1008",1954,12,7,9,7,6,2,2,1,26,1,1,5,2,1987,3
"1009",874,18,3,9,3,22,2,2,1,26,1,1,6,2,1994,1
"1010",2033,21,7,9,2,20,18,2,1,26,1,1,6,99,9999,1
"1011",990,30,3,9,1,3,5,1,1,26,1,1,6,2,9999,2
"1012",1742,19,6,9,5,16,13,2,1,26,1,1,7,7,1985,1
"1013",2663,15,9,9,2,19,11,2,1,26,1,1,12,7,1985,1
"1014",462,12,2,9,4,9,10,2,1,26,1,1,12,1,2005,1
"1015",293,28,1,9,3,9,1,1,1,26,1,1,12,99,9999,3
"1016",187,17,1,9,6,11,14,2,1,26,1,1,99,6,9999,1
"1017",669,1,3,9,7,13,1,2,1,27,1,9,1,4,9999,1
"1018",2364,11,8,9,2,2,3,2,1,27,1,9,1,2,9999,1
"1019",2838,7,10,9,3,15,12,2,1,27,1,9,1,6,9999,1
"1020",820,13,3,9,5,1,1,1,1,27,1,9,1,3,9999,3
"1021",805,11,3,9,3,12,4,2,1,27,1,9,3,6,1996,1
"1022",2945,19,10,9,1,15,19,2,1,27,1,9,3,1,9999,1
"1023",3038,30,10,9,5,17,1,1,1,27,1,9,3,3,9999,1
"1024",2913,17,10,9,6,9,19,2,1,27,1,9,3,4,1991,3
"1025",1170,16,4,9,4,4,12,2,1,27,1,9,3,99,9999,4
"1026",2937,18,10,9,7,19,18,2,1,27,1,9,3,99,9999,4
"1027",3368,16,12,9,3,13,22,2,1,27,1,9,4,2,2008,1
"1028",2721,23,9,9,3,7,1,1,1,27,1,9,4,1,9999,1
"1029",3154,17,11,9,2,11,19,2,2,27,1,9,4,99,9999,1
"1030",3181,21,11,9,6,3,1,1,1,27,1,9,4,1,9999,1
"1031",2417,17,8,9,1,11,22,2,1,27,1,9,4,3,9999,2
"1032",2710,20,9,9,7,13,12,2,1,27,1,9,4,99,9999,2
"1033",3241,29,11,9,7,21,1,2,1,27,1,9,4,1,9999,2
"1034",1008,1,4,9,3,0,14,2,1,27,1,9,4,99,9999,4
"1035",1719,16,6,9,2,2,1,1,1,27,1,9,6,2,9999,1
"1036",3164,18,11,9,3,15,5,2,1,27,1,9,6,2,9999,1
"1037",3472,25,12,9,5,10,18,2,1,27,1,9,8,5,9999,3
"1038",2592,6,9,9,7,17,18,2,1,27,1,9,9,2,2001,2
"1039",3035,30,10,9,5,20,7,2,1,27,1,9,9,6,2008,2
"1040",2891,15,10,9,4,16,1,2,1,27,1,9,9,2,2000,3
"1041",2720,23,9,9,3,13,1,1,1,27,1,9,4,1,2007,2
"1042",236,23,1,9,5,21,9,2,1,27,1,2,1,3,1994,1
"1043",933,25,3,9,3,19,9,2,1,27,1,2,1,6,1994,1
"1044",3103,7,11,9,6,0,1,1,1,27,1,2,1,5,1995,1
"1045",3104,7,11,9,6,0,1,1,1,27,1,2,1,2,1996,1
"1046",41,4,1,9,7,2,1,1,1,27,1,2,1,99,1998,1
"1047",1490,18,5,9,1,2,1,1,1,27,1,2,1,11,1999,1
"1048",2055,25,7,9,6,9,5,2,1,27,1,2,1,11,2004,1
"1049",1697,14,6,9,7,5,1,1,1,27,1,2,1,5,2006,1
"1050",83,10,1,9,6,0,1,1,1,27,1,2,1,2,1978,2
"1051",2932,18,10,9,7,13,9,1,1,27,1,2,1,5,1994,2
"1052",260,25,1,9,7,1,13,1,1,27,1,2,1,6,2002,2
"1053",3151,16,11,9,1,18,12,2,1,27,1,2,1,2,9999,2
"1054",1265,25,4,9,6,0,17,2,1,27,1,2,1,4,9999,3
"1055",1771,22,6,9,1,0,6,2,1,27,1,2,1,1,1985,4
"1056",1454,14,5,9,4,21,10,2,1,27,1,2,1,5,2006,4
"1057",1208,19,4,9,7,23,14,2,1,27,1,2,2,8,1985,1
"1058",1078,8,4,9,3,20,13,1,1,27,1,2,2,9,1992,1
"1059",1586,1,7,9,1,16,6,1,1,27,1,2,3,9,1995,1
"1060",1014,2,4,9,4,1,9,2,1,27,1,2,4,3,2007,2
"1061",1653,8,6,9,1,0,11,2,1,27,1,2,4,1,9999,2
"1062",145,14,1,9,3,21,4,2,1,27,1,2,4,14,9999,4
"1063",844,15,3,9,7,0,22,2,1,27,1,2,4,1,9999,4
"1064",881,19,3,9,4,0,10,2,1,27,1,2,4,99,9999,4
"1065",3402,20,12,9,7,16,1,2,1,27,1,2,4,2,9999,4
"1066",2468,22,8,9,6,20,16,2,1,27,1,2,5,99,9999,1
"1067",504,15,2,9,7,0,5,1,1,27,1,2,11,2,9999,1
"1068",490,14,2,9,6,18,11,2,1,27,1,1,1,2,1993,1
"1069",19,1,1,9,4,15,4,2,1,27,1,1,1,2,1995,1
"1070",1604,3,6,9,3,9,1,1,1,27,1,1,1,6,1998,1
"1071",2884,14,10,9,3,20,1,1,2,27,1,1,1,2,2000,1
"1072",122,13,1,9,2,20,1,1,1,27,1,1,1,2,2002,1
"1073",2757,28,9,9,1,21,1,1,1,27,1,1,1,4,2003,1
"1074",171,16,1,9,5,22,18,2,1,27,1,1,1,99,9999,1
"1075",324,31,1,9,6,21,1,1,1,27,1,1,1,4,9999,1
"1076",744,7,3,9,6,12,1,1,1,27,1,1,1,2,9999,1
"1077",472,13,2,9,5,17,11,1,2,27,1,1,2,2,2000,1
"1078",414,7,2,9,6,20,19,1,1,27,1,1,2,99,9999,1
"1079",148,15,1,9,4,11,1,1,1,27,1,1,3,99,1988,1
"1080",1680,12,6,9,5,14,21,2,1,27,1,1,3,1,1994,1
"1081",2683,17,9,9,4,7,10,1,1,27,1,1,3,2,1999,1
"1082",485,14,2,9,6,17,1,1,1,27,1,1,3,5,2009,1
"1083",415,7,2,9,6,23,1,1,1,27,1,1,3,5,9999,1
"1084",458,12,2,9,4,14,9,2,1,27,1,1,3,6,9999,1
"1085",562,20,2,9,5,17,16,1,1,27,1,1,3,5,9999,1
"1086",1144,12,4,9,7,11,6,2,1,27,1,1,3,9,9999,1
"1087",1728,17,6,9,3,12,7,2,1,27,1,1,3,5,9999,1
"1088",1807,27,6,9,6,15,1,1,1,27,1,1,3,3,9999,1
"1089",2376,12,8,9,3,13,14,2,1,27,1,1,3,9,9999,1
"1090",64,6,1,9,2,19,18,2,1,27,1,1,3,5,1994,2
"1091",2374,12,8,9,3,11,16,2,1,27,1,1,3,5,9999,3
"1092",2151,3,8,9,1,22,9,1,2,27,1,1,4,2,1998,1
"1093",2221,3,8,9,1,22,9,1,2,27,1,1,4,2,1998,1
"1094",2291,3,8,9,1,22,9,1,2,27,1,1,4,2,1998,1
"1095",2043,23,7,9,4,7,10,1,1,27,1,1,4,1,2005,1
"1096",567,21,2,9,6,18,19,2,1,27,1,1,4,99,9999,1
"1097",375,4,2,9,3,11,18,2,1,27,1,1,4,99,9999,2
"1098",1629,6,6,9,6,17,1,1,1,27,1,1,4,3,2008,4
"1099",1796,26,6,9,5,8,1,1,1,27,1,1,5,7,9999,1
"1100",2383,13,8,9,4,19,17,2,1,27,1,1,5,99,9999,1
"1101",404,7,2,9,6,17,9,1,1,27,1,1,9,3,1994,1
"1102",1090,9,4,9,4,23,8,2,1,27,1,1,9,4,2005,1
"1103",177,17,1,9,6,16,1,1,2,27,1,1,9,4,2007,1
"1104",1290,28,4,9,2,9,1,1,1,27,1,1,9,7,9999,1
"1105",18,1,1,9,4,7,18,2,1,27,1,1,9,99,2005,2
"1106",612,23,2,9,1,14,15,2,1,27,1,1,9,6,9999,2
"1107",546,19,2,9,4,20,1,1,1,27,1,1,10,2,2003,1
"1108",705,3,3,9,2,10,1,1,1,27,1,1,12,1,9999,1
"1109",1826,28,6,9,7,22,10,1,1,27,1,1,14,99,9999,1
"1110",1489,17,5,9,7,23,7,2,1,27,1,1,14,1,9999,2
"1111",2557,1,9,9,2,18,22,2,1,28,1,9,1,3,1993,1
"1112",1462,16,5,9,6,3,1,1,1,28,1,9,1,11,1997,1
"1113",3382,18,12,9,5,0,9,1,1,28,1,9,1,3,1998,1
"1114",2636,12,9,9,6,15,19,2,1,28,1,9,1,2,2001,1
"1115",2503,25,8,9,2,15,1,1,2,28,1,9,1,11,2004,1
"1116",582,22,2,9,7,14,1,1,1,28,1,9,1,2,2006,1
"1117",1839,30,6,9,2,21,1,1,1,28,1,9,1,4,9999,1
"1118",1965,13,7,9,1,9,3,2,1,28,1,9,1,11,9999,1
"1119",2954,20,10,9,2,14,3,2,1,28,1,9,1,99,9999,1
"1120",1267,26,4,9,7,6,1,2,1,28,1,9,2,5,9999,3
"1121",1358,5,5,9,2,16,12,2,1,28,1,9,3,5,1989,1
"1122",3479,26,12,9,6,15,18,2,1,28,1,9,3,6,1995,1
"1123",1073,8,4,9,3,19,19,1,1,28,1,9,3,5,2008,1
"1124",855,16,3,9,1,21,19,2,1,28,1,9,3,3,9999,1
"1125",906,22,3,9,7,13,9,1,1,28,1,9,3,2,9999,1
"1126",3276,4,12,9,5,5,15,2,1,28,1,9,3,5,9999,1
"1127",1025,3,4,9,5,17,10,2,1,28,1,9,3,6,1990,2
"1128",1344,4,5,9,1,8,10,2,1,28,1,9,3,2,2006,2
"1129",908,22,3,9,7,15,8,2,1,28,1,9,3,99,1987,3
"1130",2768,28,9,9,1,6,22,2,1,28,1,9,3,5,1991,3
"1131",1995,17,7,9,5,12,12,2,1,28,1,9,3,16,1997,4
"1132",60,6,1,9,2,20,1,2,1,28,1,9,4,1,9999,1
"1133",924,24,3,9,2,7,12,2,1,28,1,9,4,2,9999,1
"1134",1793,25,6,9,4,13,1,1,1,28,1,9,4,1,9999,1
"1135",1864,3,7,9,5,7,21,1,1,28,1,9,4,99,9999,1
"1136",2430,19,8,9,3,7,6,2,1,28,1,9,4,99,9999,1
"1137",2548,30,8,9,7,9,4,2,1,28,1,9,4,99,9999,1
"1138",3010,28,10,9,3,7,1,1,1,28,1,9,4,4,9999,1
"1139",3119,8,11,9,7,20,12,2,1,28,1,9,4,2,9999,1
"1140",3134,11,11,9,3,18,3,2,1,28,1,9,4,3,9999,1
"1141",3277,4,12,9,5,23,18,2,1,28,1,9,4,1,9999,1
"1142",3419,21,12,9,1,15,5,2,1,28,1,9,4,2,9999,1
"1143",2763,28,9,9,1,20,9,1,1,28,1,9,4,5,1999,2
"1144",1871,4,7,9,6,21,1,1,1,28,1,9,4,99,2007,2
"1145",1023,3,4,9,5,15,5,2,1,28,1,9,4,99,9999,2
"1146",2504,26,8,9,3,20,1,1,2,28,1,9,4,1,9999,2
"1147",2897,15,10,9,4,0,4,2,1,28,1,9,4,99,2006,4
"1148",2826,6,10,9,2,12,20,1,1,28,1,9,4,4,2009,4
"1149",2390,14,8,9,5,20,4,2,1,28,1,9,4,2,9999,4
"1150",1061,7,4,9,2,7,1,1,1,28,1,9,5,2,2006,1
"1151",483,14,2,9,6,8,1,1,1,28,1,9,5,99,9999,1
"1152",2112,31,7,9,5,15,1,1,1,28,1,9,5,2,9999,1
"1153",2411,16,8,9,7,18,17,2,1,28,1,9,5,2,9999,1
"1154",1173,16,4,9,4,12,14,2,1,28,1,9,5,2,9999,3
"1155",578,21,2,9,6,7,1,2,1,28,1,9,7,99,9999,1
"1156",3320,9,12,9,3,11,14,2,1,28,1,9,9,2,2007,1
"1157",1715,15,6,9,1,19,1,1,1,28,1,9,9,4,9999,1
"1158",871,18,3,9,3,13,19,2,1,28,1,9,11,99,9999,1
"1159",3004,26,10,9,1,17,1,1,1,28,1,9,12,1,9999,1
"1160",569,21,2,9,6,10,10,1,1,28,1,9,14,1,2005,3
"1161",643,27,2,9,5,6,1,1,1,28,1,2,1,1,1976,1
"1162",491,14,2,9,6,18,9,1,1,28,1,2,1,2,1988,1
"1163",3416,20,12,9,7,21,4,2,1,28,1,2,1,2,1990,1
"1164",402,7,2,9,6,17,10,2,1,28,1,2,1,6,1996,1
"1165",3060,1,11,9,7,16,12,2,1,28,1,2,1,99,1996,1
"1166",654,27,2,9,5,20,16,2,1,28,1,2,1,1,2003,1
"1167",42,4,1,9,7,21,1,1,1,28,1,2,1,4,9999,1
"1168",517,15,2,9,7,20,12,1,1,28,1,2,1,5,9999,1
"1169",1466,16,5,9,6,18,22,2,1,28,1,2,1,99,9999,1
"1170",1564,28,5,9,4,17,10,2,1,28,1,2,1,1,9999,1
"1171",2000,18,7,9,6,21,5,2,1,28,1,2,1,5,9999,1
"1172",2706,20,9,9,7,21,1,1,1,28,1,2,1,1,1981,2
"1173",91,10,1,9,6,22,11,2,1,28,1,2,1,3,9999,2
"1174",2402,16,8,9,7,19,5,1,1,28,1,2,1,3,9999,2
"1175",2748,27,9,9,7,6,1,1,1,28,1,2,1,5,9999,2
"1176",3333,12,12,9,6,5,1,1,1,28,1,2,1,3,9999,2
"1177",191,18,1,9,7,18,1,2,1,28,1,2,2,1,9999,1
"1178",469,13,2,9,5,17,20,2,1,28,1,2,2,4,9999,1
"1179",2379,13,8,9,4,23,10,2,1,28,1,2,2,11,9999,1
"1180",923,24,3,9,2,16,9,2,1,28,1,2,3,4,1985,1
"1181",57,5,1,9,1,20,17,2,1,28,1,2,3,9,1991,1
"1182",2044,23,7,9,4,19,2,2,1,28,1,2,3,1,1994,1
"1183",92,10,1,9,6,0,11,1,1,28,1,2,3,6,1995,1
"1184",3113,8,11,9,7,1,1,1,1,28,1,2,3,4,1996,1
"1185",1698,14,6,9,7,21,20,2,1,28,1,2,3,99,9999,1
"1186",1797,26,6,9,5,23,1,1,1,28,1,2,3,5,9999,1
"1187",2614,9,9,9,3,23,12,2,1,28,1,2,3,2,9999,1
"1188",3492,27,12,9,7,1,3,2,1,28,1,2,3,5,9999,2
"1189",2001,18,7,9,6,21,6,2,1,28,1,2,3,6,9999,3
"1190",1472,17,5,9,7,4,1,1,1,28,1,2,4,5,9999,1
"1191",1350,5,5,9,2,2,1,2,1,28,1,2,4,2,2008,2
"1192",2406,16,8,9,7,20,11,2,1,28,1,2,4,5,2007,4
"1193",378,4,2,9,3,0,7,2,1,28,1,2,5,2,1997,2
"1194",847,15,3,9,7,20,5,2,1,28,1,2,5,2,2007,3
"1195",671,1,3,9,7,22,5,2,1,28,1,2,8,11,1997,1
"1196",3354,14,12,9,1,0,5,2,1,28,1,2,8,1,1996,2
"1197",2538,29,8,9,6,5,1,1,1,28,1,2,10,2,9999,1
"1198",1704,14,6,9,7,23,12,1,1,28,1,2,12,14,9999,1
"1199",1201,19,4,9,7,23,5,2,1,28,1,2,13,1,9999,3
"1200",3337,12,12,9,6,14,5,1,1,28,1,1,1,11,1986,1
"1201",411,7,2,9,6,9,7,1,1,28,1,1,1,6,1994,1
"1202",1377,7,5,9,4,11,1,1,1,28,1,1,1,2,1995,1
"1203",1411,10,5,9,7,12,1,1,1,28,1,1,1,1,1997,1
"1204",2354,10,8,9,1,19,1,1,1,28,1,1,1,3,2002,1
"1205",557,20,2,9,5,22,1,1,1,28,1,1,1,1,2004,1
"1206",759,7,3,9,6,10,2,2,1,28,1,1,1,2,9999,1
"1207",1738,18,6,9,4,21,17,2,2,28,1,1,1,99,9999,1
"1208",2916,17,10,9,6,1,1,1,1,28,1,1,1,5,9999,1
"1209",335,1,2,9,7,0,5,2,1,28,1,1,1,2,1985,2
"1210",33,3,1,9,6,1,1,1,1,28,1,1,1,14,2002,2
"1211",2421,18,8,9,2,13,1,1,1,28,1,1,2,5,1998,1
"1212",3433,22,12,9,2,21,12,1,1,28,1,1,2,3,9999,1
"1213",1192,18,4,9,6,4,1,2,1,28,1,1,2,5,2008,2
"1214",1216,20,4,9,1,8,5,2,1,28,1,1,2,9,1994,3
"1215",205,19,1,9,1,10,14,2,1,28,1,1,3,1,1985,1
"1216",2052,25,7,9,6,10,1,2,1,28,1,1,3,2,1989,1
"1217",781,8,3,9,7,16,3,2,1,28,1,1,3,3,1999,1
"1218",649,27,2,9,5,11,22,2,1,28,1,1,3,9,2004,1
"1219",972,28,3,9,6,20,1,1,1,28,1,1,3,5,2007,1
"1220",892,20,3,9,5,6,18,2,1,28,1,1,3,2,2008,1
"1221",399,7,2,9,6,10,20,1,1,28,1,1,3,2,9999,1
"1222",493,14,2,9,6,17,12,1,1,28,1,1,3,4,9999,1
"1223",1814,27,6,9,6,19,16,2,1,28,1,1,3,4,9999,1
"1224",1941,11,7,9,6,15,9,2,1,28,1,1,3,9,9999,1
"1225",757,7,3,9,6,14,17,2,1,28,1,1,3,5,1988,2
"1226",1080,8,4,9,3,21,16,2,1,28,1,1,3,99,9999,2
"1227",314,31,1,9,6,9,7,2,1,28,1,1,3,9,1985,3
"1228",1746,19,6,9,5,13,12,2,1,28,1,1,3,5,1994,4
"1229",1986,16,7,9,4,12,12,2,1,28,1,1,3,16,1997,4
"1230",1770,22,6,9,1,9,5,2,1,28,1,1,3,9,1998,4
"1231",273,26,1,9,1,0,21,2,1,28,1,1,3,1,9999,4
"1232",641,27,2,9,5,23,1,1,1,28,1,1,4,1,2006,1
"1233",3240,29,11,9,7,16,1,2,1,28,1,1,4,99,2007,1
"1234",312,31,1,9,6,21,11,2,2,28,1,1,4,99,9999,1
"1235",334,1,2,9,7,13,19,2,1,28,1,1,4,99,9999,1
"1236",887,20,3,9,5,14,10,1,1,28,1,1,4,4,9999,1
"1237",1301,30,4,9,4,16,5,2,1,28,1,1,4,5,9999,1
"1238",3377,17,12,9,4,16,1,1,1,28,1,1,4,2,9999,1
"1239",756,7,3,9,6,0,5,2,1,28,1,1,4,1,1988,2
"1240",123,13,1,9,2,22,1,1,1,28,1,1,4,5,2005,2
"1241",477,13,2,9,5,20,4,2,1,28,1,1,4,99,2008,2
"1242",2051,25,7,9,6,18,1,1,1,28,1,1,4,2,9999,2
"1243",1213,20,4,9,1,3,1,2,1,28,1,1,5,11,1987,1
"1244",2622,11,9,9,5,18,21,1,1,28,1,1,5,9,1992,1
"1245",3220,25,11,9,3,11,9,2,1,28,1,1,5,2,1999,1
"1246",938,26,3,9,4,2,1,2,1,28,1,1,5,2,9999,1
"1247",2018,20,7,9,1,9,22,2,1,28,1,1,5,2,9999,1
"1248",742,6,3,9,5,12,6,1,1,28,1,1,5,2,9999,2
"1249",3019,29,10,9,4,12,19,2,1,28,1,1,5,2,2007,3
"1250",1977,15,7,9,3,8,5,2,1,28,1,1,5,99,9999,4
"1251",2628,11,9,9,5,21,2,2,1,28,1,1,6,5,1997,1
"1252",541,18,2,9,3,14,16,2,1,28,1,1,9,4,2008,1
"1253",2105,30,7,9,4,8,14,2,1,28,1,1,9,99,2008,1
"1254",255,25,1,9,7,19,21,2,1,28,1,1,9,99,2007,3
"1255",2076,27,7,9,1,8,16,2,1,28,1,1,9,2,2009,3
"1256",1089,9,4,9,4,13,17,2,1,28,1,1,14,1,2005,1
"1257",3323,10,12,9,4,3,12,2,1,29,1,9,1,2,1996,1
"1258",530,17,2,9,2,5,13,2,1,29,1,9,1,3,2001,1
"1259",2010,19,7,9,7,12,1,2,1,29,1,9,1,11,2007,1
"1260",574,21,2,9,6,20,18,2,1,29,1,9,1,99,9999,1
"1261",632,26,2,9,4,11,1,1,2,29,1,9,1,2,9999,1
"1262",2578,5,9,9,6,4,1,1,1,29,1,9,1,6,9999,1
"1263",2633,11,9,9,5,14,3,2,1,29,1,9,1,1,9999,1
"1264",3273,4,12,9,5,21,6,2,1,29,1,9,1,3,9999,1
"1265",3386,18,12,9,5,23,1,1,1,29,1,9,1,2,9999,1
"1266",970,28,3,9,6,8,4,2,1,29,1,9,1,99,9999,2
"1267",2576,4,9,9,5,23,8,2,1,29,1,9,1,2,9999,3
"1268",1349,4,5,9,1,12,1,1,2,29,1,9,2,5,1989,4
"1269",714,3,3,9,2,0,17,1,1,29,1,9,3,2,9999,1
"1270",1145,12,4,9,7,9,18,2,1,29,1,9,3,99,9999,1
"1271",2138,2,8,9,7,7,19,2,1,29,1,9,3,6,1998,2
"1272",2208,2,8,9,7,7,19,2,1,29,1,9,3,6,1998,2
"1273",2278,2,8,9,7,7,19,2,1,29,1,9,3,6,1998,2
"1274",1047,5,4,9,7,18,14,1,2,29,1,9,3,99,9999,2
"1275",1077,8,4,9,3,7,9,2,1,29,1,9,3,3,1992,3
"1276",2469,22,8,9,6,10,15,2,1,29,1,9,3,2,1985,4
"1277",1962,13,7,9,1,19,9,1,1,29,1,9,4,7,2001,1
"1278",3313,9,12,9,3,16,1,1,1,29,1,9,4,1,2003,1
"1279",2936,18,10,9,7,11,2,2,1,29,1,9,4,3,2008,1
"1280",488,14,2,9,6,21,19,2,1,29,1,9,4,1,9999,1
"1281",1229,21,4,9,2,21,6,2,1,29,1,9,4,99,9999,1
"1282",2586,5,9,9,6,15,5,2,1,29,1,9,4,5,9999,1
"1283",2865,11,10,9,7,10,21,2,1,29,1,9,4,99,9999,4
"1284",2797,2,10,9,5,19,1,2,1,29,1,9,7,6,1995,3
"1285",1016,2,4,9,4,21,17,2,1,29,1,9,9,99,9999,2
"1286",976,29,3,9,7,0,1,1,1,29,1,9,11,2,9999,2
"1287",1351,5,5,9,2,6,1,1,1,29,1,9,12,1,9999,1
"1288",3511,30,12,9,3,20,1,1,1,29,1,2,1,2,1984,1
"1289",154,15,1,9,4,16,10,2,1,29,1,2,1,1,1991,1
