"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","muni_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","estado_pil","tipo_vehiculo","marca_vehi","color_vehi","modelo_vehi","causa_acc"
"1",200,27,6,1,17,1,1,2,10,1,42,7,1,1,1,1,4,2001,1
"2",128,18,9,7,0,1,8,2,7,1,25,4,1,2,1,1,4,9999,2
"3",28,5,10,3,19,9,1,1,99,1,26,4,1,2,1,1,1,9999,1
"4",108,15,2,2,12,18,4,1,99,1,59,10,1,9,2,10,99,1997,1
"5",126,17,6,5,18,1,1,2,11,2,25,4,1,1,2,10,5,2000,1
"6",79,10,8,3,22,1,1,2,11,1,24,3,1,1,4,10,3,9999,2
"7",11,3,9,6,7,1,8,2,8,2,35,6,1,9,4,10,3,9999,2
"8",113,18,10,2,14,1,1,2,17,1,22,3,1,9,4,10,1,9999,1
"9",119,20,10,4,21,1,1,2,12,1,26,4,1,1,4,10,1,9999,1
"10",217,26,11,6,0,1,1,1,10,1,19,2,1,1,4,10,5,9999,3
"11",231,28,12,3,1,16,1,1,1,1,24,3,1,2,8,10,3,1970,2
"12",251,31,1,1,21,8,5,1,99,1,39,6,1,9,3,11,99,1982,1
"13",253,31,1,1,22,14,1,2,1,1,29,4,1,2,9,11,4,2000,2
"14",82,10,2,4,5,1,1,2,10,1,999,99,1,9,3,11,2,1999,1
"15",131,22,4,5,0,2,1,1,99,1,29,4,1,2,2,11,9,9999,1
"16",216,27,5,5,19,18,1,2,99,1,31,5,1,9,9,11,16,1997,1
"17",151,24,7,7,23,1,1,2,1,2,20,3,1,9,9,11,3,2000,1
"18",63,7,8,7,12,9,1,2,1,1,999,99,1,1,3,11,2,9999,1
"19",139,20,8,6,5,1,1,2,14,1,53,9,1,9,3,11,4,2000,1
"20",182,27,8,6,18,1,1,2,5,2,26,4,1,1,3,11,4,2003,1
"21",158,22,9,4,16,10,6,1,99,1,49,8,1,1,3,11,4,9999,2
"22",20,4,10,2,10,1,1,2,10,1,48,8,1,2,9,11,8,1992,1
"23",31,4,11,5,21,1,1,2,12,1,36,6,1,9,9,11,7,9999,2
"24",50,6,12,2,5,15,2,2,99,1,999,11,1,1,3,11,9,9999,3
"25",157,20,12,2,21,1,8,1,6,1,50,9,1,2,1,11,7,2000,1
"26",190,23,12,5,16,20,1,2,99,1,20,3,1,1,3,11,1,9999,1
"27",74,10,1,1,12,10,1,2,1,1,33,5,1,9,1,12,2,2002,1
"28",172,25,3,5,14,1,1,2,1,1,36,6,1,9,2,12,2,9999,1
"29",19,4,5,3,9,1,10,1,99,1,34,5,1,9,3,12,4,9999,1
"30",42,6,7,3,21,1,1,2,6,9,999,99,9,9,1,12,4,1989,1
"31",27,2,1,7,20,22,12,1,99,2,48,8,1,1,2,13,14,2007,1
"32",43,4,1,2,10,2,7,1,99,1,44,7,1,1,2,13,4,9999,1
"33",54,7,1,5,12,1,1,2,9,1,37,6,1,9,12,13,8,1982,1
"34",125,16,1,7,8,6,2,1,99,1,43,7,1,2,3,13,4,2001,1
"35",145,19,1,3,19,1,1,2,14,1,30,5,1,2,3,13,4,2003,1
"36",159,20,1,4,12,1,2,2,99,2,18,2,1,1,1,13,3,2009,1
"37",213,27,1,4,21,3,4,1,99,1,28,4,1,9,5,13,2,9999,1
"38",241,31,1,1,0,1,1,2,12,1,69,10,1,2,3,13,4,2002,1
"39",33,5,2,6,9,1,14,1,99,1,40,7,1,2,3,13,3,2003,1
"40",7,1,3,2,11,14,9,1,99,1,47,8,1,9,5,13,2,1998,1
"41",21,4,3,5,15,1,15,1,99,9,999,99,9,9,7,13,1,9999,1
"42",104,13,3,7,14,7,1,1,99,9,999,99,9,9,7,13,7,9999,3
"43",115,15,3,2,12,22,1,1,99,9,999,99,9,9,3,13,6,9999,3
"44",130,18,3,5,18,5,1,1,99,1,25,4,1,1,3,13,2,2001,1
"45",217,31,3,4,22,1,1,2,16,1,23,3,1,1,3,13,11,2006,1
"46",16,4,4,1,6,1,10,1,99,1,52,9,1,9,7,13,1,9999,1
"47",91,16,4,6,20,20,1,1,99,1,29,4,1,2,3,13,11,9999,1
"48",126,21,4,4,8,14,1,1,99,9,999,99,9,9,5,13,7,9999,3
"49",138,23,4,6,16,18,1,1,99,9,999,99,9,9,3,13,1,9999,1
"50",160,27,4,3,20,20,1,1,99,1,25,4,1,1,3,13,16,1993,1
"51",166,28,4,4,23,10,1,1,99,1,33,5,1,1,5,13,1,9999,2
"52",21,4,5,3,13,5,11,1,99,9,999,99,9,9,7,13,99,9999,2
"53",44,9,5,1,16,1,1,2,8,1,45,8,1,1,5,13,5,9999,1
"54",62,11,5,3,19,5,1,1,99,1,45,8,1,9,3,13,4,9999,2
"55",66,12,5,4,15,1,1,2,12,1,40,7,1,1,7,13,1,9999,1
"56",106,15,5,7,11,6,1,2,99,9,999,99,9,9,12,13,1,9999,3
"57",132,19,5,4,7,1,1,2,19,1,21,3,1,9,1,13,1,1989,1
"58",153,21,5,6,13,1,15,1,99,2,26,4,1,1,3,13,10,9999,2
"59",187,23,5,1,17,17,4,1,99,1,32,5,1,1,3,13,5,9999,2
"60",227,28,5,6,0,5,1,1,99,1,30,5,1,9,2,13,4,9999,4
"61",234,28,5,6,17,7,1,1,99,9,999,99,9,9,12,13,99,1984,3
"62",63,9,6,4,19,13,1,2,11,1,28,4,1,2,3,13,4,2000,1
"63",71,10,6,5,21,1,1,2,1,1,39,6,1,1,1,13,3,1996,1
"64",153,20,6,1,17,14,12,1,99,2,56,10,1,1,2,13,6,9999,1
"65",191,26,6,7,0,1,1,2,10,1,18,2,1,1,1,13,1,2005,1
"66",69,10,7,7,18,1,8,2,4,1,46,8,1,2,3,13,2,9999,1
"67",98,15,7,5,19,19,4,1,99,1,34,5,1,1,2,13,5,9999,4
"68",108,19,7,2,22,1,1,2,3,1,37,6,1,1,2,13,99,2004,1
"69",111,19,7,2,14,1,13,1,99,9,999,99,9,9,7,13,11,9999,3
"70",131,22,7,5,3,1,1,2,8,1,58,10,1,9,2,13,2,1995,1
"71",164,26,7,2,12,1,2,1,99,9,999,99,1,9,5,13,2,9999,1
"72",166,26,7,2,17,5,4,1,99,9,999,99,1,9,7,13,6,9999,1
"73",186,29,7,5,12,5,1,1,99,1,37,6,1,1,1,13,99,1999,1
"74",25,3,8,3,19,15,1,1,99,9,999,99,9,9,5,13,99,9999,1
"75",134,19,8,5,8,10,2,1,99,1,29,4,1,1,7,13,2,1986,1
"76",135,19,8,5,13,9,1,1,99,1,25,4,1,1,1,13,6,9999,1
"77",181,27,8,6,16,5,13,2,99,1,50,9,1,1,2,13,5,1992,1
"78",33,6,9,2,15,16,1,1,99,9,999,99,9,9,7,13,7,9999,3
"79",49,8,9,4,23,9,1,2,5,1,55,10,1,9,3,13,9,9999,1
"80",99,15,9,4,0,1,1,2,15,9,999,99,9,9,5,13,6,9999,1
"81",155,22,9,4,23,1,13,1,99,1,43,7,1,1,4,13,1,1986,2
"82",167,24,9,6,0,1,8,2,8,2,23,3,1,1,9,13,6,2000,2
"83",40,8,10,6,17,1,8,2,6,1,40,7,1,1,7,13,7,1994,1
"84",39,5,11,6,19,5,1,1,99,1,50,9,1,1,3,13,3,9999,1
"85",58,9,11,3,21,1,15,2,12,1,23,3,1,9,5,13,2,1992,1
"86",63,9,11,3,7,13,1,1,99,1,22,3,1,1,7,13,2,9999,1
"87",96,12,11,6,23,1,1,2,8,1,34,5,1,2,3,13,5,2001,1
"88",99,12,11,6,19,6,1,1,99,9,999,99,9,9,3,13,2,9999,1
"89",178,20,11,7,14,9,1,1,99,9,999,99,9,9,7,13,3,9999,3
"90",231,27,11,7,19,20,11,2,9,1,43,7,1,2,3,13,99,9999,1
"91",243,28,11,1,5,9,1,1,99,1,34,5,1,9,2,13,4,9999,3
"92",12,3,12,6,19,1,2,1,2,1,30,5,1,2,1,13,5,1987,1
"93",29,4,12,7,8,21,6,2,99,1,40,7,1,9,3,13,6,1985,1
"94",97,14,12,3,8,5,4,2,99,1,38,6,1,1,7,13,2,1990,1
"95",150,19,12,1,17,7,5,2,99,1,28,4,1,1,3,13,4,2000,1
"96",163,20,12,2,1,8,1,2,99,1,34,5,1,2,1,13,3,9999,2
"97",168,21,12,3,9,1,1,1,9,1,21,3,1,1,2,13,4,9999,3
"98",222,27,12,2,12,2,3,2,99,1,36,6,1,9,5,13,99,1993,1
"99",222,28,1,5,22,10,2,1,99,1,58,10,1,1,3,14,1,9999,1
"100",34,5,2,6,15,1,17,2,99,1,52,9,1,1,14,14,1,9999,3
"101",60,8,3,2,9,9,17,1,99,1,52,9,1,1,4,14,3,9999,2
"102",161,27,4,3,8,6,1,1,99,1,54,9,1,2,4,14,11,2004,1
"103",165,23,8,2,11,10,1,2,1,9,999,99,9,9,14,14,5,2008,2
"104",103,15,9,4,1,9,1,1,99,1,22,3,1,9,4,14,1,9999,1
"105",92,16,10,7,20,5,1,2,3,1,31,5,1,1,4,14,1,9999,2
"106",189,23,12,5,22,1,8,1,6,1,19,2,1,1,4,14,5,9999,1
"107",41,4,1,2,3,9,1,1,99,1,50,9,1,2,5,15,8,9999,2
"108",154,20,1,4,12,5,11,1,99,1,30,5,1,1,6,15,7,1996,1
"109",166,22,1,6,1,1,1,2,10,1,30,5,1,1,6,15,10,1994,1
"110",227,29,1,6,19,5,1,1,99,1,60,10,1,1,6,15,1,9999,1
"111",14,2,2,3,19,10,2,1,99,1,36,6,1,9,6,15,2,1999,1
"112",43,5,2,6,21,10,20,1,99,1,44,7,1,1,6,15,5,2000,1
"113",78,10,2,4,20,6,11,1,99,1,53,9,1,1,6,15,3,1999,1
"114",129,18,2,5,18,5,1,2,99,1,62,10,1,1,5,15,2,2000,1
"115",166,23,2,3,13,5,1,1,99,1,34,5,1,9,6,15,16,1999,1
"116",5,1,3,2,8,10,15,1,99,1,43,7,1,9,5,15,2,1990,1
"117",12,2,3,3,11,5,1,1,99,1,29,4,1,9,6,15,3,2000,1
"118",62,8,3,2,20,12,1,1,99,1,28,4,1,1,6,15,1,9999,1
"119",74,10,3,4,6,5,1,1,99,1,45,8,1,1,6,15,2,9999,1
"120",121,16,3,3,10,19,1,1,99,1,38,6,1,2,5,15,8,9999,1
"121",128,18,3,5,22,1,1,2,7,1,46,8,1,1,6,15,2,2000,1
"122",131,18,3,5,11,5,9,1,99,1,37,6,1,9,6,15,2,1999,2
"123",141,19,3,6,19,9,24,1,99,1,40,7,1,2,5,15,2,1994,3
"124",1,1,4,5,1,1,1,2,17,1,27,4,1,9,6,15,2,9999,1
"125",2,1,4,5,22,1,1,2,12,1,48,8,1,9,6,15,2,9999,1
"126",60,10,4,7,16,17,5,1,99,2,29,4,1,2,6,15,5,2000,3
"127",77,13,4,3,10,18,1,1,99,1,27,4,1,1,6,15,11,9999,1
"128",87,15,4,5,11,2,3,1,99,1,25,4,1,1,6,15,1,2000,1
"129",123,21,4,4,17,13,3,1,99,1,24,3,1,9,6,15,2,1996,1
"130",157,26,4,2,12,18,1,1,99,1,32,5,1,1,6,15,2,9999,1
"131",159,27,4,3,15,1,1,2,18,1,33,5,1,1,5,15,2,9999,1
"132",171,30,4,6,13,1,15,1,99,9,999,99,9,9,6,15,1,9999,1
"133",30,6,5,5,10,2,1,1,99,1,37,6,1,9,6,15,2,9999,1
"134",38,8,5,7,17,10,1,1,99,1,39,6,1,1,6,15,2,1995,1
"135",72,13,5,5,19,1,15,2,12,1,36,6,1,1,6,15,3,1998,1
"136",95,14,5,6,7,16,1,2,99,1,34,5,1,1,6,15,2,1998,1
"137",137,19,5,4,15,11,9,1,99,9,999,99,9,9,5,15,5,9999,1
"138",190,24,5,2,21,1,2,2,10,1,31,5,1,1,6,15,1,1999,1
"139",248,30,5,1,16,1,15,2,1,1,999,99,1,1,6,15,2,1995,1
"140",17,2,6,4,16,4,9,1,99,1,999,99,1,1,6,15,2,2000,1
"141",47,7,6,2,23,1,1,2,18,1,60,10,1,9,6,15,2,1989,3
"142",52,8,6,3,5,1,1,2,6,1,34,5,1,1,6,15,2,1997,1
"143",78,10,6,5,12,5,4,1,99,1,27,4,1,1,6,15,6,9999,1
"144",98,13,6,1,18,1,14,1,99,1,23,3,1,1,6,15,1,9999,1
"145",132,18,6,6,1,1,1,2,17,1,48,8,1,2,3,15,2,2000,2
"146",146,20,6,1,23,1,15,1,99,9,999,99,9,9,6,15,2,9999,1
"147",3,1,7,5,5,1,15,2,1,1,35,6,1,1,5,15,2,2000,1
"148",120,20,7,3,17,1,1,2,10,1,33,5,1,9,6,15,8,1992,1
"149",210,31,7,7,17,6,1,1,99,1,29,4,1,9,6,15,6,9999,1
"150",85,11,8,4,6,6,6,1,99,1,39,6,1,1,6,15,2,9999,1
"151",110,13,8,6,18,5,1,1,99,1,44,7,1,1,6,15,99,9999,1
"152",130,18,8,4,15,13,1,1,99,1,32,5,1,1,6,15,6,9999,1
"153",140,20,8,6,6,22,1,1,99,1,41,7,1,9,6,15,2,9999,1
"154",102,15,9,4,15,5,1,1,99,1,36,6,1,9,6,15,2,2000,1
"155",113,16,9,5,15,13,1,1,99,9,999,99,9,9,6,15,6,9999,1
"156",163,23,9,5,11,21,1,1,99,1,20,3,1,1,5,15,2,2001,4
"157",164,23,9,5,11,21,1,1,99,1,40,7,1,1,5,15,2,9999,1
"158",76,14,10,5,19,17,9,1,99,1,37,6,1,1,6,15,6,1998,1
"159",85,15,10,6,14,10,1,1,99,1,35,6,1,1,6,15,2,9999,1
"160",122,20,10,4,22,17,1,1,99,9,999,99,9,9,6,15,2,9999,1
"161",150,24,10,1,7,8,1,1,99,1,35,6,1,9,5,15,6,1994,1
"162",162,26,10,3,20,18,1,1,99,1,39,6,1,1,6,15,1,2002,1
"163",172,28,10,5,4,9,1,2,1,1,39,6,1,1,6,15,2,9999,1
"164",189,31,10,1,9,22,16,1,99,1,29,4,1,1,5,15,14,1995,3
"165",19,2,11,3,19,18,3,1,99,1,37,6,1,9,6,15,2,1991,1
"166",80,10,11,4,18,2,1,1,99,1,38,6,1,9,6,15,7,1989,1
"167",139,15,11,2,12,2,1,1,99,1,30,5,1,1,6,15,1,2004,1
"168",147,17,11,4,1,6,1,1,99,1,54,9,1,1,6,15,1,9999,1
"169",149,17,11,4,8,2,1,1,99,1,35,6,1,1,6,15,2,1994,1
"170",233,27,11,7,7,9,16,1,99,9,999,99,1,9,6,15,2,9999,1
"171",7,2,12,5,14,2,7,1,99,1,31,5,1,9,6,15,2,1996,1
"172",10,2,12,5,10,3,4,1,99,1,49,8,1,9,5,15,2,2005,1
"173",246,30,12,5,20,18,4,2,99,1,27,4,1,1,6,15,2,1999,1
"174",249,31,12,6,2,1,1,1,1,1,999,11,1,2,5,15,2,9999,1
"175",21,1,1,6,20,18,4,1,99,1,45,8,1,1,3,16,4,9999,1
"176",26,2,1,7,2,4,9,1,99,1,22,3,1,2,3,16,4,1998,1
"177",28,2,1,7,21,6,1,1,99,1,36,6,1,2,1,16,3,1995,1
"178",49,5,1,3,12,4,9,1,99,1,18,2,1,1,3,16,99,1987,1
"179",55,7,1,5,3,1,8,2,4,1,18,2,1,9,1,16,3,9999,2
"180",75,10,1,1,23,9,1,2,1,1,29,4,1,2,1,16,3,9999,2
"181",120,16,1,7,15,1,13,1,99,1,23,3,1,9,1,16,4,2001,1
"182",126,16,1,7,19,9,9,1,99,1,32,5,1,9,1,16,4,1993,2
"183",142,19,1,3,0,1,1,2,6,1,49,8,1,2,1,16,11,1992,1
"184",177,23,1,7,12,5,5,1,99,1,36,6,1,1,3,16,2,2000,1
"185",182,24,1,1,21,1,2,1,99,1,49,8,1,2,3,16,2,2007,1
"186",234,30,1,7,15,1,5,1,99,1,49,8,1,1,3,16,2,1988,4
"187",242,31,1,1,13,1,14,1,99,1,33,5,1,9,3,16,4,9999,1
"188",7,1,2,2,19,4,1,1,99,1,22,3,1,2,1,16,11,1994,1
"189",54,6,2,7,19,1,1,2,13,1,23,3,1,9,1,16,4,9999,2
"190",71,9,2,3,17,10,2,1,99,1,47,8,1,2,1,16,4,9999,4
"191",79,10,2,4,11,2,7,1,99,1,39,6,1,9,3,16,9,1990,1
"192",97,14,2,1,11,10,10,1,99,1,33,5,1,2,1,16,5,9999,1
"193",110,15,2,2,13,4,9,1,99,1,32,5,1,9,3,16,2,9999,1
"194",138,18,2,5,14,16,13,1,99,1,30,5,1,9,5,16,3,9999,1
"195",147,19,2,6,4,3,1,1,99,1,25,4,1,2,3,16,4,1992,1
"196",175,25,2,5,12,21,3,1,99,1,53,9,1,9,3,16,3,9999,2
"197",178,25,2,5,2,18,1,1,99,1,41,7,1,9,3,16,4,9999,2
"198",17,3,3,4,16,19,1,1,99,1,30,5,1,9,3,16,1,2011,2
"199",29,5,3,6,21,1,1,2,18,1,25,4,1,2,1,16,6,9999,1
"200",43,6,3,7,18,2,3,1,99,1,45,8,1,1,3,16,4,2011,1
"201",67,9,3,3,10,1,8,2,11,2,35,6,1,1,1,16,3,1996,1
"202",69,9,3,3,19,5,11,1,99,1,25,4,1,2,1,16,2,1998,1
"203",80,10,3,4,15,13,23,1,99,1,28,4,1,1,3,16,4,2011,1
"204",100,13,3,7,9,1,1,2,18,1,33,5,1,1,1,16,3,9999,1
"205",108,14,3,1,16,10,4,1,99,1,27,4,1,1,1,16,4,2004,1
"206",136,19,3,6,18,1,1,2,1,1,47,8,1,2,1,16,2,2000,1
"207",175,25,3,5,20,17,3,1,99,1,29,4,1,9,1,16,3,9999,3
"208",195,28,3,1,6,1,13,1,99,1,27,4,1,1,1,16,4,2002,2
"209",50,9,4,6,0,1,1,2,3,1,43,7,1,1,1,16,4,1996,1
"210",73,13,4,3,10,6,1,1,99,1,25,4,1,9,3,16,4,1986,4
"211",90,16,4,6,23,1,13,1,99,1,25,4,1,9,1,16,6,1992,1
"212",95,17,4,7,17,1,2,1,99,9,999,99,9,9,1,16,14,9999,1
"213",97,17,4,7,14,1,14,1,99,1,41,7,1,9,3,16,5,9999,2
"214",127,22,4,5,20,1,12,2,3,1,67,10,1,1,3,16,2,9999,1
"215",132,22,4,5,14,18,1,1,99,1,56,10,1,1,2,16,11,2004,1
"216",60,11,5,3,17,1,1,2,13,1,25,4,1,9,1,16,2,9999,1
"217",67,12,5,4,19,1,1,2,19,1,28,4,1,1,3,16,6,2002,1
"218",68,12,5,4,12,22,16,2,99,1,36,6,1,1,6,16,6,2002,1
"219",84,14,5,6,21,1,1,2,2,1,30,5,1,1,3,16,4,1991,1
"220",108,15,5,7,19,11,3,2,99,1,54,9,1,2,1,16,5,2008,1
"221",134,19,5,4,11,20,11,1,99,1,30,5,1,9,3,16,6,1993,3
"222",141,20,5,5,18,1,1,2,7,1,34,5,1,9,1,16,11,9999,1
"223",164,21,5,6,21,11,8,2,99,1,24,3,1,1,1,16,10,9999,2
"224",167,21,5,6,14,12,22,1,99,1,40,7,1,1,1,16,10,2000,1
"225",181,23,5,1,4,1,1,2,13,1,31,5,1,2,1,16,6,2000,2
"226",189,24,5,2,20,1,1,2,4,1,31,5,1,1,2,16,4,2006,1
"227",194,24,5,2,1,14,1,1,99,1,31,5,1,2,1,16,9,1996,4
"228",206,26,5,4,0,1,1,2,6,1,30,5,1,2,1,16,6,2002,1
"229",214,27,5,5,18,10,5,1,99,1,25,4,1,9,3,16,4,2007,1
"230",226,28,5,6,13,5,2,1,99,2,20,3,1,1,1,16,4,2007,1
"231",239,29,5,7,20,12,22,1,99,1,36,6,1,9,1,16,4,9999,2
"232",245,30,5,1,0,1,13,1,99,1,32,5,1,1,1,16,4,2008,1
"233",7,1,6,3,15,16,1,1,99,1,29,4,1,1,1,16,3,2001,4
"234",31,5,6,7,1,1,1,2,6,1,20,3,1,9,1,16,1,9999,2
"235",32,5,6,7,22,1,1,2,12,1,22,3,1,9,1,16,1,9999,1
"236",33,5,6,7,5,1,8,2,8,1,26,4,1,9,1,16,4,9999,1
"237",38,5,6,7,17,9,20,1,99,1,53,9,1,9,3,16,1,1990,1
"238",72,10,6,5,20,1,1,2,18,1,50,9,1,1,1,16,4,9999,1
"239",124,17,6,5,23,1,1,2,2,1,40,7,1,1,1,16,4,2007,1
"240",155,20,6,1,20,3,1,1,99,2,22,3,1,2,1,16,3,9999,1
"241",164,23,6,4,18,1,1,2,7,1,39,6,1,1,5,16,2,2006,1
"242",186,25,6,6,20,13,14,1,99,1,23,3,1,1,1,16,4,9999,2
"243",197,26,6,7,18,13,1,2,9,1,20,3,1,9,1,16,1,9999,1
"244",206,28,6,2,17,6,11,1,99,1,38,6,1,1,3,16,5,9999,1
"245",23,4,7,1,5,1,1,2,9,1,55,10,1,9,1,16,2,9999,1
"246",73,11,7,1,10,1,15,1,99,1,18,2,1,2,9,16,4,9999,3
"247",78,12,7,2,9,1,5,2,2,1,17,2,2,1,1,16,11,1982,1
"248",104,18,7,1,7,1,1,2,18,9,999,99,9,9,1,16,11,9999,1
"249",112,19,7,2,20,1,1,2,7,1,21,3,1,2,1,16,6,2001,1
"250",133,22,7,5,12,22,12,1,99,1,22,3,1,9,1,16,5,1997,1
"251",135,22,7,5,20,10,1,1,99,1,40,7,1,1,9,16,2,9999,1
"252",142,23,7,6,18,6,2,1,99,1,38,6,1,9,2,16,4,9999,1
"253",175,27,7,3,20,4,1,1,99,1,32,5,1,1,3,16,5,1984,1
"254",183,29,7,5,3,1,1,2,13,1,21,3,1,2,1,16,11,1997,1
"255",17,3,8,3,23,1,1,2,12,1,24,3,1,1,1,16,4,1997,1
"256",74,9,8,2,11,9,20,2,99,1,30,5,1,1,1,16,5,1991,1
"257",92,11,8,4,20,4,1,1,99,1,30,5,1,2,1,16,3,9999,1
"258",145,21,8,7,14,22,1,1,99,1,999,99,1,9,3,16,4,9999,4
"259",156,21,8,7,1,2,8,1,99,1,36,6,1,9,1,16,14,9999,2
"260",183,27,8,6,8,9,1,2,2,2,46,8,1,1,2,16,2,9999,2
"261",188,28,8,7,11,6,1,1,99,2,28,4,1,1,1,16,11,9999,1
"262",191,28,8,7,1,16,1,1,99,1,19,2,1,1,1,16,11,1995,1
"263",207,30,8,2,13,1,1,2,13,1,40,7,1,1,3,16,2,2006,1
"264",211,31,8,3,16,1,1,2,19,1,19,2,1,1,3,16,5,1986,1
"265",35,6,9,2,19,18,4,1,99,1,42,7,1,9,3,16,3,2007,1
"266",51,8,9,4,23,4,1,1,99,1,21,3,1,2,1,16,5,9999,3
"267",59,10,9,6,9,21,1,2,99,1,22,3,1,1,1,16,2,2007,1
"268",92,13,9,2,17,9,1,1,99,1,22,3,1,1,2,16,4,1990,1
"269",101,15,9,4,7,5,1,1,99,1,28,4,1,9,1,16,4,2008,1
"270",112,16,9,5,18,13,1,1,99,1,20,3,1,9,3,16,4,2007,2
"271",116,17,9,6,15,1,1,2,18,9,999,99,9,9,1,16,99,9999,1
"272",141,20,9,2,4,9,1,2,1,2,40,7,1,2,2,16,5,9999,1
"273",209,30,9,5,17,5,1,1,99,1,25,4,1,9,3,16,2,9999,1
"274",3,2,10,7,17,1,1,2,1,2,30,5,1,1,1,16,9,9999,1
"275",19,4,10,2,11,1,3,1,99,1,34,5,1,1,1,16,3,2000,1
"276",39,8,10,6,4,1,8,2,3,1,23,3,1,2,1,16,1,9999,2
"277",46,10,10,1,12,1,1,2,6,1,35,6,1,1,1,16,14,1995,1
"278",53,11,10,2,10,1,1,2,9,1,29,4,1,1,2,16,9,2008,1
"279",57,11,10,2,19,9,17,1,99,1,25,4,1,2,1,16,5,9999,1
"280",83,15,10,6,12,1,8,2,8,1,33,5,1,2,1,16,5,9999,1
"281",96,17,10,1,21,6,1,1,99,1,27,4,1,2,1,16,11,2002,1
"282",116,19,10,3,21,1,15,1,99,1,24,3,1,2,1,16,2,2009,1
"283",129,21,10,5,17,5,1,1,99,1,43,7,1,9,1,16,1,2008,1
"284",132,21,10,5,19,7,1,1,99,1,24,3,1,9,3,16,4,2008,1
"285",140,23,10,7,13,19,1,1,99,1,31,5,1,9,3,16,11,1993,2
"286",183,29,10,6,3,6,1,1,99,1,18,2,1,2,3,16,9,9999,1
"287",2,1,11,2,17,1,14,1,99,2,37,6,1,9,3,16,11,9999,1
"288",22,2,11,3,21,5,1,1,99,1,36,6,1,9,1,16,4,9999,1
"289",34,4,11,5,19,10,5,1,99,1,23,3,1,9,3,16,5,9999,1
"290",54,8,11,2,12,2,1,1,99,1,22,3,1,9,1,16,2,9999,1
"291",94,12,11,6,18,4,9,1,99,1,39,6,1,1,1,16,5,9999,1
"292",110,13,11,7,5,20,1,1,99,1,30,5,1,9,3,16,2,2011,1
"293",118,14,11,1,23,1,10,1,99,1,23,3,1,1,1,16,5,9999,1
"294",124,14,11,1,18,16,1,1,99,1,46,8,1,2,5,16,3,1993,3
"295",156,18,11,5,20,18,1,2,99,1,36,6,1,1,1,16,4,9999,1
"296",189,22,11,2,3,6,1,1,99,1,27,4,1,1,3,16,3,2011,1
"297",215,26,11,6,3,1,1,2,1,1,30,5,1,2,1,16,3,1998,1
"298",216,26,11,6,18,1,1,2,5,1,999,99,1,1,1,16,1,1999,1
"299",218,26,11,6,18,1,17,2,6,1,24,3,1,1,1,16,4,1994,1
"300",219,26,11,6,0,1,17,1,99,1,25,4,1,2,1,16,1,1991,3
"301",226,26,11,6,0,17,1,1,99,1,999,99,1,1,1,16,1,9999,1
"302",11,3,12,6,17,1,1,1,5,1,22,3,1,2,1,16,3,2009,1
"303",19,3,12,6,20,9,1,1,2,1,26,4,1,1,1,16,16,1995,1
"304",31,4,12,7,1,5,1,2,99,1,39,6,1,2,1,16,14,1999,1
"305",33,4,12,7,11,6,14,1,1,1,37,6,1,2,3,16,5,1988,1
"306",44,5,12,1,21,18,1,2,99,1,24,3,1,1,1,16,5,1998,1
"307",98,14,12,3,20,5,13,2,99,1,37,6,1,1,99,16,99,1987,1
"308",126,17,12,6,13,3,1,2,99,1,82,10,1,9,3,16,11,2006,1
"309",148,19,12,1,16,7,1,2,99,1,37,6,1,1,1,16,99,9999,2
"310",169,21,12,3,9,1,1,1,18,1,26,4,1,1,12,16,1,1998,1
"311",173,21,12,3,0,22,1,2,99,1,26,4,1,1,1,16,5,2003,1
"312",179,21,12,3,12,12,9,2,99,1,999,11,1,1,1,16,99,9999,2
"313",180,21,12,3,23,13,1,1,9,1,25,4,1,2,1,16,6,1993,2
"314",181,21,12,3,19,7,4,2,99,1,49,8,1,1,3,16,3,9999,1
"315",191,23,12,5,14,19,1,2,99,1,42,7,1,1,3,16,2,2008,1
"316",219,26,12,1,6,3,1,2,99,1,29,4,1,9,9,16,5,2003,1
"317",243,30,12,5,4,5,9,2,99,1,23,3,1,2,1,16,2,1993,1
"318",173,22,1,6,5,1,1,2,7,1,32,5,1,9,2,17,5,9999,1
"319",191,27,2,7,23,5,1,1,99,1,37,6,1,2,3,17,6,2000,1
"320",11,2,3,3,23,20,1,1,99,1,24,3,1,9,1,17,1,1996,1
"321",47,6,3,7,3,5,1,1,99,1,22,3,1,2,1,17,2,1991,2
"322",52,7,3,1,4,9,1,2,1,1,41,7,1,2,3,17,2,9999,2
"323",45,9,5,1,3,1,1,2,18,1,52,9,1,2,1,17,2,9999,2
"324",85,14,5,6,2,1,1,2,11,1,22,3,1,1,1,17,1,1996,2
"325",162,25,7,1,13,16,1,1,99,1,24,3,1,9,1,17,11,9999,4
"326",64,7,8,7,0,12,1,2,2,1,60,10,1,1,1,17,8,1995,1
"327",89,11,8,4,9,12,1,1,99,1,27,4,1,1,3,17,3,1994,1
"328",16,3,9,6,22,18,1,1,99,1,24,3,1,1,1,17,3,1994,1
"329",93,13,9,2,17,12,1,2,1,1,48,8,1,1,1,17,1,9999,2
"330",146,21,9,3,22,1,1,2,1,1,53,9,1,1,1,17,2,1990,1
