"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","muni_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","estado_pil","tipo_vehiculo","marca_vehi","color_vehi","modelo_vehi","causa_acc"
"2356",59,10,4,7,16,10,2,1,99,1,15,2,2,2,4,99,5,9999,3
"2357",63,11,4,1,11,1,8,2,4,9,999,99,9,9,5,99,2,9999,1
"2358",68,12,4,2,16,21,1,1,99,1,21,3,1,9,4,99,99,9999,2
"2359",83,15,4,5,14,1,1,2,1,9,999,99,9,9,12,99,1,9999,1
"2360",96,17,4,7,15,1,1,2,11,1,36,6,1,1,12,99,1,1996,1
"2361",98,17,4,7,13,21,2,1,99,9,999,99,9,9,9,99,99,9999,2
"2362",99,17,4,7,7,5,13,1,99,9,999,99,9,9,12,99,1,9999,2
"2363",102,18,4,1,12,21,1,1,99,9,999,99,9,9,5,99,99,9999,3
"2364",104,18,4,1,18,13,1,1,99,1,37,6,1,9,4,99,99,9999,3
"2365",114,20,4,3,17,4,1,1,99,9,999,99,9,9,3,99,99,9999,3
"2366",124,21,4,4,18,13,23,1,99,9,999,99,9,9,3,99,99,9999,1
"2367",133,22,4,5,16,18,1,1,99,1,52,9,1,1,2,99,2,9999,4
"2368",136,23,4,6,19,6,10,1,99,9,999,99,9,9,3,99,99,9999,1
"2369",144,24,4,7,15,2,4,1,99,1,28,4,1,1,7,99,99,9999,1
"2370",145,24,4,7,18,4,1,1,99,1,31,5,1,1,2,99,11,9999,1
"2371",162,27,4,3,0,17,9,1,99,1,24,3,1,2,1,99,99,9999,2
"2372",3,1,5,7,16,1,8,2,6,1,37,6,1,1,9,99,4,2005,1
"2373",25,5,5,4,17,5,1,1,99,1,46,8,1,9,9,99,4,9999,1
"2374",27,5,5,4,9,17,3,2,1,1,15,2,2,9,4,99,1,9999,2
"2375",37,8,5,7,5,19,5,1,99,1,33,5,1,2,4,99,99,9999,2
"2376",39,8,5,7,16,9,1,2,1,2,32,5,1,1,4,99,5,2009,1
"2377",42,8,5,7,22,18,1,1,99,1,24,3,1,1,4,99,99,9999,1
"2378",47,9,5,1,10,1,1,2,12,9,999,99,9,9,3,99,99,9999,1
"2379",78,13,5,5,20,9,20,2,99,9,999,99,9,9,99,99,99,9999,1
"2380",81,13,5,5,13,17,9,2,99,9,999,99,9,9,3,99,99,9999,1
"2381",86,14,5,6,11,1,15,2,8,1,25,4,1,1,4,99,3,9999,2
"2382",87,14,5,6,12,22,14,2,99,1,52,9,1,1,99,99,2,9999,2
"2383",88,14,5,6,17,6,6,2,99,9,999,99,9,9,3,99,3,9999,2
"2384",92,14,5,6,20,9,1,2,3,1,30,5,1,1,1,99,99,9999,1
"2385",101,15,5,7,0,1,1,2,5,1,999,99,1,1,1,99,5,9999,1
"2386",109,15,5,7,8,9,23,2,2,9,999,99,9,9,1,99,10,1990,1
"2387",111,15,5,7,1,17,10,2,99,9,999,99,9,9,4,99,99,9999,2
"2388",114,16,5,1,4,19,1,1,99,1,30,5,1,1,4,99,1,9999,1
"2389",116,16,5,1,19,12,17,1,99,9,999,99,1,1,1,99,7,1990,1
"2390",129,18,5,3,9,1,13,1,99,1,28,4,1,1,3,99,5,9999,1
"2391",135,19,5,4,8,20,1,2,99,9,999,99,9,9,3,99,99,9999,1
"2392",142,20,5,5,13,1,8,2,5,1,54,9,1,9,12,99,1,9999,1
"2393",145,20,5,5,7,12,15,1,99,9,999,99,9,9,5,99,99,9999,3
"2394",146,20,5,5,21,18,1,1,99,9,999,99,9,9,3,99,4,9999,3
"2395",147,21,5,6,6,1,1,2,1,1,40,7,1,1,12,99,1,9999,1
"2396",151,21,5,6,21,1,1,2,12,1,18,2,1,9,1,99,2,9999,2
"2397",160,21,5,6,16,5,6,2,99,1,23,3,1,1,4,99,3,2005,1
"2398",163,21,5,6,1,10,1,2,99,9,999,99,9,9,99,99,99,9999,1
"2399",169,21,5,6,18,7,1,1,99,1,26,4,1,9,3,99,1,9999,2
"2400",178,22,5,7,13,17,1,1,99,2,25,4,1,1,4,99,99,9999,4
"2401",184,23,5,1,8,5,7,1,99,1,26,4,1,1,4,99,99,9999,4
"2402",188,23,5,1,20,17,12,1,99,1,24,3,1,1,4,99,99,9999,1
"2403",198,25,5,3,5,5,1,1,99,1,37,6,1,1,4,99,3,9999,1
"2404",201,25,5,3,0,12,10,1,99,9,999,99,9,9,3,99,99,9999,1
"2405",207,26,5,4,15,1,1,2,6,1,28,4,1,9,16,99,99,9999,1
"2406",221,28,5,6,5,1,1,2,15,9,999,99,9,9,12,99,2,1999,2
"2407",231,28,5,6,15,12,2,1,99,9,999,99,9,9,5,99,2,9999,3
"2408",233,28,5,6,20,17,1,2,99,9,999,99,9,9,99,99,99,9999,1
"2409",235,28,5,6,14,4,1,1,99,1,29,4,1,9,3,99,99,9999,1
"2410",236,29,5,7,23,21,6,1,99,1,24,3,1,9,4,99,1,2001,2
"2411",240,29,5,7,8,7,6,1,99,1,47,8,1,9,1,99,11,2004,2
"2412",242,29,5,7,17,1,1,2,10,1,37,6,1,9,1,99,9,9999,2
"2413",249,30,5,1,2,19,5,1,99,9,999,99,9,9,6,99,99,9999,1
"2414",254,30,5,1,16,18,4,2,6,9,999,99,9,9,3,99,99,9999,1
"2415",256,30,5,1,5,4,4,1,99,1,35,6,1,9,7,99,99,9999,3
"2416",260,31,5,2,19,1,1,2,9,1,43,7,1,1,4,99,1,9999,1
"2417",261,31,5,2,14,6,6,1,99,9,999,99,9,9,99,99,99,9999,1
"2418",263,31,5,2,16,13,1,2,10,1,25,4,1,2,1,99,6,1998,1
"2419",5,1,6,3,11,10,1,1,99,9,999,99,9,9,7,99,99,9999,1
"2420",6,1,6,3,0,12,5,1,99,1,35,6,1,1,3,99,99,9999,4
"2421",16,2,6,4,11,18,4,1,99,1,22,3,1,1,3,99,99,9999,1
"2422",22,3,6,5,8,10,7,2,1,1,24,3,1,9,3,99,99,9999,1
"2423",24,3,6,5,9,10,20,1,99,9,999,99,9,9,1,99,99,9999,1
"2424",27,4,6,6,16,20,1,1,99,1,27,4,1,9,3,99,1,9999,2
"2425",29,4,6,6,17,17,8,1,99,9,999,99,9,9,3,99,99,9999,3
"2426",36,5,6,7,0,11,2,1,99,1,23,3,1,9,4,99,1,9999,1
"2427",39,5,6,7,1,14,4,1,99,1,24,3,1,9,4,99,99,9999,2
"2428",41,6,6,1,7,1,1,2,18,1,54,9,1,1,7,99,7,9999,1
"2429",49,7,6,2,11,1,8,2,6,1,32,5,1,9,9,99,2,2004,1
"2430",59,9,6,4,21,1,1,2,1,1,31,5,1,1,12,99,99,9999,1
"2431",66,9,6,4,8,13,1,2,10,1,27,4,1,2,4,99,99,9999,2
"2432",67,9,6,4,16,13,22,1,99,1,32,5,1,9,7,99,7,9999,4
"2433",73,10,6,5,0,1,1,2,13,1,999,99,1,2,1,99,6,9999,1
"2434",85,11,6,6,1,20,9,1,99,2,21,3,1,1,1,99,99,9999,2
"2435",86,11,6,6,18,19,1,2,1,9,999,99,9,9,1,99,99,9999,1
"2436",89,11,6,6,14,17,12,2,1,9,999,99,9,9,4,99,99,9999,1
"2437",102,13,6,1,14,4,1,1,99,9,999,99,9,9,7,99,99,9999,1
"2438",123,17,6,5,16,1,1,2,4,2,30,5,1,1,1,99,6,9999,1
"2439",127,17,6,5,7,1,1,2,12,9,999,99,9,9,1,99,99,9999,1
"2440",129,17,6,5,15,11,3,1,99,9,999,99,9,9,7,99,99,9999,4
"2441",134,18,6,6,8,12,1,2,4,9,999,99,9,9,3,99,2,9999,1
"2442",135,18,6,6,3,18,1,1,99,1,18,2,1,9,4,99,5,2008,2
"2443",136,18,6,6,18,3,4,1,99,9,999,99,9,9,7,99,99,9999,2
"2444",138,19,6,7,3,1,1,2,7,9,999,99,9,9,1,99,99,9999,1
"2445",139,19,6,7,13,1,1,2,11,9,999,99,9,9,2,99,4,9999,1
"2446",142,19,6,7,20,6,1,1,99,1,26,4,1,1,4,99,1,9999,1
"2447",143,19,6,7,18,2,1,1,99,1,33,5,1,1,2,99,2,1995,1
"2448",144,19,6,7,14,18,1,1,99,1,25,4,1,9,4,99,99,9999,1
"2449",147,20,6,1,11,1,15,1,99,9,999,99,9,9,5,99,2,9999,1
"2450",149,20,6,1,18,13,12,1,99,1,23,3,1,9,3,99,2,9999,3
"2451",152,20,6,1,19,2,4,1,99,1,35,6,1,2,4,99,1,9999,1
"2452",154,20,6,1,17,4,1,1,99,1,45,8,1,9,3,99,5,9999,3
"2453",156,21,6,2,19,11,3,1,99,9,999,99,9,9,1,99,99,9999,1
"2454",157,21,6,2,4,12,1,2,4,9,999,99,9,9,12,99,4,9999,1
"2455",181,25,6,6,19,22,17,1,99,1,25,4,1,9,4,99,1,2007,3
"2456",204,27,6,1,2,18,1,2,99,1,31,5,1,9,4,99,1,9999,1
"2457",210,29,6,3,7,20,1,2,6,9,999,99,9,9,12,99,99,9999,1
"2458",213,30,6,4,15,14,11,1,99,9,999,99,9,9,7,99,6,9999,3
"2459",215,30,6,4,12,14,16,1,99,9,999,99,9,9,5,99,6,9999,1
"2460",22,3,7,7,20,17,1,1,99,1,26,4,1,9,4,99,99,9999,3
"2461",27,4,7,1,12,22,1,1,99,1,34,5,1,9,5,99,2,9999,3
"2462",32,4,7,1,11,17,1,1,99,9,999,99,9,1,4,99,5,9999,1
"2463",41,6,7,3,23,1,1,2,18,1,26,4,1,2,4,99,5,9999,2
"2464",53,8,7,5,20,5,1,1,99,9,999,99,9,9,6,99,2,9999,1
"2465",54,8,7,5,17,5,4,1,99,1,48,8,1,1,5,99,2,9999,4
"2466",58,8,7,5,12,16,10,1,99,1,34,5,1,1,5,99,2,2010,1
"2467",59,8,7,5,14,17,6,1,99,2,20,3,1,1,3,99,99,9999,2
"2468",65,9,7,6,8,6,1,1,99,1,45,8,1,1,3,99,99,9999,2
"2469",66,9,7,6,20,10,1,1,99,1,47,8,1,1,4,99,1,9999,2
"2470",75,11,7,1,1,5,1,1,99,1,37,6,1,2,4,99,3,2008,1
"2471",82,12,7,2,11,12,23,1,99,9,999,99,9,9,5,99,2,9999,1
"2472",85,13,7,3,6,1,1,2,1,1,30,5,1,9,12,99,1,1993,1
"2473",96,15,7,5,11,1,15,1,99,1,75,10,1,1,13,99,7,9999,1
"2474",102,17,7,7,4,18,1,1,99,1,31,5,1,1,7,99,2,1997,1
"2475",115,19,7,2,19,6,6,1,99,1,19,2,1,1,4,99,5,9999,1
"2476",116,19,7,2,11,2,2,1,99,1,39,6,1,1,11,99,99,9999,1
"2477",121,20,7,3,22,20,7,1,99,1,25,4,1,2,4,99,99,2007,2
"2478",124,21,7,4,18,14,1,2,5,1,999,99,9,1,9,99,99,9999,1
"2479",125,21,7,4,15,7,13,1,99,9,999,99,1,9,7,99,6,9999,4
"2480",126,21,7,4,19,3,8,1,99,9,999,99,1,9,5,99,99,9999,1
"2481",127,21,7,4,16,5,1,1,99,9,999,99,1,9,1,99,1,9999,1
"2482",129,21,7,4,12,6,5,1,99,9,999,99,9,1,5,99,99,9999,2
"2483",132,22,7,5,7,1,8,2,5,1,27,4,1,9,12,99,7,1992,1
"2484",140,23,7,6,15,20,5,2,99,9,999,99,9,9,3,99,99,9999,2
"2485",146,23,7,6,19,4,1,1,99,1,19,2,1,9,99,99,5,9999,1
"2486",153,24,7,7,20,21,1,2,99,1,19,2,1,9,1,99,99,9999,2
"2487",157,24,7,7,16,17,6,1,99,1,22,3,1,9,4,99,99,9999,99
"2488",159,24,7,7,10,6,8,1,99,1,21,3,1,9,3,99,99,9999,1
"2489",184,29,7,5,15,1,1,2,18,9,999,99,9,9,5,99,2,9999,1
"2490",188,29,7,5,15,17,3,1,99,1,999,99,9,9,1,99,99,9999,3
"2491",189,30,7,6,1,1,1,2,8,1,33,5,1,9,1,99,99,9999,2
"2492",193,30,7,6,21,19,1,1,99,1,56,10,1,9,3,99,99,9999,3
"2493",194,30,7,6,15,5,13,1,99,1,49,8,1,9,3,99,99,9999,1
"2494",196,30,7,6,20,17,1,1,99,1,30,5,1,1,1,99,6,9999,1
"2495",1,1,8,1,22,1,1,2,9,1,27,4,1,1,11,99,2,2006,1
"2496",19,3,8,3,16,6,8,1,99,9,999,99,9,9,3,99,99,9999,3
"2497",22,3,8,3,7,9,20,1,99,1,23,3,1,1,4,99,99,9999,1
"2498",23,3,8,3,10,12,15,1,99,1,42,7,1,1,1,99,2,1995,1
"2499",24,3,8,3,16,16,12,2,99,9,999,99,9,9,4,99,99,9999,1
"2500",26,3,8,3,20,17,12,2,99,1,32,5,1,2,4,99,99,9999,3
"2501",30,4,8,4,16,22,1,1,99,1,22,3,1,1,4,99,3,9999,3
"2502",33,4,8,4,14,12,15,1,99,1,22,3,1,1,4,99,99,9999,1
"2503",35,4,8,4,9,2,7,1,99,1,40,7,1,1,3,99,2,9999,1
"2504",38,4,8,4,20,17,8,1,99,1,25,4,1,1,4,99,99,9999,3
"2505",43,6,8,6,1,1,1,2,7,1,22,3,1,1,1,99,6,1995,2
"2506",49,6,8,6,14,6,14,1,99,1,16,2,2,1,4,99,99,9999,1
"2507",50,6,8,6,12,11,1,2,1,1,20,3,1,1,4,99,5,9999,1
"2508",67,7,8,7,3,3,1,1,99,1,23,3,1,1,1,99,6,9999,1
"2509",80,10,8,3,20,1,10,1,99,1,12,1,2,1,4,99,3,9999,2
"2510",93,11,8,4,7,4,1,1,99,9,999,99,9,9,3,99,1,9999,2
"2511",99,12,8,5,20,1,8,2,2,1,24,3,1,1,4,99,5,9999,1
"2512",104,12,8,5,14,13,20,1,99,9,999,99,9,9,3,99,3,9999,4
"2513",107,12,8,5,14,17,12,1,99,9,999,99,9,9,1,99,6,9999,1
"2514",109,13,8,6,6,1,1,2,12,1,45,8,1,1,6,99,2,9999,1
"2515",116,15,8,1,10,1,1,2,24,1,45,8,1,9,12,99,99,9999,1
"2516",122,17,8,3,7,1,1,2,7,1,22,3,1,1,4,99,99,9999,1
"2517",123,17,8,3,16,1,10,1,99,1,19,2,1,1,4,99,99,9999,2
"2518",128,17,8,3,19,17,1,1,99,1,17,2,2,1,4,99,99,9999,1
"2519",142,20,8,6,14,9,1,1,99,9,999,99,9,9,3,99,3,9999,3
"2520",144,21,8,7,11,22,17,1,99,1,999,99,1,9,7,99,3,1997,3
"2521",148,21,8,7,14,11,8,1,99,9,999,99,1,9,7,99,99,9999,1
"2522",150,21,8,7,15,9,20,1,99,1,37,6,1,9,7,99,99,9999,1
"2523",154,21,8,7,23,1,1,2,7,9,999,99,9,9,1,99,99,9999,1
"2524",155,21,8,7,10,17,1,1,99,9,999,99,9,9,5,99,99,9999,1
"2525",157,22,8,1,18,1,1,2,1,1,22,3,1,1,12,99,1,1994,1
"2526",158,22,8,1,7,1,1,2,1,9,999,99,9,9,12,99,1,9999,1
"2527",163,23,8,2,9,1,1,2,7,9,999,99,9,9,1,99,99,9999,1
"2528",173,25,8,4,10,16,3,1,99,1,35,6,1,9,6,99,7,9999,3
"2529",177,26,8,5,23,2,1,1,99,9,999,99,9,9,5,99,2,9999,1
"2530",179,26,8,5,18,17,1,1,99,1,27,4,1,1,4,99,99,9999,2
"2531",196,29,8,1,10,1,2,1,99,1,20,3,1,9,3,99,99,9999,3
"2532",209,30,8,2,18,5,1,2,1,1,23,3,1,1,12,99,7,9999,1
"2533",212,31,8,3,7,5,11,1,99,1,42,7,1,1,7,99,6,9999,2
"2534",3,1,9,4,19,21,6,2,99,1,19,2,1,1,14,99,99,9999,1
"2535",17,3,9,6,4,14,11,1,99,9,999,99,9,9,5,99,99,9999,2
"2536",19,4,9,7,0,12,2,1,99,1,27,4,1,9,6,99,99,9999,1
"2537",20,4,9,7,21,13,20,1,99,1,24,3,1,9,4,99,99,9999,2
"2538",30,6,9,2,18,5,1,1,99,1,37,6,1,1,4,99,5,2011,1
"2539",45,8,9,4,5,5,2,1,99,1,24,3,1,1,3,99,99,9999,3
"2540",46,8,9,4,17,5,1,1,99,1,60,10,1,1,15,99,2,1990,1
"2541",48,8,9,4,17,6,1,1,99,1,33,5,1,9,99,99,99,9999,1
"2542",55,9,9,5,14,4,1,1,99,9,999,99,9,9,99,99,99,9999,1
"2543",66,11,9,7,13,6,1,2,1,1,17,2,2,1,14,99,1,9999,3
"2544",70,11,9,7,11,16,1,1,99,9,999,99,9,9,5,99,8,9999,2
"2545",72,11,9,7,14,15,1,1,99,9,999,99,9,9,3,99,99,9999,2
"2546",73,11,9,7,8,2,1,1,99,9,999,99,9,9,3,99,99,9999,3
"2547",74,11,9,7,7,14,1,1,99,1,42,7,1,1,3,99,99,9999,4
"2548",75,11,9,7,9,14,1,1,99,9,999,99,9,9,3,99,99,9999,1
"2549",77,12,9,1,21,1,2,1,99,9,999,99,9,9,99,99,99,9999,1
"2550",80,12,9,1,13,12,1,1,99,1,73,10,9,1,5,99,1,9999,2
"2551",91,13,9,2,1,11,1,2,99,9,999,99,9,9,99,99,1,9999,2
"2552",124,17,9,6,13,15,1,1,99,9,999,99,9,9,4,99,99,9999,1
"2553",126,18,9,7,11,1,1,2,1,1,35,6,1,1,7,99,2,1981,1
"2554",127,18,9,7,6,1,1,2,1,9,999,99,9,9,12,99,1,1997,1
"2555",134,19,9,1,19,17,1,1,99,1,42,7,1,9,4,99,99,9999,1
"2556",139,20,9,2,20,5,1,1,99,2,19,2,1,1,4,99,3,2008,1
"2557",151,21,9,3,17,9,14,1,99,1,38,6,1,1,3,99,2,2001,1
"2558",169,24,9,6,20,5,13,1,99,1,25,4,1,2,4,99,99,9999,2
"2559",177,25,9,7,19,6,1,1,99,1,28,4,1,1,4,99,99,9999,4
"2560",183,26,9,1,1,13,5,1,99,1,17,2,2,9,4,99,99,9999,4
"2561",186,26,9,1,2,18,1,1,99,1,18,2,1,9,4,99,99,9999,2
"2562",187,26,9,1,12,7,10,1,99,1,17,2,2,9,3,99,9,1993,4
"2563",190,26,9,1,9,1,1,2,1,9,999,99,1,9,3,99,6,9999,1
"2564",201,28,9,3,12,12,1,1,99,1,22,3,1,2,1,99,99,9999,2
"2565",207,30,9,5,7,1,10,1,99,9,999,99,9,9,1,99,99,9999,1
"2566",210,30,9,5,4,5,1,1,99,1,18,2,1,1,8,99,5,9999,2
"2567",9,2,10,7,21,5,1,2,99,1,35,6,1,9,5,99,8,9999,1
"2568",10,2,10,7,14,6,2,1,99,9,999,99,9,9,7,99,99,9999,3
"2569",13,2,10,7,16,15,7,1,99,1,30,5,1,9,3,99,4,1990,3
"2570",15,3,10,1,9,19,1,1,99,1,30,5,1,9,1,99,99,9999,3
"2571",21,4,10,2,22,1,1,2,7,1,38,6,1,9,1,99,3,9999,1
"2572",41,8,10,6,11,19,1,1,99,9,999,99,9,9,3,99,99,9999,1
"2573",47,10,10,1,17,1,1,2,14,9,999,99,9,9,1,99,99,9999,1
"2574",49,10,10,1,15,22,14,1,99,9,999,99,9,9,1,99,99,9999,1
"2575",61,12,10,3,18,20,1,1,99,9,999,99,9,9,4,99,99,9999,1
"2576",79,15,10,6,8,1,1,2,7,9,999,99,9,9,7,99,99,9999,1
"2577",88,15,10,6,16,4,1,1,99,1,17,2,2,1,3,99,3,9999,4
"2578",90,16,10,7,1,1,14,1,99,1,21,3,1,9,3,99,99,9999,2
"2579",98,17,10,1,12,17,4,1,99,1,56,10,1,9,11,99,3,9999,3
"2580",99,17,10,1,1,1,1,2,10,1,50,9,1,9,4,99,99,9999,1
"2581",100,17,10,1,8,1,8,2,11,1,45,8,1,9,12,99,7,9999,3
"2582",103,18,10,2,7,5,2,1,99,1,33,5,1,9,4,99,99,9999,2
"2583",109,18,10,2,12,12,17,2,99,1,51,9,1,2,3,99,3,9999,1
"2584",110,18,10,2,8,17,1,2,99,1,999,99,1,9,14,99,99,9999,1
"2585",118,20,10,4,3,1,1,2,6,9,999,99,9,9,1,99,99,9999,1
"2586",123,20,10,4,6,7,1,1,99,1,45,8,1,9,7,99,99,9999,1
"2587",125,21,10,5,2,1,15,2,8,1,25,4,1,9,4,99,99,9999,2
"2588",153,24,10,1,7,4,1,1,99,9,999,99,9,9,7,99,99,9999,3
"2589",155,25,10,2,19,5,2,1,99,9,999,99,9,9,99,99,99,9999,1
"2590",167,27,10,4,18,4,9,1,99,9,999,99,9,9,6,99,99,9999,1
"2591",168,27,10,4,18,17,4,1,99,1,33,5,1,9,3,99,99,9999,2
"2592",169,27,10,4,18,12,25,1,99,9,999,99,9,9,9,99,2,9999,4
"2593",173,28,10,5,15,9,20,1,99,1,31,5,1,1,7,99,2,9999,1
"2594",174,28,10,5,23,4,16,1,99,9,999,99,9,9,5,99,99,9999,1
"2595",6,1,11,2,19,19,7,1,99,1,25,4,1,9,4,99,6,9999,3
"2596",15,2,11,3,17,6,1,1,99,1,999,99,1,2,7,99,99,9999,1
"2597",24,2,11,3,10,1,16,1,99,1,17,2,1,9,4,99,99,9999,1
"2598",27,3,11,4,16,22,1,1,99,1,33,5,1,9,4,99,1,9999,1
"2599",28,3,11,4,9,7,1,1,99,9,999,99,9,9,3,99,99,9999,1
"2600",37,4,11,5,19,17,1,1,99,9,999,99,9,9,1,99,99,9999,1
"2601",40,5,11,6,5,10,14,1,99,1,56,10,1,1,6,99,99,9999,1
"2602",42,6,11,7,8,1,8,2,6,1,25,4,1,1,4,99,99,9999,4
"2603",43,6,11,7,0,22,1,1,99,1,44,7,1,1,1,99,10,9999,1
"2604",50,7,11,1,7,6,1,1,99,9,999,99,9,9,3,99,1,9999,3
"2605",55,8,11,2,9,18,1,2,99,1,48,8,1,1,3,99,2,9999,1
"2606",69,9,11,3,7,4,1,1,99,9,999,99,9,9,7,99,3,9999,3
"2607",71,9,11,3,16,3,1,1,99,1,24,3,1,9,4,99,5,9999,3
"2608",76,10,11,4,14,19,5,1,99,1,19,2,1,9,4,99,1,9999,1
"2609",86,12,11,6,11,1,1,2,11,9,999,99,9,9,6,99,99,9999,2
"2610",91,12,11,6,18,5,5,1,99,9,999,99,9,9,5,99,99,9999,1
"2611",98,12,11,6,0,19,1,2,99,9,999,99,9,9,99,99,99,9999,1
"2612",100,13,11,7,17,1,1,2,1,1,999,99,1,1,12,99,1,9999,1
"2613",105,13,11,7,20,5,9,1,99,9,999,99,9,9,5,99,99,9999,1
"2614",106,13,11,7,18,6,2,1,99,9,999,99,9,9,99,99,99,9999,1
"2615",111,13,11,7,22,5,13,1,99,9,999,99,1,9,5,99,99,9999,1
"2616",117,14,11,1,17,1,17,2,7,1,40,7,1,1,4,99,99,9999,1
"2617",123,14,11,1,12,6,10,1,99,2,17,2,2,1,4,99,99,9999,3
"2618",126,14,11,1,5,7,1,1,99,9,999,99,9,9,7,99,99,9999,1
"2619",130,14,11,1,8,3,6,1,99,9,999,99,9,9,7,99,99,9999,3
"2620",131,14,11,1,23,3,12,1,99,9,999,99,9,9,1,99,6,9999,1
"2621",134,15,11,2,17,5,1,1,99,1,50,9,1,1,6,99,99,9999,1
"2622",135,15,11,2,0,5,2,1,99,9,999,99,9,9,1,99,99,9999,1
"2623",137,15,11,2,21,5,1,2,1,2,31,5,1,9,4,99,99,9999,1
"2624",140,15,11,2,12,17,8,1,99,1,44,7,1,9,1,99,99,9999,1
"2625",146,17,11,4,15,1,15,2,3,1,35,6,1,1,4,99,1,9999,1
"2626",153,18,11,5,0,5,11,1,99,1,47,8,1,1,3,99,99,9999,1
"2627",154,18,11,5,18,5,11,1,99,1,30,5,1,1,4,99,1,2007,2
"2628",164,19,11,6,7,12,4,1,99,9,999,99,9,9,7,99,7,9999,1
"2629",169,19,11,6,12,17,1,1,99,1,22,3,1,9,4,99,6,9999,4
"2630",171,20,11,7,0,1,1,2,18,1,22,3,1,9,4,99,5,9999,3
"2631",181,20,11,7,16,4,1,1,99,9,999,99,9,9,5,99,1,9999,3
"2632",182,21,11,1,15,20,1,1,99,1,40,7,1,1,1,99,2,9999,1
"2633",192,23,11,3,22,20,1,2,99,1,19,2,1,1,4,99,99,9999,3
"2634",193,23,11,3,20,20,1,2,99,1,16,2,2,1,4,99,99,9999,3
"2635",194,23,11,3,19,20,5,2,99,9,999,99,9,1,3,99,99,9999,2
"2636",207,25,11,5,12,1,8,2,7,2,28,4,1,2,9,99,9,9999,1
"2637",209,25,11,5,19,12,1,2,99,1,17,2,2,1,3,99,99,9999,3
"2638",210,25,11,5,12,12,15,2,99,1,999,99,9,1,3,99,2,9999,3
"2639",221,26,11,6,10,5,2,2,99,1,25,4,1,1,3,99,99,9999,2
"2640",225,26,11,6,0,17,3,2,99,1,26,4,1,1,4,99,99,9999,1
"2641",227,26,11,6,15,7,5,2,99,1,26,4,1,1,12,99,16,9999,1
"2642",228,26,11,6,0,3,1,2,2,1,999,99,1,1,12,99,99,9999,3
"2643",237,27,11,7,17,1,1,1,5,1,999,99,1,9,3,99,99,9999,1
"2644",252,29,11,2,2,1,1,2,7,9,999,99,9,9,99,99,99,9999,1
"2645",253,29,11,2,9,14,1,1,99,9,999,99,9,9,3,99,4,9999,2
"2646",256,30,11,3,23,20,1,1,99,1,23,3,1,9,4,99,1,2000,2
"2647",1,1,12,4,22,5,1,1,1,1,28,4,1,2,4,99,5,9999,2
"2648",3,2,12,5,7,9,20,2,99,1,50,9,1,1,12,99,2,1984,1
"2649",17,3,12,6,15,6,1,2,99,9,999,11,9,9,9,99,99,9999,3
"2650",23,4,12,7,20,1,1,1,3,1,30,5,1,2,3,99,4,2009,1
"2651",24,4,12,7,20,1,1,1,18,1,999,11,1,9,3,99,4,9999,1
"2652",28,4,12,7,22,22,16,2,99,1,999,11,1,9,2,99,99,9999,1
"2653",30,4,12,7,5,20,1,2,99,1,999,11,1,9,1,99,99,9999,1
"2654",32,4,12,7,19,6,12,2,99,1,24,3,1,1,1,99,99,9999,1
"2655",34,4,12,7,20,10,1,1,2,1,29,4,1,1,12,99,1,1989,1
"2656",35,4,12,7,1,10,1,2,99,1,999,11,1,9,6,99,99,9999,1
"2657",40,5,12,1,15,22,1,2,99,1,999,11,1,1,3,99,99,9999,3
"2658",41,5,12,1,19,21,7,2,99,1,999,11,1,9,14,99,99,9999,2
"2659",55,7,12,3,12,1,1,1,1,1,23,3,1,1,4,99,1,9999,3
"2660",91,13,12,2,13,16,8,2,99,1,23,3,1,1,3,99,3,1988,3
"2661",95,14,12,3,20,1,15,1,99,1,38,6,1,9,3,99,1,2007,1
"2662",101,15,12,4,9,19,3,2,99,9,999,11,1,9,6,99,99,9999,1
"2663",107,15,12,4,8,17,3,2,99,1,19,2,1,1,4,99,99,9999,2
"2664",109,15,12,3,9,4,3,1,99,1,26,4,1,1,4,99,99,9999,2
"2665",113,16,12,5,5,1,16,1,3,9,999,11,9,9,7,99,2,9999,1
"2666",133,18,12,7,13,19,1,2,99,1,34,5,1,9,5,99,2,1997,2
"2667",141,18,12,7,16,17,7,2,99,1,16,2,2,9,4,99,5,9999,1
"2668",143,19,12,1,21,5,13,2,99,1,46,8,1,9,4,99,3,9999,1
"2669",151,19,12,1,17,4,3,2,99,9,999,11,9,9,7,99,99,9999,2
"2670",153,19,12,1,7,1,1,1,11,9,999,11,9,9,99,99,99,9999,99
"2671",154,20,12,2,21,1,1,1,6,9,999,11,9,9,99,99,99,9999,2
"2672",159,20,12,2,23,5,3,2,99,1,18,2,1,2,14,99,99,9999,3
"2673",160,20,12,2,19,5,3,2,99,1,48,8,1,2,4,99,1,2010,1
"2674",164,20,12,2,12,15,3,2,99,1,44,7,1,1,5,99,3,1985,1
"2675",165,20,12,2,23,4,1,1,7,9,999,11,1,1,9,99,99,9999,1
"2676",166,20,12,2,4,3,4,2,99,1,999,11,1,9,12,99,99,9999,1
"2677",167,20,12,2,18,3,1,1,7,1,29,4,1,1,13,99,7,9999,3
