"","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_v","color_v","modelo_v","causa_ac"
"1988",19,7,1,20,6,2,99,1,13,1,1,6,9999,3
"1989",25,6,5,22,1,1,7,9,999,9,3,99,9999,1
"1990",25,2,4,22,5,2,99,1,30,9,3,3,1991,3
"1991",21,11,7,2,5,2,99,2,28,1,1,3,9999,2
"1992",19,5,3,3,18,2,99,1,36,1,3,5,9999,3
"1993",19,8,4,7,1,1,12,1,20,1,4,1,9999,1
"1994",17,3,3,8,15,2,99,1,25,9,4,5,2007,1
"1995",18,9,6,8,6,2,99,1,25,9,3,1,9999,2
"1996",25,6,5,10,22,2,99,1,22,1,1,5,2009,1
"1997",19,7,1,12,11,1,1,1,32,1,4,1,9999,1
"1998",24,1,7,18,9,1,7,1,23,9,13,99,9999,1
"1999",18,12,6,20,5,2,99,1,20,1,4,99,9999,1
"2000",25,2,4,21,6,2,99,1,24,2,3,9,1993,3
"2001",12,4,1,22,1,1,3,1,24,1,1,11,1999,1
"2002",24,10,7,22,1,1,12,1,17,9,1,3,1999,1
"2003",12,4,1,2,20,2,99,1,38,1,1,5,1999,1
"2004",25,6,5,6,20,2,99,1,30,1,2,9,2002,1
"2005",21,11,7,6,6,2,99,1,39,1,3,5,1990,2
"2006",26,2,5,7,1,2,99,1,19,9,4,1,9999,1
"2007",19,5,3,9,17,2,99,9,999,9,9,99,9999,4
"2008",24,1,7,13,16,2,99,9,999,9,5,2,9999,3
"2009",19,7,1,13,12,2,99,9,999,9,3,99,9999,2
"2010",18,9,6,15,11,2,99,9,999,9,1,2,1991,2
"2011",18,3,4,17,1,1,99,1,54,9,1,99,9999,1
"2012",19,8,4,20,20,2,99,1,19,1,4,99,9999,1
"2013",18,12,6,22,10,2,99,1,27,1,9,1,2011,1
"2014",24,10,7,22,1,2,99,9,999,9,3,2,9999,2
"2015",24,1,7,1,18,2,99,1,35,2,6,1,9999,2
"2016",18,12,6,4,7,2,99,1,32,1,3,4,9999,3
"2017",12,4,1,10,20,2,99,1,20,1,1,99,1980,3
"2018",19,8,4,14,19,1,99,1,65,1,3,1,9999,2
"2019",26,2,5,16,1,1,6,1,43,1,12,1,9999,1
"2020",19,5,3,19,14,2,99,1,28,1,1,11,9999,1
"2021",21,11,7,19,6,2,99,1,41,1,12,1,9999,1
"2022",24,10,7,21,19,2,99,1,32,9,1,9,1991,1
"2023",18,9,6,22,9,2,99,1,54,9,3,99,9999,1
"2024",19,7,1,22,17,2,99,1,999,1,3,99,9999,3
"2025",18,3,4,23,1,1,10,1,21,9,4,4,9999,1
"2026",25,6,5,23,6,2,99,9,999,9,99,99,9999,1
"2027",21,11,7,0,6,2,99,1,20,1,4,2,9999,2
"2028",19,7,1,1,17,2,99,1,28,1,4,2,9999,2
"2029",24,1,7,9,17,2,99,1,34,9,3,9,9999,1
"2030",24,10,7,10,5,2,99,1,27,9,4,1,2010,1
"2031",19,8,4,11,5,1,1,9,999,9,7,99,9999,1
"2032",25,6,5,15,12,2,99,1,999,1,2,99,9999,1
"2033",26,2,5,18,10,2,99,1,27,1,4,5,9999,1
"2034",18,12,6,19,4,2,99,1,40,1,1,1,9999,1
"2035",18,9,6,20,9,2,99,1,24,9,4,99,9999,1
"2036",19,5,3,21,7,2,99,1,23,1,14,99,9999,1
"2037",18,3,4,23,1,1,12,1,44,9,1,6,2004,1
"2038",12,4,1,23,19,2,99,2,37,1,1,99,1998,2
"2039",19,7,1,8,3,2,99,1,999,1,4,5,9999,1
"2040",26,2,5,11,11,2,99,9,999,9,5,9,9999,1
"2041",25,6,5,11,16,2,99,1,38,1,4,1,2008,1
"2042",24,10,7,12,10,1,99,1,25,9,14,1,2004,1
"2043",25,1,1,13,1,1,10,1,20,9,4,5,9999,1
"2044",21,11,7,18,11,1,1,1,36,1,1,5,9999,1
"2045",18,12,6,18,2,2,99,1,24,1,14,1,9999,1
"2046",12,4,1,19,10,2,99,1,39,1,4,5,9999,1
"2047",19,8,4,19,11,2,99,1,33,1,9,2,1998,1
"2048",18,9,6,19,2,1,99,1,38,9,2,1,9999,1
"2049",18,3,4,19,1,2,99,1,43,9,4,1,9999,2
"2050",19,5,3,23,4,2,99,1,29,1,5,99,9999,1
"2051",25,1,1,0,19,2,99,9,999,9,7,3,9999,1
"2052",18,12,6,6,15,2,99,1,23,1,1,1,1993,4
"2053",19,5,3,11,4,2,99,9,999,9,3,1,9999,1
"2054",20,7,2,18,1,1,1,1,19,1,1,1,2006,1
"2055",18,9,6,18,18,2,99,9,999,9,3,99,9999,1
"2056",25,6,5,19,2,2,99,9,999,9,3,1,9999,1
"2057",26,2,5,20,13,1,5,1,19,9,4,5,2007,1
"2058",19,8,4,22,9,1,11,9,999,9,7,99,9999,1
"2059",24,10,7,22,9,1,1,1,23,9,4,5,2008,1
"2060",18,3,4,22,5,2,99,2,49,9,2,5,2009,3
"2061",12,4,1,23,12,2,99,1,31,2,1,1,9999,1
"2062",21,11,7,23,9,1,1,1,999,1,4,99,9999,1
"2063",21,11,7,0,9,1,99,1,47,1,2,99,9999,1
"2064",25,1,1,2,14,2,99,1,24,9,4,99,9999,4
"2065",24,10,7,7,9,2,99,1,56,9,3,3,1993,3
"2066",18,3,4,8,17,1,99,1,39,9,4,99,9999,2
"2067",19,8,4,11,12,2,99,1,32,2,3,8,9999,1
"2068",20,5,4,13,1,1,1,1,30,1,10,2,2008,1
"2069",20,7,2,14,1,2,99,2,26,1,1,9,2004,1
"2070",12,4,1,16,15,2,99,1,27,1,10,2,9999,4
"2071",26,2,5,18,8,2,99,9,999,9,11,3,9999,1
"2072",25,6,5,20,4,1,4,1,31,1,3,6,9999,1
"2073",18,9,6,20,17,2,99,9,999,9,3,5,9999,1
"2074",18,12,6,22,1,1,1,1,36,1,3,2,2008,1
"2075",21,11,7,0,12,2,99,1,41,2,1,99,9999,1
"2076",18,3,4,0,17,1,99,1,19,9,4,99,9999,2
"2077",13,4,2,10,21,1,2,9,999,9,2,99,9999,1
"2078",20,5,4,12,1,2,99,1,39,1,4,1,2007,1
"2079",25,6,5,13,3,2,99,1,28,1,4,5,9999,1
"2080",26,2,5,14,16,1,2,1,34,1,11,2,2008,1
"2081",20,7,2,16,1,2,99,9,999,9,1,1,9999,1
"2082",19,8,4,16,15,2,99,1,29,1,9,4,9999,1
"2083",24,10,7,16,9,2,99,1,40,9,1,2,9999,1
"2084",25,1,1,17,1,2,99,2,23,9,2,1,9999,1
"2085",18,9,6,20,17,2,99,1,22,1,4,99,9999,1
"2086",18,12,6,21,12,2,99,2,30,2,3,6,9999,2
"2087",26,1,2,10,6,2,99,1,53,1,3,9,9999,1
"2088",18,9,6,15,7,2,99,1,53,9,5,99,9999,1
"2089",13,4,2,16,5,2,99,1,42,1,6,99,9999,1
"2090",26,6,6,17,1,1,12,1,21,9,4,5,9999,1
"2091",20,7,2,17,20,2,99,1,26,1,9,2,9999,1
"2092",26,2,5,18,17,2,99,1,24,2,4,3,9999,1
"2093",19,8,4,18,2,2,99,1,20,1,4,6,9999,1
"2094",19,3,5,21,1,1,1,2,48,9,1,3,9999,1
"2095",21,11,7,21,12,1,5,1,37,1,10,2,9999,1
"2096",24,10,7,21,14,2,99,1,999,9,3,1,9999,4
"2097",18,12,6,22,5,2,99,9,999,9,6,1,9999,1
"2098",20,5,4,23,20,1,1,2,35,1,4,99,9999,1
"2099",26,1,2,0,14,1,2,1,28,9,4,1,1996,4
"2100",27,2,6,1,1,1,1,1,31,2,1,99,9999,2
"2101",18,9,6,2,4,2,99,1,40,1,3,2,9999,4
"2102",24,10,7,2,3,2,99,1,22,2,3,2,9999,4
"2103",19,3,5,7,1,1,99,1,999,9,4,99,9999,1
"2104",19,8,4,7,17,2,99,1,33,1,1,3,2000,3
"2105",21,11,7,10,12,2,99,1,15,1,3,99,9999,2
"2106",13,4,2,13,5,2,99,1,31,1,4,99,9999,1
"2107",26,6,6,21,21,2,99,9,999,9,9,9,1995,1
"2108",20,7,2,21,5,2,99,1,20,1,4,5,9999,1
"2109",19,12,7,21,1,1,1,1,40,9,12,6,9999,1
"2110",20,5,4,23,20,1,1,2,19,1,4,99,9999,1
"2111",20,7,2,1,10,2,99,1,25,2,4,1,9999,1
"2112",19,12,7,1,1,1,1,1,33,9,1,8,1988,2
"2113",27,2,6,3,1,1,3,1,29,9,4,1,9999,1
"2114",27,1,3,3,1,1,4,1,51,2,1,6,9999,2
"2115",13,4,2,9,16,2,99,9,999,9,3,9,9999,3
"2116",24,10,7,10,3,2,99,1,19,9,4,3,9999,1
"2117",19,8,4,14,17,1,99,2,25,1,4,99,9999,2
"2118",19,3,5,19,5,2,99,1,41,9,6,3,9999,1
"2119",26,6,6,20,5,1,3,1,26,2,1,99,1998,2
"2120",20,5,4,22,19,2,99,1,21,1,4,99,9999,1
"2121",21,11,7,22,2,2,99,1,24,2,9,99,9999,3
"2122",19,9,7,23,1,1,12,1,20,1,4,1,2009,1
"2123",21,11,7,0,14,1,99,1,25,2,4,9,9999,1
"2124",20,8,5,5,1,1,1,2,26,1,1,4,2007,1
"2125",19,12,7,6,1,1,7,2,24,9,4,5,9999,1
"2126",27,1,3,11,1,1,4,1,34,9,4,5,9999,1
"2127",20,7,2,11,11,1,1,1,18,2,3,5,9999,1
"2128",26,6,6,12,5,2,99,9,999,9,1,1,9999,1
"2129",19,3,5,14,11,1,99,1,30,9,3,9,9999,1
"2130",20,5,4,15,19,2,99,9,999,9,3,1,9999,1
"2131",27,2,6,20,1,1,6,1,28,2,1,5,9999,1
"2132",19,9,7,23,22,2,99,1,23,1,3,99,9999,3
"2133",24,10,7,23,1,1,3,1,21,9,4,3,9999,2
"2134",21,11,7,6,14,2,99,1,31,1,3,99,9999,4
"2135",19,9,7,7,10,2,99,1,32,1,3,9,9999,1
"2136",27,2,6,11,1,1,7,1,25,9,3,99,9999,1
"2137",25,10,1,13,21,1,2,1,23,9,3,2,9999,1
"2138",19,3,5,14,16,1,99,1,15,9,5,2,9999,1
"2139",27,1,3,15,6,2,99,1,999,9,1,11,9999,1
"2140",20,5,4,15,5,2,99,1,999,9,14,99,9999,1
"2141",20,8,5,15,1,1,18,1,35,1,4,7,9999,1
"2142",19,12,7,16,5,2,99,1,50,9,4,1,9999,1
"2143",20,7,2,17,11,1,4,2,40,1,1,2,2009,1
"2144",26,6,6,19,6,1,99,1,39,2,2,99,1986,2
"2145",13,4,2,21,17,2,99,1,62,1,6,1,9999,1
"2146",20,8,5,0,1,2,99,1,53,9,7,7,9999,1
"2147",21,11,7,2,16,1,2,1,28,2,4,4,2004,1
"2148",19,3,5,6,18,2,99,1,33,9,6,99,1998,1
"2149",14,4,3,9,1,1,99,1,29,1,4,1,9999,1
"2150",26,6,6,11,18,2,99,9,999,9,5,2,9999,1
"2151",27,1,3,15,13,2,99,1,36,9,3,99,9999,1
"2152",19,12,7,15,5,2,99,1,999,9,6,1,9999,1
"2153",20,7,2,15,9,2,99,1,31,2,4,99,9999,2
"2154",20,5,4,19,10,2,99,9,999,9,1,6,9999,1
"2155",25,10,1,20,21,2,99,1,60,2,3,3,9999,2
"2156",27,2,6,21,1,2,99,1,41,9,1,1,9999,1
"2157",19,9,7,22,9,1,5,1,49,1,3,2,9999,4
"2158",21,11,7,5,16,2,99,1,41,1,1,1,9999,2
"2159",14,4,3,8,4,2,99,1,63,1,9,2,2008,1
"2160",20,7,2,12,9,2,99,1,32,1,99,1,1995,2
"2161",19,12,7,15,6,2,99,1,28,1,3,1,1993,1
"2162",20,3,6,15,1,2,99,1,34,1,12,99,9999,3
"2163",27,2,6,16,1,1,3,1,25,9,7,7,9999,1
"2164",19,9,7,16,12,2,99,1,999,1,99,99,2006,1
"2165",25,10,1,17,19,2,99,1,28,1,4,1,9999,1
"2166",20,8,5,17,19,2,99,1,44,2,3,99,9999,2
"2167",28,1,4,19,22,2,99,1,33,1,1,2,2004,1
"2168",20,5,4,20,11,1,1,1,36,1,14,1,9999,1
"2169",26,6,6,20,17,2,99,1,26,2,4,1,9999,4
"2170",21,11,7,0,17,2,99,1,23,1,3,99,9999,2
"2171",26,6,6,1,17,2,99,1,26,9,4,99,9999,4
"2172",25,10,1,7,9,2,99,1,35,1,6,2,1999,1
"2173",14,4,3,12,20,1,1,1,37,1,1,6,9999,1
"2174",20,7,2,12,12,2,99,9,999,9,2,4,9999,1
"2175",20,5,4,16,12,2,99,1,17,1,1,6,9999,1
"2176",28,1,4,16,22,2,99,9,999,9,3,5,9999,3
"2177",19,12,7,18,9,2,99,9,999,9,3,99,9999,1
"2178",20,8,5,18,19,1,99,1,20,9,14,99,9999,2
"2179",27,2,6,20,1,2,99,1,33,9,1,9,1998,1
"2180",19,9,7,22,17,2,99,1,34,2,4,1,9999,1
"2181",20,3,6,23,1,1,18,1,35,1,10,2,9999,1
"2182",21,11,7,0,17,2,99,1,28,1,4,99,9999,2
"2183",25,10,1,1,9,2,99,1,26,2,2,1,9999,1
"2184",19,9,7,1,17,2,99,1,20,2,1,8,1994,2
"2185",20,3,6,3,1,1,14,1,20,9,1,11,1999,2
"2186",26,6,6,3,17,2,99,1,25,9,4,99,9999,4
"2187",28,1,4,6,20,1,99,1,20,9,4,99,9999,4
"2188",14,4,3,8,11,2,99,1,35,1,12,5,9999,1
"2189",20,7,2,8,2,2,99,9,999,9,7,3,9999,1
"2190",19,12,7,11,9,2,99,9,999,9,3,99,9999,1
"2191",27,2,6,11,20,2,99,9,999,9,14,1,9999,4
"2192",20,5,4,18,18,2,99,1,23,1,1,4,2007,1
"2193",20,8,5,22,10,2,99,1,33,1,3,2,2007,1
"2194",21,11,7,7,1,1,12,1,24,1,4,3,9999,1
"2195",19,12,7,7,12,2,99,1,25,9,4,1,2007,1
"2196",14,4,3,7,16,2,99,9,999,9,3,3,9999,2
"2197",20,8,5,10,16,2,99,1,16,1,3,1,1994,3
"2198",28,1,4,11,20,2,99,1,40,9,2,5,9999,3
"2199",20,3,6,12,1,1,12,2,29,1,12,1,9999,1
"2200",27,6,7,12,1,1,9,1,19,1,5,99,9999,1
"2201",25,10,1,14,16,2,99,9,999,9,1,4,9999,1
"2202",27,2,6,19,19,2,99,1,43,9,7,99,9999,1
"2203",20,7,2,21,18,2,99,1,999,1,4,1,9999,1
"2204",20,5,4,21,18,2,99,9,999,9,3,4,9999,2
"2205",19,9,7,23,17,2,99,1,25,1,99,99,9999,4
"2206",27,6,7,1,1,1,6,1,18,1,4,14,9999,1
"2207",20,8,5,8,16,2,99,1,35,1,4,99,9999,4
"2208",20,5,4,9,4,2,99,1,34,9,3,1,9999,2
"2209",28,1,4,10,5,2,99,1,63,1,5,2,9999,1
"2210",20,7,2,10,7,2,99,1,55,1,99,99,9999,1
"2211",27,2,6,11,18,2,99,9,999,9,3,5,9999,1
"2212",14,4,3,16,18,2,99,1,21,1,4,3,1992,2
"2213",19,12,7,16,12,2,99,1,999,9,9,6,9999,3
"2214",20,3,6,18,1,2,99,1,21,1,4,1,9999,1
"2215",25,10,1,19,14,2,99,9,999,9,7,99,9999,3
"2216",19,9,7,21,17,2,99,1,48,1,4,99,9999,1
"2217",21,11,7,23,1,1,3,1,27,1,4,5,9999,2
"2218",21,5,5,7,5,2,99,1,25,1,4,1,9999,1
"2219",20,7,2,7,3,2,99,9,999,9,3,3,1994,1
"2220",27,2,6,13,5,1,1,2,23,1,4,4,2006,1
"2221",20,8,5,15,18,1,99,9,999,9,3,99,9999,1
"2222",19,9,7,17,14,2,99,1,19,2,4,4,9999,1
"2223",20,3,6,18,1,1,99,2,28,1,3,4,9999,3
"2224",22,11,1,19,1,1,1,9,999,9,1,5,2010,1
"2225",19,12,7,19,8,2,99,1,18,9,1,2,9999,4
"2226",28,1,4,20,18,2,99,1,61,9,4,99,9999,1
"2227",27,6,7,20,1,1,18,1,26,1,4,1,9999,1
"2228",25,10,1,20,3,2,99,1,60,2,1,99,9999,2
"2229",15,4,4,22,20,2,99,1,27,1,1,11,2003,1
"2230",25,10,1,2,3,2,99,1,48,1,5,3,9999,4
"2231",20,9,1,8,1,1,12,2,29,1,1,99,1993,2
"2232",28,1,4,11,17,2,99,1,55,9,9,2,9999,3
"2233",21,7,3,12,1,1,3,1,40,9,4,3,9999,1
"2234",20,8,5,13,17,2,99,1,26,1,3,2,2008,1
"2235",27,6,7,14,1,1,11,2,22,1,1,3,2003,1
"2236",22,11,1,14,1,1,18,1,33,1,1,4,2001,1
"2237",19,12,7,14,16,2,99,9,999,1,4,99,9999,1
"2238",20,3,6,15,2,2,99,1,40,1,2,2,9999,4
"2239",27,2,6,16,6,2,99,1,38,9,4,1,9999,1
"2240",15,4,4,16,5,2,99,1,999,1,2,99,9999,1
"2241",21,5,5,23,5,2,99,1,36,1,3,6,9999,1
"2242",28,1,4,8,1,1,11,2,18,1,1,99,9999,1
"2243",20,3,6,8,5,2,99,1,32,1,4,5,2007,1
"2244",21,8,6,9,1,1,9,1,21,1,4,1,9999,1
"2245",27,2,6,12,12,2,99,9,999,9,5,99,9999,3
"2246",26,10,3,13,1,2,99,1,48,9,5,6,9999,1
"2247",21,7,3,14,1,1,17,1,28,9,1,7,9999,2
"2248",19,12,7,15,17,1,99,1,25,9,3,6,9999,1
"2249",20,9,1,18,1,2,99,1,999,2,1,2,9999,3
"2250",15,4,4,21,10,2,2,9,999,9,4,1,9999,1
"2251",22,11,1,22,21,2,99,1,31,2,4,1,2008,1
"2252",21,5,5,22,5,2,99,1,45,9,1,4,1985,3
"2253",27,6,7,22,1,2,99,1,26,2,2,14,9999,2
"2254",26,10,2,1,5,2,99,1,20,9,4,5,9999,1
"2255",29,1,5,1,1,1,18,1,26,9,2,9,9999,3
"2256",21,8,6,3,1,1,1,1,25,2,1,6,9999,1
"2257",22,11,1,9,20,2,99,1,65,1,3,11,1982,3
"2258",21,5,5,13,16,2,99,1,42,1,9,2,2008,1
"2259",21,7,3,17,1,1,12,1,20,9,1,1,2002,1
"2260",27,2,6,19,9,2,99,9,999,9,1,5,9999,1
"2261",20,3,6,19,5,2,99,9,999,9,6,99,9999,1
"2262",15,4,4,19,12,2,99,1,40,1,3,3,9999,4
"2263",20,9,1,19,1,2,99,9,999,2,1,2,9999,2
"2264",19,12,7,22,5,1,99,1,23,1,4,1,9999,1
"2265",27,6,7,23,1,1,7,1,23,2,1,1,9999,1
"2266",21,8,6,2,1,1,16,1,24,1,1,5,2000,2
"2267",20,3,6,4,10,2,99,9,999,9,5,6,9999,1
"2268",21,7,3,5,5,2,99,9,999,9,99,99,9999,1
"2269",22,11,1,13,20,2,99,9,999,9,3,99,9999,3
"2270",27,2,6,17,13,2,99,1,30,9,3,99,2006,1
"2271",27,6,7,17,19,2,99,1,45,1,2,5,2002,3
"2272",26,10,2,18,6,2,99,2,15,9,4,5,9999,3
"2273",19,12,7,19,5,1,99,1,26,2,1,3,1997,2
"2274",20,9,1,20,1,1,99,9,999,9,6,2,9999,3
"2275",21,5,5,21,17,2,99,1,16,1,4,1,9999,1
"2276",20,9,1,0,21,2,99,1,24,1,9,3,1993,1
"2277",20,3,6,3,12,2,99,1,39,1,9,2,2008,3
"2278",22,11,1,8,5,2,99,1,22,1,3,3,2010,1
"2279",27,2,6,9,16,2,99,1,24,1,5,2,2006,1
"2280",21,5,5,12,14,2,99,1,54,1,3,99,9999,1
"2281",21,7,3,13,20,2,99,1,30,9,1,1,2009,1
"2282",26,10,2,16,17,2,99,1,63,9,5,2,9999,1
"2283",27,6,7,17,19,2,99,1,25,1,2,5,9999,1
"2284",29,1,5,20,1,1,18,1,22,9,3,8,9999,4
"2285",19,12,7,21,19,2,99,1,21,2,14,1,2006,3
"2286",21,8,6,23,1,1,11,1,26,9,4,3,2005,1
"2287",21,7,3,0,16,2,99,1,33,9,11,2,9999,4
"2288",27,6,7,5,5,2,99,1,22,1,4,3,9999,2
"2289",27,2,6,6,2,1,99,9,999,9,3,99,9999,1
"2290",22,11,1,6,5,2,99,1,25,1,5,99,9999,3
"2291",22,5,6,9,10,2,99,1,59,1,3,2,9999,3
"2292",29,1,5,13,22,2,99,1,20,9,4,1,9999,1
"2293",20,3,6,18,12,1,2,9,999,9,5,7,1991,2
"2294",20,9,1,18,20,2,99,1,25,2,3,3,1995,2
"2295",21,8,6,22,1,1,3,1,36,9,4,99,9999,1
"2296",26,10,2,22,3,2,99,1,48,9,5,9,9999,3
"2297",20,12,1,22,1,1,1,1,21,2,4,1,2008,2
"2298",20,12,1,0,1,1,1,1,37,1,1,1,2000,1
"2299",29,1,5,5,19,2,99,1,49,9,9,6,9999,1
"2300",20,9,1,6,5,2,99,1,25,1,3,3,9999,1
"2301",22,5,6,9,4,2,99,1,21,1,14,1,2007,1
"2302",27,10,3,9,1,1,5,1,31,9,1,99,9999,1
"2303",21,7,3,14,15,2,99,1,40,9,9,2,9999,1
"2304",20,3,6,17,15,2,99,1,24,1,4,3,2007,1
"2305",27,6,7,18,5,2,99,9,999,9,5,2,9999,2
"2306",21,8,6,19,1,2,99,1,34,9,4,3,9999,1
"2307",23,11,2,19,1,1,3,1,22,1,4,5,9999,1
"2308",27,2,6,19,17,2,99,1,25,2,4,1,9999,4
"2309",22,5,6,2,3,2,99,1,20,2,1,1,1992,2
"2310",20,12,1,7,1,1,1,1,24,1,12,1,9999,1
"2311",21,7,3,10,14,2,99,1,30,9,3,14,9999,1
"2312",28,2,7,17,1,1,11,1,25,9,4,99,9999,1
"2313",21,8,6,17,1,1,2,9,999,9,12,1,9999,1
"2314",20,9,1,18,6,2,99,1,45,1,4,99,9999,2
"2315",20,3,6,20,18,2,99,1,22,1,4,1,9999,2
"2316",29,1,5,21,5,2,99,9,999,9,6,99,9999,1
"2317",27,6,7,21,5,2,99,1,26,1,4,5,2008,2
"2318",23,11,2,21,1,1,3,1,26,1,4,99,9999,1
"2319",27,10,3,22,5,2,99,9,999,9,6,5,9999,1
"2320",23,5,7,1,1,1,1,9,999,9,12,1,9999,1
"2321",27,10,3,9,9,1,99,1,40,9,4,7,9999,1
"2322",27,6,7,14,10,2,99,1,25,1,3,11,1987,1
"2323",21,8,6,14,10,2,99,1,21,1,1,1,1997,1
"2324",20,3,6,15,14,2,99,1,16,1,4,1,2008,1
"2325",20,9,1,15,13,2,99,1,45,1,7,2,9999,1
"2326",20,12,1,15,1,1,6,1,22,1,6,1,9999,1
"2327",28,2,7,16,1,2,99,1,49,1,3,4,2001,1
"2328",21,7,3,16,7,2,99,1,33,9,1,10,1992,4
"2329",29,1,5,18,11,1,1,1,21,9,4,1,9999,1
"2330",23,11,2,21,1,1,3,1,27,1,1,3,9999,1
"2331",22,7,4,1,19,2,99,1,24,9,4,99,9999,2
"2332",23,5,7,7,18,2,99,1,25,1,9,6,9999,1
"2333",20,9,1,8,13,2,99,1,48,1,5,99,9999,3
"2334",21,8,6,10,8,2,99,9,999,9,3,1,9999,1
"2335",20,12,1,12,1,2,99,1,32,1,3,3,9999,4
"2336",15,4,4,13,17,2,99,1,24,1,4,1,9999,1
"2337",27,6,7,14,10,2,99,9,999,9,7,7,1998,1
"2338",29,1,5,16,12,2,99,1,999,9,1,6,9999,1
"2339",27,10,3,16,13,2,99,1,32,9,4,99,9999,1
"2340",28,2,7,16,22,2,99,9,999,9,3,1,9999,1
"2341",20,3,6,18,3,2,99,2,18,9,3,9,1998,2
"2342",23,11,2,19,16,2,99,9,999,9,3,3,9999,2
"2343",27,10,3,3,3,2,99,1,22,9,2,2,2005,3
"2344",27,6,7,5,9,1,1,1,24,1,1,5,2007,1
"2345",29,1,5,7,16,2,99,1,38,9,3,6,9999,3
"2346",23,5,7,8,14,2,99,1,28,1,9,3,2007,4
"2347",22,7,4,13,13,2,99,1,31,1,7,2,2006,1
"2348",21,9,2,14,1,1,17,9,999,9,5,2,9999,3
"2349",21,3,7,15,13,2,99,1,21,2,1,1,9999,1
"2350",20,12,1,15,22,2,99,1,19,1,4,1,9999,1
"2351",21,8,6,16,16,2,99,1,27,9,4,99,9999,4
"2352",16,4,5,18,1,1,11,9,999,9,1,99,9999,1
"2353",24,11,3,19,1,1,3,1,22,1,4,5,9999,1
"2354",28,2,7,22,20,2,99,2,18,9,4,1,9999,4
"2355",28,10,4,3,1,1,12,1,22,9,1,4,9999,2
"2356",21,8,6,4,18,2,99,1,24,2,1,5,1997,2
"2357",20,12,1,6,19,2,99,1,45,2,3,9,1998,2
"2358",28,2,7,8,19,2,99,1,35,9,1,99,9999,1
"2359",24,11,3,8,5,2,99,1,50,1,1,2,1989,1
"2360",23,5,7,10,4,2,99,9,999,9,12,6,9999,1
"2361",21,3,7,12,17,2,99,1,62,1,1,9,9999,1
"2362",22,7,4,12,22,2,99,1,23,1,2,5,9999,1
"2363",21,9,2,13,1,2,99,1,17,9,1,2,1997,2
"2364",27,6,7,14,9,1,7,9,999,9,9,3,2003,1
"2365",29,1,5,18,17,2,99,1,32,9,99,99,9999,4
"2366",16,4,5,18,1,1,11,1,43,1,4,5,9999,2
"2367",28,10,4,7,1,2,99,9,999,9,12,99,9999,4
"2368",23,5,7,11,4,2,99,1,22,1,3,1,9999,2
"2369",16,4,5,13,1,1,7,1,27,9,1,5,9999,1
"2370",29,1,5,15,14,1,1,1,17,9,4,1,2007,1
"2371",20,12,1,16,10,2,99,1,42,1,5,2,2008,1
"2372",24,11,3,17,10,2,99,1,25,1,5,2,1999,1
"2373",27,6,7,17,13,2,99,1,39,1,3,11,9999,3
"2374",21,3,7,18,1,1,6,1,39,1,1,3,9999,1
"2375",22,7,4,18,5,2,99,1,38,1,1,6,9999,1
"2376",21,8,6,18,18,2,99,1,27,2,1,2,1998,2
"2377",21,9,2,18,1,2,99,1,27,9,1,2,9999,3
"2378",28,2,7,21,5,2,99,1,19,9,4,9,9999,1
"2379",27,6,7,2,2,2,99,1,38,1,3,5,9999,4
"2380",28,2,7,6,6,2,99,9,999,9,4,99,9999,4
"2381",20,12,1,7,9,2,99,1,34,1,3,3,1996,1
"2382",28,10,4,9,12,2,99,1,35,9,5,2,1984,1
"2383",24,11,3,10,1,2,99,1,18,1,4,1,9999,1
"2384",29,1,5,14,3,2,99,2,26,9,4,1,9999,1
"2385",22,7,4,17,17,1,99,1,999,1,4,3,2008,1
"2386",24,5,1,19,20,2,99,1,23,1,3,4,9999,1
"2387",21,9,2,19,1,2,99,1,29,9,4,1,9999,2
"2388",21,3,7,20,1,1,6,1,19,1,14,1,9999,1
"2389",16,4,5,21,5,2,99,1,53,9,4,99,9999,4
"2390",21,8,6,23,17,2,99,1,28,1,3,5,2009,1
"2391",30,1,6,0,1,1,18,1,35,1,1,2,2009,1
"2392",20,12,1,7,9,2,99,2,35,1,3,1,1998,1
"2393",24,5,1,8,10,2,99,1,39,1,14,1,9999,1
"2394",24,11,3,8,1,1,10,1,34,1,4,5,9999,1
"2395",21,3,7,9,22,2,6,1,27,1,9,1,1999,1
"2396",28,2,7,15,6,2,99,9,999,9,1,99,9999,3
"2397",22,7,4,16,18,1,99,1,47,1,4,5,2007,1
"2398",16,4,5,19,5,2,99,1,25,9,3,2,9999,1
"2399",27,6,7,19,4,2,99,1,30,2,1,6,9999,1
"2400",28,10,4,20,17,2,99,1,24,9,4,99,9999,2
"2401",22,8,7,21,1,1,3,1,42,2,1,5,9999,1
"2402",21,9,2,22,10,1,1,1,28,1,3,2,2010,1
"2403",22,8,7,3,1,1,9,1,37,2,1,6,9999,2
"2404",28,10,4,7,17,1,99,1,52,9,14,99,9999,2
"2405",20,12,1,8,18,2,99,1,26,1,14,1,2010,1
"2406",30,1,6,12,1,2,99,1,36,9,2,5,9999,1
"2407",21,3,7,15,20,2,99,1,51,1,4,1,9999,1
"2408",16,4,5,15,10,2,99,1,51,1,3,5,1990,2
