"","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_v","color_v","modelo_v","causa_ac"
"1",31,1,7,15,2,2,99,9,999,9,5,2,9999,3
"2",29,11,1,22,9,2,99,1,37,1,5,7,9999,3
"3",6,12,1,7,13,2,99,1,55,1,5,99,9999,4
"4",8,8,7,17,16,2,99,1,35,1,3,3,9999,1
"5",9,1,6,20,2,2,99,1,24,9,4,4,9999,1
"6",30,4,5,2,1,1,18,1,22,2,1,4,1994,3
"7",9,12,4,7,7,2,99,9,999,9,5,2,9999,1
"8",31,7,6,8,20,2,99,1,24,1,5,99,9999,1
"9",1,9,3,8,9,2,99,1,50,1,9,3,9999,2
"10",18,9,6,13,1,2,99,1,36,1,2,6,1996,2
"11",12,1,2,23,17,2,99,1,35,9,2,4,9999,1
"12",16,1,6,13,5,2,99,1,35,9,3,9,9999,1
"13",4,12,6,1,1,1,12,1,30,9,1,8,9999,2
"14",15,9,3,3,10,1,99,1,24,9,1,5,9999,2
"15",8,8,7,3,1,1,18,9,999,9,1,99,9999,2
"16",11,12,6,3,1,2,99,1,999,1,4,5,9999,2
"17",25,12,6,4,1,1,7,1,24,9,2,9,1993,2
"18",29,11,1,7,1,2,99,1,30,9,6,99,9999,3
"19",12,2,5,8,18,2,99,1,25,9,1,5,1997,1
"20",9,12,4,8,5,2,99,1,60,9,4,1,2007,1
"21",11,10,1,8,5,2,99,1,41,1,3,2,2009,1
"22",2,6,3,8,1,1,3,1,27,1,7,7,9999,2
"23",13,9,1,8,5,2,99,1,23,9,4,5,2009,1
"24",21,12,2,10,1,2,99,9,999,9,7,6,1990,3
"25",21,3,7,12,17,2,99,1,52,1,5,2,1996,1
"26",7,4,3,15,5,2,99,1,63,1,3,6,9999,1
"27",7,9,2,15,1,1,12,1,33,1,5,2,9999,2
"28",15,11,1,15,1,2,99,1,999,1,6,2,9999,3
"29",19,12,7,16,12,2,99,1,999,9,9,6,9999,3
"30",27,9,1,17,22,2,99,1,26,1,3,5,9999,1
"31",5,7,1,18,4,2,99,1,31,1,1,5,1997,1
"32",14,5,5,18,8,2,99,1,35,1,1,1,9999,1
"33",19,11,5,18,5,2,99,1,40,9,3,11,9999,4
"34",23,2,2,19,1,1,8,1,45,9,1,5,9999,4
"35",18,3,4,19,1,2,99,1,43,9,4,1,9999,2
"36",31,5,1,19,1,2,99,2,27,1,3,9,1995,3
"37",23,7,5,20,5,2,99,1,23,1,4,1,9999,1
"38",1,4,4,20,5,2,99,1,43,1,2,99,9999,4
"39",5,5,3,20,14,2,99,1,46,1,5,7,9999,4
"40",16,3,2,20,5,2,99,1,23,9,1,4,9999,2
"41",31,3,3,20,5,2,99,1,45,2,2,4,9999,4
"42",18,12,6,22,5,2,99,1,35,9,1,4,9999,1
"43",4,10,1,23,5,1,99,1,31,2,3,6,1986,1
"44",8,5,6,23,4,2,99,9,999,9,5,99,9999,1
"45",14,11,7,8,13,2,99,1,56,1,2,3,9999,4
"46",28,2,7,8,2,2,99,1,29,9,1,2,9999,1
"47",6,9,1,15,13,2,99,1,32,1,3,99,9999,1
"48",21,2,7,7,12,2,99,2,40,9,1,3,9999,1
"49",13,9,1,1,1,1,10,9,999,9,1,4,9999,2
"50",23,7,5,8,14,2,99,1,30,1,3,5,2005,4
"51",1,4,4,20,17,1,99,1,22,1,4,3,9999,1
"52",25,12,6,2,16,2,99,1,26,1,1,6,1998,1
"53",5,6,6,2,18,2,99,2,40,1,12,7,2003,4
"54",21,11,7,2,5,2,99,2,28,1,1,3,9999,2
"55",19,11,5,7,14,2,99,9,999,1,12,2,9999,2
"56",28,9,2,8,5,2,99,2,26,9,1,3,2008,1
"57",9,9,4,9,1,2,99,1,38,9,1,2,9999,1
"58",9,5,7,9,10,2,99,1,32,1,3,10,9999,3
"59",16,2,2,11,17,2,99,1,35,9,3,1,1995,1
"60",15,9,3,12,13,1,10,2,50,9,4,99,9999,1
"61",4,4,7,13,18,2,99,1,34,1,12,99,9999,1
"62",30,1,6,13,19,2,99,1,30,9,3,3,9999,1
"63",26,4,1,13,17,2,99,1,35,1,9,2,9999,3
"64",11,4,7,15,4,2,99,1,26,9,4,3,9999,1
"65",19,12,7,15,5,2,99,1,48,9,2,9,9999,1
"66",16,5,7,16,1,1,7,1,27,1,1,5,1997,1
"67",7,6,1,16,6,2,99,1,40,1,3,1,9999,3
"68",10,10,7,19,18,2,99,9,999,9,2,99,9999,2
"69",20,11,6,12,17,2,99,1,38,1,9,11,9999,3
"70",14,12,2,16,12,2,99,1,31,9,3,9,9999,2
"71",10,4,6,17,18,2,99,9,999,9,3,4,9999,4
"72",4,10,1,15,20,2,99,1,999,9,3,99,9999,1
"73",10,5,1,19,5,2,99,1,38,1,4,99,9999,1
"74",12,3,5,20,3,2,99,1,40,9,4,1,9999,1
"75",29,10,5,20,13,2,99,9,999,9,3,3,9999,3
"76",15,10,5,0,19,2,99,1,42,1,3,3,9999,1
"77",20,11,6,0,1,1,99,1,21,1,4,4,9999,1
"78",17,4,6,0,1,1,1,1,19,9,1,5,9999,1
"79",31,1,7,0,22,2,99,1,23,9,4,3,9999,1
"80",23,12,4,0,1,1,1,1,41,1,1,2,2007,1
"81",3,12,5,0,9,1,99,1,25,9,1,3,9999,1
"82",17,2,3,0,3,2,99,1,21,9,3,2,9999,1
"83",16,3,2,0,20,1,99,1,21,9,3,6,1994,3
"84",17,12,5,0,1,1,13,1,18,2,4,3,2007,2
"85",24,1,7,0,10,2,99,1,20,9,2,5,2000,3
"86",21,11,7,0,17,2,99,1,23,1,3,99,9999,2
"87",28,2,7,0,12,2,99,1,23,9,3,11,9999,3
"88",25,12,6,0,20,2,99,1,31,2,4,1,9999,2
"89",1,9,3,1,1,1,18,1,52,1,6,2,2008,1
"90",1,5,6,1,17,2,99,1,24,1,4,99,9999,1
"91",6,11,6,1,1,1,10,1,25,9,1,3,9999,1
"92",19,2,5,1,19,2,99,1,55,9,6,2,2002,1
"93",11,4,7,1,13,2,99,1,40,1,3,99,9999,1
"94",25,7,7,1,21,2,99,1,29,9,4,1,9999,1
"95",30,12,4,1,6,2,99,1,54,9,13,99,9999,1
"96",2,8,1,1,17,2,99,1,24,1,4,1,9999,2
"97",7,6,1,1,2,2,99,1,999,9,9,4,9999,2
"98",13,11,6,1,1,1,5,1,999,9,1,1,2005,4
"99",10,5,1,1,15,2,99,1,36,9,3,6,9999,4
"100",19,2,5,1,5,2,99,1,999,1,6,99,9999,4
"101",18,7,7,1,1,2,10,1,34,9,2,5,9999,2
"102",19,7,1,1,17,2,99,1,28,1,4,2,9999,2
"103",29,1,5,1,1,1,18,1,26,9,2,9,9999,3
"104",22,7,4,1,19,2,99,1,24,9,4,99,9999,2
"105",31,1,7,1,4,2,99,1,21,9,3,99,9999,2
"106",24,7,6,1,19,2,99,1,25,2,4,5,2009,3
"107",3,12,5,2,9,1,99,1,22,9,4,1,2008,1
"108",13,12,1,2,18,2,99,1,19,9,4,5,9999,1
"109",2,6,3,2,1,1,11,1,28,1,4,1,2007,2
"110",1,4,4,2,12,2,99,1,27,2,3,1,1984,2
"111",4,12,6,2,1,1,12,1,29,9,3,2,9999,2
"112",12,3,5,2,1,1,13,1,38,9,4,1,9999,2
"113",17,6,4,2,2,2,99,1,45,1,6,3,9999,4
"114",18,9,6,2,4,2,99,1,40,1,3,2,9999,4
"115",25,10,1,2,3,2,99,1,48,1,5,3,9999,4
"116",27,6,7,2,2,2,99,1,38,1,3,5,9999,4
"117",28,7,3,2,12,2,99,1,62,1,3,4,9999,4
"118",30,8,1,2,15,2,99,1,33,1,4,5,9999,2
"119",2,8,1,3,1,1,1,1,27,1,4,1,9999,1
"120",6,6,7,3,5,2,99,1,51,1,6,14,2002,1
"121",11,1,1,3,5,2,99,1,25,9,4,5,9999,1
"122",17,10,7,3,18,2,99,1,28,1,4,3,9999,1
"123",19,5,3,3,18,2,99,1,36,1,3,5,9999,3
"124",23,7,5,3,1,1,1,1,30,9,4,99,9999,2
"125",31,7,6,3,1,1,7,1,24,2,1,4,9999,2
"126",2,5,7,4,1,2,99,1,30,9,4,5,9999,1
"127",11,8,3,4,5,2,99,1,25,1,4,1,9999,1
"128",15,5,6,4,20,2,99,1,22,1,4,2,2009,1
"129",23,1,6,4,18,2,99,1,38,9,7,1,2000,1
"130",20,3,6,4,10,2,99,9,999,9,5,6,9999,1
"131",24,7,6,4,1,1,6,1,24,1,4,1,2007,1
"132",30,7,5,4,18,1,99,1,28,9,4,3,9999,1
"133",3,10,7,4,1,1,3,1,30,1,1,7,9999,2
"134",6,5,4,4,18,2,99,1,30,9,4,1,9999,2
"135",11,11,4,4,18,2,99,1,31,9,4,99,9999,2
"136",18,2,4,4,1,1,13,1,28,9,11,2,9999,2
"137",16,12,4,4,1,2,99,1,24,2,1,3,9999,2
"138",30,8,1,4,3,2,99,1,37,1,1,14,9999,2
"139",1,4,4,5,1,2,99,1,28,1,3,1,9999,4
"140",2,4,5,5,17,2,99,1,21,1,4,5,2006,2
"141",4,3,4,6,21,2,99,1,28,9,4,99,9999,1
"142",10,2,3,6,1,1,1,1,35,9,7,99,9999,1
"143",8,12,3,6,1,1,12,1,30,9,4,3,9999,1
"144",14,11,7,6,5,2,99,1,33,1,6,3,1997,1
"145",16,10,6,6,1,2,99,2,60,1,1,1,9999,1
"146",15,11,1,6,5,2,99,1,999,1,4,14,9999,1
"147",15,7,4,6,4,2,99,1,28,1,4,1,9999,1
"148",18,5,2,6,4,2,99,9,999,9,12,14,9999,1
"149",24,1,7,6,5,2,99,1,23,9,4,1,2008,1
"150",31,1,7,6,6,2,99,1,44,1,3,3,1999,1
"151",29,5,6,6,19,2,99,1,30,1,1,6,1995,1
"152",11,11,4,6,5,2,99,1,46,9,3,5,9999,2
"153",8,8,7,6,6,2,99,1,29,9,4,1,2005,2
"154",19,6,6,6,15,2,99,1,30,1,4,1,9999,2
"155",21,11,7,6,14,2,99,1,31,1,3,99,9999,4
"156",28,2,7,6,6,2,99,9,999,9,4,99,9999,4
"157",29,5,6,6,1,1,5,1,30,1,1,99,2002,2
"158",21,4,3,6,22,2,99,1,63,1,99,99,9999,2
"159",10,6,4,7,22,2,99,1,23,1,5,2,2007,1
"160",10,11,3,7,11,2,99,1,64,9,4,3,2007,1
"161",18,10,1,7,14,2,99,1,45,1,4,99,9999,1
"162",14,12,2,7,1,1,12,1,25,9,4,4,2008,1
"163",21,2,7,7,14,2,99,1,999,9,9,3,2007,1
"164",21,11,7,7,1,1,12,1,24,1,4,3,9999,1
"165",28,9,2,7,4,2,99,1,35,1,3,2,2005,1
"166",1,3,1,7,1,1,12,1,22,9,12,1,9999,3
"167",6,10,3,7,1,2,99,1,25,1,5,2,9999,2
"168",5,7,1,7,2,2,99,1,22,1,1,6,1996,4
"169",8,10,5,7,4,2,99,1,28,9,3,14,2003,4
"170",16,9,4,7,17,2,99,1,27,1,4,99,9999,2
"171",16,3,2,7,2,2,99,9,999,9,9,3,2007,3
"172",23,10,6,7,9,2,99,1,18,9,5,99,9999,3
"173",26,9,7,7,1,1,1,9,999,9,9,2,9999,2
"174",27,3,6,7,9,2,99,1,31,1,5,2,9999,1
"175",1,5,6,8,1,1,4,1,37,9,4,5,9999,1
"176",1,9,3,8,1,1,9,1,29,1,12,7,1995,1
"177",9,10,6,8,17,2,99,1,33,9,4,1,9999,1
"178",16,6,3,8,5,2,99,1,50,1,4,1,9999,1
"179",15,11,1,8,5,2,99,9,999,9,4,99,9999,1
"180",26,3,5,8,19,2,99,9,999,9,99,99,9999,1
"181",29,4,4,8,19,2,99,1,31,1,5,2,1997,1
"182",31,7,6,8,2,2,99,1,23,9,4,5,2009,1
"183",5,4,1,8,14,2,99,1,40,1,3,2,1989,4
"184",18,11,4,8,7,2,99,1,18,1,3,9,9999,4
"185",16,7,5,8,18,1,99,1,23,1,4,3,9999,1
"186",18,9,6,8,6,2,99,1,25,9,3,1,9999,2
"187",20,3,6,8,5,2,99,1,32,1,4,5,2007,1
"188",8,4,4,9,1,1,10,2,39,1,1,10,2000,1
"189",11,4,7,9,17,2,99,1,22,1,14,1,2005,1
"190",21,8,6,9,1,1,9,1,21,1,4,1,9999,1
"191",17,4,6,9,1,1,11,1,23,9,4,3,9999,1
"192",2,12,4,9,1,2,99,1,36,9,5,1,9999,2
"193",2,3,2,9,17,2,99,1,20,9,3,5,9999,3
"194",8,9,3,9,5,2,99,1,28,9,4,5,9999,4
"195",13,11,6,9,15,2,99,1,31,9,3,1,1987,3
"196",16,3,2,9,14,2,99,1,53,9,3,10,1987,3
"197",30,5,7,9,5,2,99,1,21,1,2,99,9999,13
"198",30,5,7,9,7,2,99,1,999,1,3,2,9999,13
"199",27,3,6,9,5,2,99,1,21,1,4,3,9999,1
"200",31,7,6,9,18,1,99,1,45,9,3,1,9999,2
"201",3,12,5,10,1,1,10,9,999,9,12,1,9999,1
"202",6,2,6,10,2,2,99,1,30,1,4,4,9999,1
"203",6,5,4,10,6,2,99,1,19,1,3,1,1986,1
"204",10,4,6,10,1,2,99,1,22,1,4,5,9999,1
"205",17,12,5,10,4,2,99,1,43,1,4,1,9999,1
"206",25,6,5,10,22,2,99,1,22,1,1,5,2009,1
"207",24,10,7,10,3,2,99,1,19,9,4,3,9999,1
"208",28,1,4,10,5,2,99,1,63,1,5,2,9999,1
"209",23,5,7,10,4,2,99,9,999,9,12,6,9999,1
"210",21,12,2,10,5,2,99,1,40,1,4,3,9999,1
"211",30,7,5,10,1,1,6,9,999,9,9,7,9999,1
"212",12,12,7,10,9,2,99,1,45,1,2,1,9999,4
"213",17,3,3,10,21,2,99,1,55,9,13,99,9999,4
"214",30,5,7,10,15,2,99,1,19,1,4,5,9999,13
"215",3,12,5,11,1,1,7,1,22,9,11,2,2005,2
"216",2,5,7,11,5,2,99,1,58,1,4,5,9999,1
"217",9,2,2,11,10,2,99,1,40,9,4,1,2006,1
"218",19,6,6,11,21,1,99,1,18,1,4,5,9999,1
"219",27,1,3,11,1,1,4,1,34,9,4,5,9999,1
"220",3,9,5,11,16,1,5,1,24,1,4,1,9999,1
"221",17,1,7,11,14,2,99,1,34,9,4,7,9999,4
"222",14,3,7,11,22,2,99,1,18,9,4,99,9999,2
"223",24,1,7,11,21,2,99,1,32,9,3,1,1987,2
"224",23,5,7,11,4,2,99,1,22,1,3,1,9999,2
"225",21,12,2,11,9,2,99,1,40,1,3,3,9999,3
"226",23,3,2,11,5,2,99,1,35,9,6,2,2006,2
"227",27,12,1,11,15,2,99,1,88,9,3,4,9999,4
"228",4,9,6,12,1,1,12,1,19,1,4,5,2006,1
"229",5,10,2,12,2,2,99,1,23,1,4,5,9999,1
"230",15,3,1,12,4,2,99,1,28,9,4,3,9999,1
"231",24,3,3,12,5,2,99,1,27,9,4,99,9999,2
"232",27,9,1,12,5,2,99,1,19,1,4,14,2005,1
"233",5,12,7,12,10,2,99,1,999,1,3,8,1986,4
"234",4,5,2,12,20,2,99,1,28,1,99,99,9999,4
"235",9,11,2,12,3,2,99,1,33,9,5,7,9999,2
"236",16,6,3,12,4,2,99,1,32,1,5,3,1997,13
"237",20,7,2,12,9,2,99,1,32,1,99,1,1995,2
"238",31,7,6,12,4,2,99,1,28,9,3,2,9999,2
"239",7,11,7,13,15,2,99,1,22,9,4,9,9999,1
"240",14,10,4,13,19,2,99,1,51,9,4,2,2010,1
"241",31,1,7,13,6,2,99,1,32,9,4,1,9999,1
"242",8,1,5,13,19,2,99,1,999,2,1,99,9999,2
"243",4,4,7,13,1,1,99,9,999,9,3,4,9999,3
"244",24,1,7,13,16,2,99,9,999,9,5,2,9999,3
"245",2,10,6,14,1,2,99,1,27,2,4,2,9999,1
"246",1,5,6,14,16,2,99,1,34,1,4,5,9999,1
"247",6,8,5,14,4,2,99,1,40,1,3,6,2005,1
"248",15,5,6,14,5,2,99,1,34,1,4,5,9999,1
"249",27,6,7,14,10,2,99,1,32,1,1,2,1994,1
"250",26,8,4,14,18,2,99,1,27,1,3,5,9999,1
"251",5,5,3,14,1,2,99,1,30,9,11,2,2009,3
"252",13,3,6,14,1,1,13,1,23,9,3,5,9999,4
"253",18,10,1,14,18,2,99,1,28,1,3,1,9999,2
"254",17,8,2,14,13,2,99,1,35,1,13,99,9999,3
"255",24,1,7,14,1,2,99,1,59,9,2,99,9999,2
"256",17,2,3,15,17,2,99,1,30,9,2,99,9999,1
"257",12,10,2,15,12,2,99,1,37,2,4,1,9999,1
"258",13,3,6,15,1,1,1,1,18,9,4,1,9999,1
"259",13,3,6,15,22,1,99,1,20,9,4,2,9999,1
"260",18,10,1,15,17,1,99,1,51,1,4,5,9999,1
"261",20,10,3,15,5,2,99,1,38,1,1,3,9999,1
"262",28,8,6,15,1,2,99,1,70,1,1,4,9999,1
"263",25,4,7,15,10,2,99,9,999,9,5,2,9999,1
"264",26,4,1,15,5,2,99,1,55,1,3,1,9999,1
"265",3,2,3,15,13,2,99,1,37,1,3,5,2007,4
"266",15,11,1,15,1,2,99,1,30,9,5,2,9999,3
"267",20,1,3,15,15,2,99,1,27,9,3,3,9999,4
"268",22,2,1,15,5,2,99,1,42,9,3,2,9999,2
"269",24,6,4,15,22,2,99,1,25,1,1,2,1997,2
"270",20,7,2,15,9,2,99,1,31,2,4,99,9999,2
"271",2,8,1,16,5,2,99,1,46,1,3,9,9999,1
"272",5,1,2,16,9,2,99,1,30,1,3,1,1984,1
"273",8,9,3,16,6,2,99,1,999,2,1,1,1997,1
"274",14,7,3,16,10,2,99,1,46,9,3,2,2003,1
"275",15,9,3,16,22,1,99,1,26,1,4,1,9999,1
"276",20,7,2,16,1,2,99,1,34,9,4,5,9999,1
"277",24,10,7,16,9,2,99,1,40,9,1,2,9999,1
"278",15,4,4,16,5,2,99,1,999,1,12,99,9999,1
"279",26,10,2,16,17,2,99,1,24,9,4,3,9999,1
"280",25,3,4,16,20,2,99,1,43,9,4,99,9999,1
"281",28,8,6,16,22,2,99,1,57,1,1,14,1983,1
"282",30,8,1,16,1,1,8,1,18,1,1,4,2007,1
"283",24,4,6,16,2,2,99,1,26,1,5,2,1988,1
"284",3,1,7,16,15,2,99,1,23,9,3,3,1995,3
"285",9,3,2,16,5,2,99,1,48,9,5,99,9999,2
"286",9,9,4,16,18,2,99,1,55,9,3,14,1980,4
"287",5,4,1,16,12,2,99,1,36,1,3,2,9999,2
"288",12,4,1,16,15,2,99,1,27,1,10,2,9999,4
"289",21,7,3,16,7,2,99,1,33,9,1,10,1992,4
"290",24,7,6,16,13,2,99,1,62,1,99,99,9999,3
"291",4,2,4,17,20,2,99,1,19,9,4,99,9999,1
"292",3,12,5,17,1,2,99,1,29,9,1,6,2000,1
"293",5,9,7,17,17,2,99,1,25,1,4,4,9999,1
"294",9,1,6,17,1,1,12,1,20,9,4,1,9999,1
"295",7,8,6,17,3,2,99,1,28,1,1,5,9999,1
"296",7,5,5,17,22,2,99,1,43,1,3,5,1990,1
"297",20,10,3,17,22,2,99,1,36,9,3,4,9999,1
"298",23,1,6,17,1,1,15,1,28,9,1,2,1999,1
"299",16,3,2,17,10,2,99,1,50,9,4,5,2005,1
"300",17,9,5,17,5,1,99,1,35,1,4,5,9999,1
"301",27,6,7,17,19,2,99,1,25,1,2,5,9999,1
"302",21,8,6,17,1,1,2,1,21,9,4,3,9999,1
"303",24,11,3,17,10,2,99,1,25,1,5,2,1999,1
"304",26,5,3,17,20,2,99,9,999,9,2,9,9999,1
"305",25,9,6,17,10,2,99,1,31,9,4,5,2010,1
"306",3,12,5,17,5,2,99,1,38,9,3,2,2004,3
"307",6,11,6,17,16,2,99,1,28,9,7,99,9999,4
"308",10,11,3,17,19,2,99,1,31,9,1,6,9999,2
"309",11,3,4,17,20,2,99,1,30,9,3,1,9999,2
"310",17,1,7,17,20,2,99,1,60,9,3,4,9999,4
"311",18,1,1,17,13,2,99,9,999,9,3,1,9999,4
"312",27,6,7,17,19,2,99,1,45,1,2,5,2002,3
"313",23,3,2,17,18,2,99,1,28,2,4,99,9999,4
"314",25,3,4,17,21,2,99,1,999,9,5,7,1998,4
"315",25,7,7,17,1,1,99,1,25,9,4,5,2007,2
"316",30,8,1,17,18,2,99,1,43,1,2,6,9999,2
"317",30,8,1,17,17,2,99,1,33,1,2,99,9999,3
"318",1,5,6,18,8,2,99,1,24,1,1,3,9999,1
"319",4,7,7,18,18,2,99,1,34,1,99,99,9999,1
"320",4,5,2,18,17,2,99,1,23,1,3,6,9999,1
"321",19,12,7,18,9,2,99,1,23,9,4,99,2010,1
"322",22,7,4,18,5,2,99,1,38,1,1,6,9999,1
"323",28,10,4,18,6,2,99,1,34,9,4,99,9999,1
"324",9,9,4,18,2,2,99,1,36,2,1,2,2005,1
"325",2,4,5,18,19,2,99,1,36,2,4,5,9999,4
"326",4,4,7,18,1,2,99,1,40,9,2,6,9999,4
"327",13,2,6,18,10,2,99,1,38,9,5,6,9999,4
"328",9,9,4,18,11,2,99,1,43,9,4,99,9999,1
"329",7,4,3,18,18,2,99,1,999,9,6,99,9999,3
"330",16,10,6,18,7,2,99,1,24,1,99,99,9999,3
"331",14,3,7,18,21,2,99,1,20,2,2,4,9999,3
"332",10,4,6,18,22,2,99,1,37,1,5,99,9999,2
"333",20,9,1,18,6,2,99,1,45,1,4,99,9999,2
"334",22,8,7,18,6,2,99,1,35,1,3,10,1996,4
"335",31,7,6,18,2,2,99,1,18,9,4,99,9999,2
"336",1,12,3,19,18,2,99,1,38,9,4,3,9999,1
"337",1,1,5,19,18,2,99,1,54,9,4,99,9999,1
"338",4,10,1,19,20,2,99,1,23,9,4,5,9999,1
"339",5,3,5,19,22,2,99,1,999,9,3,99,9999,1
"340",5,3,5,19,22,2,99,1,30,9,1,6,9999,1
"341",14,2,7,19,1,2,99,1,25,9,4,3,9999,1
"342",15,7,4,19,17,2,99,1,25,1,4,5,9999,1
"343",10,4,6,19,17,2,99,1,72,1,4,1,9999,1
"344",17,8,2,19,16,2,99,1,32,1,3,99,9999,1
"345",21,11,7,19,22,2,99,1,26,9,4,99,9999,1
"346",18,9,6,19,2,1,99,9,999,9,2,1,9999,1
"347",18,9,6,19,2,1,99,1,38,9,2,1,9999,1
"348",25,6,5,19,2,2,99,9,999,9,3,1,9999,1
"349",16,4,5,19,5,2,99,1,25,9,1,11,9999,1
"350",22,4,4,19,8,2,99,1,43,9,3,1,9999,1
"351",29,3,1,19,19,1,99,1,52,1,3,4,2008,1
"352",29,3,1,19,19,1,99,1,38,1,9,2,2009,1
"353",30,7,5,19,6,2,99,1,999,9,1,5,9999,1
"354",30,4,5,19,13,2,99,1,33,2,4,1,9999,1
"355",1,7,4,19,20,2,99,1,35,9,99,99,9999,2
"356",3,4,6,19,19,2,99,1,30,9,4,5,9999,4
"357",10,1,7,19,20,2,99,1,25,9,3,1,9999,3
"358",11,9,6,19,3,2,99,1,49,1,4,99,2009,2
"359",11,5,2,19,12,2,99,1,50,9,1,6,9999,4
"360",19,10,2,19,22,2,99,1,20,1,4,3,9999,2
"361",10,4,6,19,18,2,99,1,35,1,5,2,9999,2
"362",19,12,7,19,8,2,99,1,18,9,1,2,9999,4
"363",20,3,6,19,5,2,99,9,999,9,6,99,9999,1
"364",23,3,2,19,1,1,15,1,62,9,1,11,1977,2
"365",30,11,2,19,18,2,99,1,999,1,4,99,9999,2
"366",2,6,3,20,18,2,99,1,32,1,3,3,9999,1
"367",1,4,4,20,17,1,99,1,40,1,3,6,9999,1
"368",1,4,4,20,14,2,99,9,999,2,2,1,1996,3
"369",3,11,3,20,15,2,99,1,27,1,3,3,9999,1
"370",4,9,6,20,20,2,99,1,28,1,1,4,1997,1
"371",11,2,4,20,22,2,99,1,44,9,3,1,9999,1
"372",5,12,7,20,2,2,99,1,22,1,4,1,9999,1
"373",12,6,6,20,11,2,99,1,24,1,4,5,9999,1
"374",16,1,6,20,17,2,99,1,30,9,4,4,9999,1
"375",14,10,4,20,19,2,99,1,45,9,3,6,9999,1
"376",7,4,3,20,9,1,8,1,33,1,4,5,9999,1
"377",15,3,1,20,18,2,99,1,30,9,4,99,9999,1
"378",21,2,7,20,20,2,99,1,39,9,4,5,9999,1
"379",18,9,6,20,9,2,99,1,24,9,4,99,9999,1
"380",28,10,4,20,5,2,99,1,19,9,4,1,9999,1
"381",24,3,3,20,16,2,99,1,55,9,4,1,1993,1
"382",24,3,3,20,3,2,99,1,999,9,1,3,9999,1
"383",30,8,1,20,4,2,99,1,24,1,3,3,9999,1
"384",29,3,1,20,11,2,99,1,999,9,5,99,9999,1
"385",26,4,1,20,6,2,99,1,55,1,4,9,9999,1
"386",1,1,5,20,22,2,99,1,21,9,4,5,9999,4
"387",1,4,4,20,1,1,4,1,45,9,4,3,9999,2
"388",11,2,4,20,21,2,99,1,23,9,1,1,1985,2
"389",8,10,5,20,5,2,99,2,29,9,3,6,9999,2
"390",8,3,1,20,6,2,99,1,28,9,1,3,2006,4
"391",4,4,7,20,1,1,7,1,26,2,4,5,9999,2
"392",9,11,2,20,20,1,1,1,19,9,4,99,9999,2
"393",8,4,4,20,17,2,99,1,35,1,3,4,9999,3
"394",13,8,5,20,16,2,99,1,29,9,4,99,9999,2
"395",15,3,1,20,17,2,99,1,20,9,4,5,9999,2
"396",17,12,5,20,1,1,9,1,25,9,1,1,9999,2
"397",26,6,6,20,17,2,99,1,26,2,4,1,9999,4
"398",30,1,6,20,1,1,13,1,20,9,4,1,2007,2
"399",24,7,6,20,6,2,99,1,34,1,4,5,9999,2
"400",31,8,2,20,5,2,99,1,38,1,4,9,9999,2
"401",1,4,4,21,9,2,99,1,28,1,4,99,9999,1
"402",6,8,5,21,20,2,99,1,34,1,14,1,9999,1
"403",5,5,3,21,5,2,99,1,23,1,4,1,2007,1
"404",13,11,6,21,9,1,5,1,37,9,1,11,1991,1
"405",11,7,7,21,17,2,99,1,50,1,4,1,9999,1
"406",13,12,1,21,1,1,99,1,30,9,4,3,9999,1
"407",23,1,6,21,8,1,1,1,66,9,3,4,1993,1
"408",17,12,5,21,6,2,99,1,38,1,4,3,9999,1
"409",20,7,2,21,18,2,99,1,999,1,4,1,9999,1
"410",29,1,5,21,5,2,99,1,32,9,4,6,2002,1
"411",28,2,7,21,5,2,99,1,19,9,4,9,9999,1
"412",31,1,7,21,9,2,99,1,52,9,3,3,9999,1
"413",25,12,6,21,9,2,99,1,20,9,4,1,2007,1
"414",27,3,6,21,2,2,99,1,37,1,4,3,2009,1
"415",29,4,4,21,1,1,10,1,25,9,4,3,9999,1
"416",2,5,7,21,5,2,99,1,17,1,9,3,2001,2
"417",4,12,6,21,13,2,99,1,60,1,3,2,1984,4
"418",11,12,6,21,2,2,99,1,45,1,99,2,9999,3
"419",16,7,5,21,5,2,99,1,23,1,4,3,9999,2
"420",22,6,2,21,5,2,99,1,45,1,4,1,9999,4
"421",21,11,7,21,22,2,99,1,40,9,3,4,9999,3
"422",25,2,4,21,6,2,99,1,24,2,3,9,1993,3
"423",27,2,6,21,1,2,99,1,41,9,1,1,9999,1
"424",27,6,7,21,5,2,99,1,26,1,4,5,2008,2
"425",28,3,7,21,1,2,99,1,43,1,14,1,9999,2
"426",3,12,5,22,18,2,99,1,34,9,4,4,9999,1
"427",13,2,6,22,12,2,99,1,25,9,4,5,9999,1
"428",11,7,7,22,6,2,99,1,39,1,4,3,9999,1
"429",11,7,7,22,6,2,99,1,19,1,4,1,9999,1
"430",22,6,2,22,1,1,6,1,21,1,4,3,9999,1
"431",18,9,6,22,1,1,12,1,24,1,4,99,9999,2
"432",15,4,4,22,20,2,99,1,27,1,1,11,2003,1
"433",19,12,7,22,5,1,99,1,23,1,4,1,9999,1
"434",22,3,1,22,6,2,99,1,52,9,3,99,9999,1
