"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","Fallecidos_Lesionados","Otro_g_edad_fall_les"
"1",1,1,1,2,5,1,1,101,1,11,1,34,5,1,1,2,5,2,5,5,2,4
"2",2,1,1,2,5,1,1,101,1,11,2,15,4,2,1,2,5,2,5,2,2,3
"3",3,1,1,2,5,1,1,101,1,11,2,34,5,1,1,2,5,2,5,5,2,4
"4",4,1,1,2,0,1,19,1901,2,99,1,21,4,1,4,1,5,2,24,3,1,3
"5",5,1,1,2,0,1,19,1901,2,99,1,22,4,1,4,1,5,2,24,3,2,3
"6",6,1,1,2,18,4,19,1901,2,99,1,19,4,1,3,1,6,3,44,2,2,3
"7",7,1,1,2,18,4,19,1901,2,99,1,11,4,2,3,1,6,3,44,1,2,2
"8",8,1,1,2,18,4,19,1901,2,99,1,13,4,2,3,1,6,3,44,1,2,2
"9",9,1,1,2,18,4,19,1901,2,99,1,23,4,1,3,1,6,3,44,3,2,3
"10",10,1,1,2,18,4,19,1901,2,99,2,15,4,2,3,1,6,3,44,2,2,3
"11",11,1,1,2,18,4,19,1901,2,99,1,19,4,1,3,1,6,3,44,2,2,3
"12",12,1,1,2,18,4,19,1901,2,99,1,15,4,2,3,1,6,3,44,2,2,3
"13",13,1,1,2,18,4,19,1901,2,99,2,17,4,2,3,1,6,3,44,2,2,3
"14",14,1,1,2,18,4,19,1901,2,99,1,19,4,1,3,1,6,3,44,2,2,3
"15",15,1,1,2,18,4,19,1901,2,99,1,16,4,2,3,1,6,3,44,2,2,3
"16",16,1,1,2,0,1,5,502,2,99,1,24,4,1,4,5,4,2,2,3,1,3
"17",17,1,1,2,1,1,12,1217,2,99,1,999,9,1,4,3,6,1,40,11,2,8
"18",18,1,1,2,7,2,13,1322,2,99,2,40,6,1,3,99,6,3,44,7,1,4
"19",19,1,1,2,7,2,13,1322,2,99,1,19,4,1,3,99,6,3,44,2,1,3
"20",20,1,1,2,7,2,13,1322,2,99,1,65,8,1,3,99,6,3,44,10,1,6
"21",21,1,1,2,3,1,18,1801,2,99,1,25,5,1,4,99,6,2,99,4,2,3
"22",22,1,1,2,3,1,18,1801,2,99,1,18,4,1,4,99,6,2,99,2,2,3
"23",23,1,1,2,4,1,3,301,2,99,2,25,5,1,4,99,6,2,99,4,1,3
"24",24,1,1,2,2,1,3,308,2,99,1,22,4,1,4,5,6,2,99,3,1,3
"25",25,2,1,3,15,3,1,101,1,1,2,31,5,1,3,2,4,1,44,5,2,4
"26",26,2,1,3,15,3,1,101,1,1,1,26,5,1,4,99,6,1,99,4,2,3
"27",27,2,1,3,7,2,5,501,2,99,1,32,5,1,4,99,6,1,99,5,2,4
"28",28,2,1,3,18,4,13,1301,1,3,1,999,9,1,4,99,6,1,99,11,2,8
"29",29,2,1,3,10,2,16,1608,2,99,1,43,6,1,12,7,3,3,13,7,2,4
"30",30,2,1,3,10,2,16,1608,2,99,1,30,5,1,12,7,3,3,13,5,2,4
"31",31,2,1,3,10,2,16,1608,2,99,1,35,5,1,12,7,3,3,13,6,2,4
"32",32,2,1,3,10,2,16,1608,2,99,1,37,5,1,12,7,3,3,13,6,2,4
"33",33,2,1,3,10,2,16,1608,2,99,1,53,7,1,12,7,3,3,13,9,2,5
"34",34,2,1,3,10,2,16,1608,2,99,1,28,5,1,12,7,3,3,13,4,2,3
"35",35,2,1,3,10,2,16,1608,2,99,1,38,5,1,12,7,3,3,13,6,1,4
"36",36,2,1,3,22,4,1,101,1,5,2,45,6,1,1,3,6,1,44,8,2,5
"37",37,2,1,3,10,2,6,611,2,99,2,21,4,1,12,99,6,3,99,3,2,3
"38",38,2,1,3,10,2,6,611,2,99,2,40,6,1,12,99,6,3,99,7,2,4
"39",39,2,1,3,10,2,6,611,2,99,1,1,2,2,12,99,6,3,99,1,2,1
"40",40,2,1,3,10,2,6,611,2,99,2,52,7,1,12,99,6,3,99,9,2,5
"41",41,2,1,3,10,2,6,611,2,99,1,8,3,2,12,99,6,3,99,1,2,2
"42",42,2,1,3,10,2,6,611,2,99,2,58,7,1,12,99,6,3,99,10,2,5
"43",43,2,1,3,10,2,6,611,2,99,1,48,6,1,12,99,6,3,99,8,2,5
"44",44,2,1,3,10,2,6,611,2,99,1,53,7,1,12,99,6,3,99,9,2,5
"45",45,2,1,3,7,2,1,101,1,1,1,74,8,1,12,6,6,1,99,10,2,7
"46",46,2,1,3,7,2,1,101,1,1,1,48,6,1,12,6,6,1,99,8,2,5
"47",47,3,1,4,11,2,1,101,1,10,1,37,5,1,12,1,3,1,3,6,2,4
"48",48,3,1,4,11,2,1,101,1,10,2,39,5,1,12,1,3,1,3,6,2,4
"49",49,3,1,4,11,2,1,101,1,10,2,22,4,1,12,1,3,1,3,3,2,3
"50",50,3,1,4,14,3,5,501,1,3,1,22,4,1,4,99,6,1,99,3,1,3
"51",51,3,1,4,19,4,9,917,2,99,1,56,7,1,4,1,6,1,99,10,2,5
"52",52,3,1,4,20,4,13,1301,2,99,1,27,5,1,3,3,6,3,44,4,2,3
"53",53,3,1,4,20,4,13,1301,2,99,1,20,4,1,3,3,6,3,44,3,2,3
"54",54,3,1,4,22,4,2,203,2,99,2,14,4,2,9,2,6,1,20,1,2,2
"55",55,3,1,4,22,4,2,203,2,99,2,56,7,1,9,2,6,1,20,10,2,5
"56",56,3,1,4,22,4,2,203,2,99,1,7,3,2,9,2,6,1,20,1,2,2
"57",57,3,1,4,22,4,2,203,2,99,1,69,8,1,9,2,6,1,20,10,2,6
"58",58,3,1,4,22,4,2,203,2,99,2,41,6,1,9,2,6,1,20,7,2,4
"59",59,3,1,4,22,4,2,203,2,99,2,69,8,1,9,2,6,1,20,10,2,6
"60",60,3,1,4,22,4,2,203,2,99,2,15,4,2,9,2,6,1,20,2,2,3
"61",61,3,1,4,22,4,2,203,2,99,2,14,4,2,9,2,6,1,20,1,2,2
"62",62,3,1,4,22,4,2,203,2,99,2,50,7,1,9,2,6,1,20,9,2,5
"63",63,3,1,4,22,4,2,203,2,99,1,35,5,1,9,2,6,1,20,6,2,4
"64",64,3,1,4,16,3,7,701,2,99,1,75,8,1,9,4,6,3,20,10,2,7
"65",65,3,1,4,16,3,7,701,2,99,2,74,8,1,9,4,6,3,20,10,2,7
"66",66,4,1,5,17,3,1,101,1,9,1,22,4,1,4,5,6,1,42,3,2,3
"67",67,4,1,5,7,2,1,101,1,18,1,39,5,1,4,99,6,3,99,6,2,4
"68",68,4,1,5,6,2,20,2008,2,99,1,9,3,2,1,2,2,1,99,1,2,2
"69",69,4,1,5,6,2,20,2008,2,99,1,31,5,1,1,2,2,1,99,5,2,4
"70",70,4,1,5,6,2,20,2008,2,99,2,29,5,1,1,2,2,1,99,4,2,3
"71",71,4,1,5,6,2,20,2008,2,99,2,13,4,2,1,2,2,1,99,1,2,2
"72",72,4,1,5,6,2,20,2008,2,99,2,15,4,2,1,2,2,1,99,2,2,3
"73",73,4,1,5,6,2,20,2008,2,99,2,12,4,2,1,2,2,1,99,1,2,2
"74",74,4,1,5,15,3,5,501,2,99,1,42,6,1,1,4,6,1,21,7,1,4
"75",75,4,1,5,8,2,10,1001,1,1,1,41,6,1,8,2,6,1,42,7,2,4
"76",76,4,1,5,8,2,10,1001,1,1,1,37,5,1,4,5,6,1,2,6,2,4
"77",77,4,1,5,20,4,9,901,1,7,1,5,3,2,2,4,4,1,42,1,2,2
"78",78,4,1,5,18,4,15,1501,2,99,1,46,6,1,1,99,6,3,99,8,2,5
"79",79,4,1,5,18,4,15,1501,2,99,1,54,7,1,1,99,6,3,99,9,2,5
"80",80,4,1,5,14,3,2,205,2,99,1,13,4,2,3,9,2,4,99,1,1,2
"81",81,4,1,5,17,3,7,701,2,99,1,46,6,1,2,14,6,3,42,8,2,5
"82",82,4,1,5,17,3,7,701,2,99,2,2,2,2,2,14,6,3,42,1,1,1
"83",83,4,1,5,17,3,7,701,2,99,2,43,6,1,2,14,6,3,42,7,1,4
"84",84,5,1,6,12,3,20,2001,2,99,1,17,4,2,4,9,6,1,99,2,2,3
"85",85,5,1,6,12,3,20,2001,2,99,2,34,5,1,4,9,6,1,99,5,2,4
"86",86,5,1,6,8,2,10,1001,2,99,1,34,5,1,4,3,5,1,2,5,2,4
"87",87,5,1,6,7,2,9,919,2,99,1,10,4,2,7,99,6,4,99,1,2,2
"88",88,5,1,6,7,2,9,919,2,99,1,11,4,2,7,99,6,4,99,1,2,2
"89",89,5,1,6,7,2,9,919,2,99,2,7,3,2,7,99,6,4,99,1,2,2
"90",90,5,1,6,7,2,9,919,2,99,1,20,4,1,7,99,6,4,99,3,2,3
"91",91,5,1,6,7,2,9,919,2,99,2,17,4,2,7,99,6,4,99,2,2,3
"92",92,5,1,6,7,2,9,919,2,99,1,19,4,1,7,99,6,4,99,2,2,3
"93",93,5,1,6,7,2,9,919,2,99,2,31,5,1,7,99,6,4,99,5,2,4
"94",94,5,1,6,7,2,9,919,2,99,2,31,5,1,7,99,6,4,99,5,2,4
"95",95,5,1,6,7,2,9,919,2,99,1,37,5,1,7,99,6,4,99,6,2,4
"96",96,5,1,6,7,2,9,919,2,99,2,19,4,1,7,99,6,4,99,2,2,3
"97",97,5,1,6,7,2,9,919,2,99,2,18,4,1,7,99,6,4,99,2,2,3
"98",98,5,1,6,7,2,9,919,2,99,2,21,4,1,7,99,6,4,99,3,2,3
"99",99,5,1,6,7,2,9,919,2,99,2,15,4,2,7,99,6,4,99,2,2,3
"100",100,5,1,6,7,2,9,919,2,99,2,20,4,1,7,99,6,4,99,3,2,3
"101",101,5,1,6,7,2,9,919,2,99,2,7,3,2,7,99,6,4,99,1,2,2
"102",102,5,1,6,7,2,9,919,2,99,1,1,2,2,7,99,6,4,99,1,2,1
"103",103,5,1,6,7,2,9,919,2,99,1,30,5,1,7,99,6,4,99,5,2,4
"104",104,5,1,6,7,2,9,919,2,99,2,13,4,2,7,99,6,4,99,1,2,2
"105",105,5,1,6,7,2,9,919,2,99,2,15,4,2,7,99,6,4,99,2,2,3
"106",106,5,1,6,7,2,9,919,2,99,2,10,4,2,7,99,6,4,99,1,2,2
"107",107,5,1,6,7,2,9,919,2,99,2,15,4,2,7,99,6,4,99,2,2,3
"108",108,5,1,6,7,2,9,919,2,99,1,5,3,2,7,99,6,4,99,1,2,2
"109",109,5,1,6,7,2,9,919,2,99,1,8,3,2,7,99,6,4,99,1,2,2
"110",110,5,1,6,7,2,9,919,2,99,2,19,4,1,7,99,6,4,99,2,2,3
"111",111,5,1,6,7,2,9,919,2,99,2,22,4,1,7,99,6,4,99,3,2,3
"112",112,5,1,6,7,2,9,919,2,99,1,26,5,1,7,99,6,4,99,4,2,3
"113",113,5,1,6,7,2,9,919,2,99,2,39,5,1,7,99,6,4,99,6,2,4
"114",114,5,1,6,7,2,9,919,2,99,2,4,2,2,7,99,6,4,99,1,2,1
"115",115,5,1,6,7,2,9,919,2,99,2,7,3,2,7,99,6,4,99,1,2,2
"116",116,5,1,6,7,2,9,919,2,99,1,18,4,1,7,99,6,4,99,2,2,3
"117",117,5,1,6,7,2,9,919,2,99,2,22,4,1,7,99,6,4,99,3,2,3
"118",118,5,1,6,7,2,9,919,2,99,2,6,3,2,7,99,6,4,99,1,2,2
"119",119,5,1,6,7,2,9,919,2,99,1,24,4,1,7,99,6,4,99,3,2,3
"120",120,5,1,6,7,2,9,919,2,99,2,24,4,1,7,99,6,4,99,3,2,3
"121",121,5,1,6,7,2,9,919,2,99,1,49,6,1,7,99,6,4,99,8,2,5
"122",122,5,1,6,7,2,9,919,2,99,1,59,7,1,7,99,6,4,99,10,2,5
"123",123,5,1,6,7,2,9,919,2,99,2,25,5,1,7,99,6,4,99,4,2,3
"124",124,5,1,6,7,2,9,919,2,99,2,20,4,1,7,99,6,4,99,3,2,3
"125",125,5,1,6,7,2,9,919,2,99,1,9,3,2,7,99,6,4,99,1,2,2
"126",126,5,1,6,7,2,9,919,2,99,2,17,4,2,7,99,6,4,99,2,2,3
"127",127,5,1,6,7,2,9,919,2,99,1,10,4,2,7,99,6,4,99,1,2,2
"128",128,5,1,6,7,2,9,919,2,99,2,26,5,1,7,99,6,4,99,4,2,3
"129",129,5,1,6,7,2,9,919,2,99,1,20,4,1,7,99,6,4,99,3,2,3
"130",130,5,1,6,7,2,9,919,2,99,1,42,6,1,7,99,6,4,99,7,2,4
"131",131,5,1,6,7,2,9,919,2,99,1,24,4,1,7,99,6,4,99,3,2,3
"132",132,5,1,6,7,2,9,919,2,99,2,41,6,1,7,99,6,4,99,7,2,4
"133",133,5,1,6,7,2,9,919,2,99,1,32,5,1,7,99,6,4,99,5,2,4
"134",134,5,1,6,7,2,9,919,2,99,2,35,5,1,7,99,6,4,99,6,2,4
"135",135,5,1,6,7,2,9,919,2,99,1,1,2,2,7,99,6,4,99,1,2,1
"136",136,5,1,6,7,2,9,919,2,99,2,28,5,1,7,99,6,4,99,4,2,3
"137",137,5,1,6,7,2,9,919,2,99,2,1,2,2,7,99,6,4,99,1,2,1
"138",138,5,1,6,7,2,9,919,2,99,1,16,4,2,7,99,6,4,99,2,2,3
"139",139,5,1,6,7,2,9,919,2,99,1,21,4,1,7,99,6,4,99,3,2,3
"140",140,5,1,6,7,2,9,919,2,99,1,61,8,1,7,99,6,4,99,10,2,6
"141",141,5,1,6,7,2,9,919,2,99,1,16,4,2,7,99,6,4,99,2,2,3
"142",142,5,1,6,7,2,9,919,2,99,1,16,4,2,7,99,6,4,99,2,2,3
"143",143,5,1,6,7,2,9,919,2,99,2,25,5,1,7,99,6,4,99,4,2,3
"144",144,5,1,6,7,2,9,919,2,99,1,55,7,1,7,99,6,4,99,10,2,5
"145",145,5,1,6,7,2,9,919,2,99,2,52,7,1,7,99,6,4,99,9,2,5
"146",146,5,1,6,7,2,9,919,2,99,1,8,3,2,7,99,6,4,99,1,2,2
"147",147,5,1,6,7,2,9,919,2,99,2,12,4,2,7,99,6,4,99,1,2,2
"148",148,5,1,6,7,2,9,919,2,99,2,10,4,2,7,99,6,4,99,1,2,2
"149",149,5,1,6,7,2,9,919,2,99,1,52,7,1,7,99,6,4,99,9,2,5
"150",150,5,1,6,7,2,9,919,2,99,1,48,6,1,7,99,6,4,99,8,2,5
"151",151,5,1,6,7,2,9,919,2,99,2,15,4,2,7,99,6,4,99,2,2,3
"152",152,5,1,6,7,2,9,919,2,99,2,12,4,2,7,99,6,4,99,1,2,2
"153",153,5,1,6,7,2,9,919,2,99,2,21,4,1,7,99,6,4,99,3,2,3
"154",154,5,1,6,7,2,9,919,2,99,2,18,4,1,7,99,6,4,99,2,2,3
"155",155,5,1,6,7,2,9,919,2,99,2,13,4,2,7,99,6,4,99,1,2,2
"156",156,5,1,6,7,2,9,919,2,99,2,17,4,2,7,99,6,4,99,2,2,3
"157",157,5,1,6,7,2,9,919,2,99,1,13,4,2,7,99,6,4,99,1,2,2
"158",158,5,1,6,7,2,9,919,2,99,1,24,4,1,7,99,6,4,99,3,2,3
"159",159,5,1,6,7,2,9,919,2,99,2,58,7,1,7,99,6,4,99,10,2,5
"160",160,5,1,6,7,2,9,919,2,99,2,41,6,1,7,99,6,4,99,7,2,4
"161",161,5,1,6,7,2,9,919,2,99,1,17,4,2,7,99,6,4,99,2,2,3
"162",162,5,1,6,7,2,9,919,2,99,2,27,5,1,7,99,6,4,99,4,1,3
"163",163,5,1,6,7,2,9,919,2,99,2,55,7,1,7,99,6,4,99,10,1,5
"164",164,5,1,6,7,2,9,919,2,99,1,14,4,2,7,99,6,4,99,1,1,2
"165",165,5,1,6,23,4,2,201,2,99,1,17,4,2,5,2,6,1,18,2,2,3
"166",166,5,1,6,23,4,2,201,2,99,2,31,5,1,5,2,6,1,18,5,2,4
"167",167,5,1,6,16,3,18,1804,2,99,1,84,8,1,2,4,3,1,44,10,2,7
"168",168,5,1,6,16,3,18,1804,2,99,2,50,7,1,2,4,3,1,44,9,2,5
"169",169,5,1,6,16,3,18,1804,2,99,2,19,4,1,2,4,3,1,44,2,2,3
"170",170,5,1,6,16,3,18,1804,2,99,1,16,4,2,2,4,3,1,44,2,2,3
"171",171,5,1,6,16,3,18,1804,2,99,1,53,7,1,2,4,3,1,44,9,2,5
"172",172,6,1,7,9,2,1,101,1,1,1,37,5,1,3,2,6,1,44,6,2,4
"173",173,6,1,7,9,2,1,101,1,1,1,35,5,1,3,2,6,1,44,6,2,4
"174",174,6,1,7,9,2,1,101,1,1,1,23,4,1,9,7,6,1,34,3,2,3
"175",175,6,1,7,9,2,1,101,1,1,2,31,5,1,9,7,6,1,34,5,2,4
"176",176,6,1,7,9,2,1,101,1,1,1,50,7,1,9,7,6,1,34,9,2,5
"177",177,6,1,7,0,1,1,101,1,9,1,29,5,1,1,5,6,2,32,4,1,3
"178",178,6,1,7,8,2,19,1907,1,99,1,19,4,1,4,99,6,3,42,2,2,3
"179",179,6,1,7,8,2,19,1907,1,99,1,21,4,1,4,99,6,3,42,3,2,3
"180",180,6,1,7,11,2,5,501,1,99,1,88,8,1,4,1,6,1,42,10,1,7
"181",181,6,1,7,19,4,10,1001,1,4,1,24,4,1,4,4,4,3,99,3,2,3
"182",182,6,1,7,0,1,8,805,2,99,2,19,4,1,7,11,6,3,99,2,2,3
"183",183,6,1,7,20,4,2,203,2,99,1,25,5,1,1,2,4,3,46,4,2,3
"184",184,6,1,7,20,4,2,203,2,99,1,18,4,1,1,2,4,3,46,2,2,3
"185",185,6,1,7,20,4,2,203,2,99,1,21,4,1,1,2,4,3,46,3,2,3
"186",186,6,1,7,22,4,14,1404,2,99,2,34,5,1,9,9,3,1,34,5,2,4
"187",187,6,1,7,22,4,14,1404,2,99,2,27,5,1,9,9,3,1,34,4,2,3
"188",188,6,1,7,22,4,14,1404,2,99,2,14,4,2,9,9,3,1,34,1,2,2
"189",189,6,1,7,22,4,14,1404,2,99,1,41,6,1,9,9,3,1,34,7,2,4
"190",190,6,1,7,22,4,14,1404,2,99,1,11,4,2,9,9,3,1,34,1,2,2
"191",191,6,1,7,22,4,14,1404,2,99,2,22,4,1,9,9,3,1,34,3,2,3
"192",192,6,1,7,22,4,14,1404,2,99,1,21,4,1,9,9,3,1,34,3,2,3
"193",193,6,1,7,22,4,14,1404,2,99,1,13,4,2,9,9,3,1,34,1,2,2
"194",194,6,1,7,22,4,14,1404,2,99,1,22,4,1,9,9,3,1,34,3,2,3
"195",195,6,1,7,22,4,14,1404,2,99,2,28,5,1,9,9,3,1,34,4,2,3
"196",196,6,1,7,13,3,4,403,2,99,1,14,4,2,3,4,3,2,44,1,1,2
"197",197,7,1,1,5,1,1,101,1,12,1,25,5,1,6,1,3,1,29,4,2,3
"198",198,7,1,1,19,4,22,2201,2,99,2,4,2,2,2,9,4,3,5,1,1,1
"199",199,7,1,1,13,3,10,1015,2,99,2,21,4,1,14,1,4,3,2,3,2,3
"200",200,7,1,1,13,3,10,1015,2,99,2,53,7,1,14,1,4,3,2,9,2,5
"201",201,7,1,1,13,3,10,1015,2,99,2,31,5,1,14,1,4,3,2,5,2,4
"202",202,7,1,1,13,3,10,1015,2,99,2,39,5,1,14,1,4,3,2,6,2,4
"203",203,7,1,1,13,3,10,1015,2,99,2,13,4,2,14,1,4,3,2,1,2,2
"204",204,7,1,1,15,3,9,921,2,99,1,24,4,1,4,99,5,3,2,3,1,3
"205",205,7,1,1,11,2,8,805,2,99,1,40,6,1,3,99,6,1,44,7,2,4
"206",206,7,1,1,11,2,8,805,2,99,2,40,6,1,3,99,6,1,44,7,2,4
"207",207,7,1,1,2,1,3,314,1,1,1,19,4,1,4,1,6,2,99,2,1,3
"208",208,7,1,1,2,1,3,314,1,1,1,26,5,1,4,1,6,2,99,4,2,3
"209",209,8,1,2,12,3,19,1901,2,99,1,23,4,1,14,99,6,3,99,3,2,3
"210",210,8,1,2,12,3,19,1901,2,99,1,56,7,1,14,99,6,3,99,10,1,5
"211",211,8,1,2,11,2,1,117,1,7,1,34,5,1,4,99,6,1,99,5,2,4
"212",212,8,1,2,11,2,1,117,1,7,1,21,4,1,4,99,6,1,99,3,2,3
"213",213,8,1,2,6,2,4,416,2,99,1,22,4,1,3,6,6,1,5,3,2,3
"214",214,8,1,2,6,2,4,416,2,99,2,28,5,1,3,6,6,1,5,4,2,3
"215",215,8,1,2,6,2,4,416,2,99,2,40,6,1,3,6,6,1,5,7,2,4
"216",216,8,1,2,6,2,4,416,2,99,1,10,4,2,3,6,6,1,5,1,2,2
"217",217,8,1,2,6,2,4,416,2,99,1,18,4,1,3,6,6,1,5,2,2,3
"218",218,8,1,2,6,2,4,416,2,99,1,34,5,1,3,6,6,1,5,5,2,4
"219",219,8,1,2,17,3,19,1908,2,99,1,56,7,1,14,1,6,1,2,10,1,5
"220",220,8,1,2,19,4,12,1222,2,99,2,32,5,1,3,9,6,2,44,5,1,4
"221",221,9,1,3,7,2,1,101,1,11,2,47,6,1,12,99,6,1,22,8,2,5
"222",222,9,1,3,7,2,1,101,1,11,2,72,8,1,12,99,6,1,22,10,2,7
"223",223,9,1,3,7,2,1,101,1,11,1,42,6,1,12,99,6,1,22,7,2,4
"224",224,9,1,3,7,2,1,101,1,11,1,33,5,1,12,99,6,1,22,5,2,4
"225",225,9,1,3,7,2,1,101,1,11,2,68,8,1,12,99,6,1,22,10,2,6
"226",226,9,1,3,7,2,1,101,1,11,1,33,5,1,12,99,6,1,22,5,2,4
"227",227,9,1,3,7,2,1,101,1,11,1,33,5,1,12,99,6,1,22,5,2,4
"228",228,9,1,3,8,2,7,704,2,99,1,56,7,1,9,2,6,3,44,10,2,5
"229",229,9,1,3,8,2,7,704,2,99,2,10,4,2,9,2,6,3,44,1,2,2
"230",230,9,1,3,8,2,7,704,2,99,2,8,3,2,9,2,6,3,44,1,2,2
"231",231,9,1,3,8,2,7,704,2,99,2,52,7,1,9,2,6,3,44,9,2,5
"232",232,9,1,3,8,2,7,704,2,99,1,49,6,1,9,2,6,3,44,8,2,5
"233",233,9,1,3,8,2,7,704,2,99,1,12,4,2,9,2,6,3,44,1,2,2
"234",234,9,1,3,8,2,7,704,2,99,2,25,5,1,9,2,6,3,44,4,2,3
"235",235,9,1,3,8,2,7,704,2,99,1,30,5,1,9,2,6,3,44,5,2,4
"236",236,10,1,4,8,2,1,101,1,11,2,63,8,1,2,5,4,1,4,10,2,6
"237",237,10,1,4,15,3,1,101,1,21,2,18,4,1,4,1,4,1,42,2,2,3
"238",238,10,1,4,11,2,20,2004,2,99,1,56,7,1,3,6,6,3,34,10,2,5
"239",239,10,1,4,11,2,20,2004,2,99,1,85,8,1,3,6,6,3,34,10,2,7
"240",240,10,1,4,11,2,20,2004,2,99,1,11,4,2,3,6,6,3,34,1,2,2
"241",241,10,1,4,7,2,6,601,2,99,1,31,5,1,9,4,4,1,34,5,2,4
"242",242,10,1,4,7,2,6,601,2,99,2,57,7,1,9,4,4,1,34,10,2,5
"243",243,10,1,4,7,2,6,601,2,99,2,52,7,1,9,4,4,1,34,9,2,5
"244",244,10,1,4,20,4,10,1001,2,99,1,25,5,1,4,5,6,3,2,4,2,3
"245",245,10,1,4,14,3,12,1202,2,99,2,50,7,1,9,3,5,1,44,9,2,5
"246",246,10,1,4,4,1,16,1609,2,99,1,32,5,1,1,2,4,1,34,5,2,4
"247",247,10,1,4,5,1,4,401,2,99,1,24,4,1,4,1,6,2,2,3,1,3
"248",248,11,1,5,9,2,1,101,1,1,2,999,9,1,4,1,6,1,24,11,2,8
"249",249,11,1,5,7,2,1,102,2,99,1,999,9,1,1,2,6,1,4,11,2,8
"250",250,11,1,5,19,4,1,115,1,6,1,999,9,1,3,1,6,1,44,11,2,8
"251",251,11,1,5,18,4,5,509,2,99,1,34,5,1,4,9,6,1,2,5,2,4
"252",252,11,1,5,18,4,5,509,2,99,1,58,7,1,99,99,6,1,99,10,2,5
"253",253,11,1,5,8,2,10,1002,2,99,1,35,5,1,4,1,5,1,40,6,2,4
"254",254,11,1,5,5,1,16,1613,2,99,1,32,5,1,9,2,6,1,99,5,2,4
"255",255,11,1,5,5,1,16,1613,2,99,1,55,7,1,9,2,6,1,99,10,2,5
"256",256,11,1,5,5,1,16,1613,2,99,1,55,7,1,9,2,6,1,99,10,2,5
"257",257,11,1,5,5,1,16,1613,2,99,2,34,5,1,9,2,6,1,99,5,2,4
"258",258,11,1,5,5,1,16,1613,2,99,2,8,3,2,9,2,6,1,99,1,2,2
"259",259,11,1,5,5,1,16,1613,2,99,1,22,4,1,9,2,6,1,99,3,2,3
"260",260,11,1,5,5,1,16,1613,2,99,2,37,5,1,9,2,6,1,99,6,2,4
"261",261,11,1,5,5,1,16,1613,2,99,1,10,4,2,9,2,6,1,99,1,2,2
"262",262,11,1,5,5,1,16,1613,2,99,2,34,5,1,9,2,6,1,99,5,2,4
"263",263,11,1,5,5,1,16,1613,2,99,2,10,4,2,9,2,6,1,99,1,2,2
"264",264,11,1,5,5,1,16,1613,2,99,2,8,3,2,9,2,6,1,99,1,2,2
"265",265,11,1,5,16,3,18,1805,2,99,1,31,5,1,5,5,6,2,13,5,2,4
"266",266,11,1,5,16,3,18,1805,2,99,1,46,6,1,5,5,6,2,13,8,2,5
"267",267,11,1,5,16,3,18,1801,2,99,1,44,6,1,4,1,5,1,14,7,2,4
"268",268,12,1,6,21,4,1,101,1,1,1,38,5,1,12,2,6,1,99,6,2,4
"269",269,12,1,6,21,4,1,101,1,1,2,48,6,1,12,2,6,1,99,8,2,5
"270",270,12,1,6,21,4,1,101,1,1,2,13,4,2,12,2,6,1,99,1,2,2
"271",271,12,1,6,21,4,1,101,1,1,2,999,9,1,12,2,6,1,99,11,2,8
"272",272,12,1,6,9,2,1,101,1,18,1,11,4,2,4,99,6,1,99,1,2,2
"273",273,12,1,6,9,2,1,101,1,18,1,8,3,2,4,99,6,1,99,1,2,2
"274",274,12,1,6,9,2,1,101,1,18,2,25,5,1,4,99,6,1,99,4,2,3
"275",275,12,1,6,18,4,1,107,2,99,1,32,5,1,4,99,6,3,99,5,2,4
"276",276,12,1,6,18,4,1,107,2,99,1,33,5,1,4,99,6,3,99,5,2,4
"277",277,12,1,6,21,4,1,101,1,13,1,30,5,1,4,4,6,1,2,5,2,4
"278",278,12,1,6,23,4,1,101,1,12,2,4,2,2,1,9,2,1,37,1,2,1
"279",279,12,1,6,23,4,1,101,1,12,2,32,5,1,1,9,2,1,37,5,2,4
"280",280,12,1,6,23,4,1,101,1,12,1,11,4,2,1,9,2,1,37,1,2,2
"281",281,12,1,6,23,4,1,101,1,12,2,13,4,2,1,9,2,1,37,1,2,2
"282",282,12,1,6,23,4,1,101,1,12,1,18,4,1,1,9,2,1,37,2,2,3
"283",283,12,1,6,23,4,1,101,1,12,1,53,7,1,1,9,2,1,37,9,2,5
"284",284,12,1,6,19,4,1,101,1,7,1,25,5,1,4,99,6,1,99,4,2,3
"285",285,12,1,6,9,2,17,1701,2,99,1,44,6,1,14,99,4,1,2,7,2,4
"286",286,12,1,6,2,1,17,1701,2,99,1,34,5,1,4,99,6,2,99,5,2,4
"287",287,13,1,7,20,4,1,101,1,7,2,31,5,1,1,3,6,1,9,5,2,4
"288",288,13,1,7,15,3,1,108,1,4,1,23,4,1,4,5,6,1,99,3,2,3
"289",289,13,1,7,18,4,20,2001,2,99,2,57,7,1,3,99,6,3,99,10,2,5
"290",290,13,1,7,18,4,20,2001,2,99,2,15,4,2,3,99,6,3,99,2,2,3
"291",291,13,1,7,18,4,20,2001,2,99,2,24,4,1,3,99,6,3,99,3,2,3
"292",292,13,1,7,18,4,20,2001,2,99,2,14,4,2,3,99,6,3,99,1,2,2
