"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","Fallecidos_Lesionados","Otro_g_edad_fall_les"
"1963",1963,9,4,2,13,3,4,401,2,99,1,32,5,1,4,1,6,1,99,5,2,4
"1964",1964,10,4,3,7,2,1,101,1,1,1,19,4,1,4,1,6,1,21,2,2,3
"1965",1965,10,4,3,9,2,1,101,1,1,1,30,5,1,4,1,6,1,2,5,2,4
"1966",1966,10,4,3,15,3,1,101,1,10,1,18,4,1,4,5,6,1,14,2,2,3
"1967",1967,10,4,3,17,3,1,101,1,7,1,25,5,1,4,1,6,1,42,4,2,3
"1968",1968,10,4,3,21,4,20,2001,2,99,2,48,6,1,12,99,6,1,44,8,2,5
"1969",1969,10,4,3,21,4,20,2001,2,99,2,18,4,1,12,99,6,1,44,2,2,3
"1970",1970,10,4,3,21,4,20,2001,2,99,2,56,7,1,12,99,6,1,44,10,2,5
"1971",1971,10,4,3,21,4,20,2001,2,99,2,7,3,2,12,99,6,1,44,1,2,2
"1972",1972,10,4,3,21,4,20,2001,2,99,2,17,4,2,12,99,6,1,44,2,2,3
"1973",1973,10,4,3,16,3,14,1406,2,99,1,43,6,1,3,2,4,3,44,7,2,4
"1974",1974,10,4,3,16,3,14,1406,2,99,1,19,4,1,3,2,4,3,44,2,2,3
"1975",1975,10,4,3,16,3,14,1406,2,99,2,20,4,1,3,2,4,3,44,3,2,3
"1976",1976,10,4,3,21,4,4,415,2,99,2,19,4,1,4,99,6,3,99,2,2,3
"1977",1977,10,4,3,21,4,4,415,2,99,1,20,4,1,4,99,6,3,99,3,2,3
"1978",1978,10,4,3,21,4,4,415,2,99,1,19,4,1,4,99,6,3,99,2,2,3
"1979",1979,10,4,3,21,4,4,415,2,99,1,13,4,2,4,99,6,3,99,1,2,2
"1980",1980,11,4,4,9,2,1,101,1,1,1,30,5,1,4,3,3,1,2,5,2,4
"1981",1981,11,4,4,9,2,1,101,1,1,1,32,5,1,4,3,4,1,2,5,2,4
"1982",1982,11,4,4,20,4,1,101,1,17,1,27,5,1,4,5,4,1,21,4,2,3
"1983",1983,11,4,4,20,4,1,101,1,13,1,21,4,1,4,3,4,1,42,3,2,3
"1984",1984,11,4,4,20,4,22,2214,2,99,1,22,4,1,1,4,6,2,46,3,2,3
"1985",1985,11,4,4,20,4,22,2214,2,99,1,29,5,1,1,4,6,2,46,4,2,3
"1986",1986,11,4,4,20,4,22,2214,2,99,1,24,4,1,1,4,6,2,46,3,2,3
"1987",1987,11,4,4,23,4,5,502,2,99,2,35,5,1,1,9,6,1,44,6,2,4
"1988",1988,11,4,4,23,4,5,502,2,99,2,13,4,2,1,9,6,1,44,1,2,2
"1989",1989,11,4,4,23,4,5,502,2,99,2,16,4,2,1,9,6,1,44,2,2,3
"1990",1990,11,4,4,23,4,5,502,2,99,1,9,3,2,1,9,6,1,44,1,2,2
"1991",1991,11,4,4,22,4,10,1009,2,99,1,29,5,1,14,1,6,2,2,4,2,3
"1992",1992,11,4,4,18,4,10,1002,2,99,1,21,4,1,4,1,6,1,99,3,2,3
"1993",1993,11,4,4,18,4,10,1002,2,99,1,21,4,1,4,1,6,1,99,3,2,3
"1994",1994,11,4,4,18,4,10,1002,2,99,1,24,4,1,4,1,6,1,99,3,2,3
"1995",1995,11,4,4,22,4,9,901,2,99,1,35,5,1,1,99,3,1,99,6,2,4
"1996",1996,11,4,4,5,1,15,1508,2,99,1,28,5,1,5,2,5,1,20,4,2,3
"1997",1997,11,4,4,5,1,15,1508,2,99,2,65,8,1,7,2,5,1,99,10,2,6
"1998",1998,11,4,4,5,1,15,1508,2,99,1,29,5,1,7,2,5,1,99,4,2,3
"1999",1999,11,4,4,5,1,15,1508,2,99,1,28,5,1,7,2,5,1,99,4,2,3
"2000",2000,11,4,4,5,1,15,1508,2,99,1,31,5,1,7,2,5,1,99,5,2,4
"2001",2001,11,4,4,5,1,15,1508,2,99,1,24,4,1,7,2,5,1,99,3,2,3
"2002",2002,11,4,4,5,1,15,1508,2,99,1,23,4,1,7,2,5,1,99,3,2,3
"2003",2003,11,4,4,5,1,15,1508,2,99,2,28,5,1,7,2,5,1,99,4,2,3
"2004",2004,11,4,4,23,4,18,1801,2,99,2,17,4,2,4,1,5,1,40,2,2,3
"2005",2005,11,4,4,17,3,7,707,2,99,1,18,4,1,4,5,6,1,24,2,2,3
"2006",2006,11,4,4,18,4,4,401,2,99,2,27,5,1,3,2,2,1,44,4,2,3
"2007",2007,11,4,4,18,4,4,401,2,99,1,26,5,1,3,2,2,1,44,4,2,3
"2008",2008,11,4,4,21,4,4,416,2,99,1,42,6,1,1,1,3,1,34,7,2,4
"2009",2009,11,4,4,21,4,4,416,2,99,1,30,5,1,1,1,3,1,34,5,2,4
"2010",2010,12,4,5,1,1,1,102,1,16,2,20,4,1,2,9,4,1,30,3,2,3
"2011",2011,12,4,5,1,1,1,102,1,16,1,20,4,1,2,4,5,1,30,3,2,3
"2012",2012,12,4,5,22,4,5,501,2,99,1,30,5,1,4,1,6,1,99,5,2,4
"2013",2013,12,4,5,10,2,8,801,2,99,1,30,5,1,12,6,3,3,13,5,2,4
"2014",2014,12,4,5,16,3,8,801,2,99,1,53,7,1,3,1,3,1,44,9,2,5
"2015",2015,12,4,5,16,3,8,801,2,99,1,53,7,1,3,1,3,1,44,9,2,5
"2016",2016,13,4,6,15,3,1,101,1,12,1,19,4,1,4,99,6,1,99,2,2,3
"2017",2017,13,4,6,6,2,1,101,1,18,2,9,3,2,1,4,6,1,99,1,2,2
"2018",2018,13,4,6,6,2,1,101,1,18,2,9,3,2,1,4,6,1,99,1,2,2
"2019",2019,13,4,6,6,2,1,101,1,18,1,30,5,1,1,4,6,1,99,5,2,4
"2020",2020,13,4,6,6,2,1,101,1,18,1,45,6,1,1,4,6,1,99,8,2,5
"2021",2021,13,4,6,6,2,1,101,1,18,2,38,5,1,1,4,6,1,99,6,2,4
"2022",2022,13,4,6,15,3,1,102,1,3,1,27,5,1,1,6,3,1,21,4,2,3
"2023",2023,13,4,6,15,3,1,102,1,3,2,18,4,1,1,6,3,1,21,2,2,3
"2024",2024,13,4,6,15,3,1,102,1,3,1,28,5,1,1,9,2,1,44,4,2,3
"2025",2025,13,4,6,6,2,1,101,1,12,1,23,4,1,4,5,6,3,2,3,1,3
"2026",2026,13,4,6,22,4,5,501,1,1,1,23,4,1,4,2,4,2,2,3,2,3
"2027",2027,13,4,6,11,2,5,501,2,99,2,34,5,1,1,4,2,1,20,5,2,4
"2028",2028,13,4,6,2,1,5,501,2,99,1,36,5,1,99,99,6,1,99,6,1,4
"2029",2029,13,4,6,17,3,5,501,2,99,1,52,7,1,4,99,6,3,99,9,1,5
"2030",2030,13,4,6,22,4,6,601,2,99,1,24,4,1,4,3,6,1,42,3,2,3
"2031",2031,13,4,6,22,4,6,601,2,99,1,20,4,1,4,3,6,1,42,3,2,3
"2032",2032,14,4,7,6,2,1,110,1,7,1,30,5,1,1,9,3,3,21,5,2,4
"2033",2033,14,4,7,3,1,21,2101,1,2,1,40,6,1,9,3,4,2,44,7,2,4
"2034",2034,14,4,7,3,1,21,2101,1,2,1,50,7,1,9,3,4,2,44,9,2,5
"2035",2035,14,4,7,15,3,11,1101,2,99,1,35,5,1,1,99,6,2,99,6,2,4
"2036",2036,14,4,7,19,4,11,1101,2,99,2,22,4,1,3,10,2,3,32,3,2,3
"2037",2037,14,4,7,19,4,11,1101,2,99,2,22,4,1,3,10,2,3,32,3,2,3
"2038",2038,14,4,7,19,4,11,1101,2,99,2,22,4,1,3,10,2,3,32,3,2,3
"2039",2039,14,4,7,19,4,11,1101,2,99,1,25,5,1,3,10,2,3,32,4,2,3
"2040",2040,14,4,7,19,4,11,1101,2,99,1,24,4,1,3,10,2,3,32,3,2,3
"2041",2041,14,4,7,11,2,11,1101,2,99,1,33,5,1,4,5,4,2,42,5,1,4
"2042",2042,14,4,7,11,2,11,1101,2,99,2,8,3,2,4,5,4,2,42,1,1,2
"2043",2043,14,4,7,22,4,12,1201,2,99,1,26,5,1,3,11,5,1,44,4,2,3
"2044",2044,14,4,7,22,4,12,1201,2,99,1,61,8,1,3,11,5,1,44,10,2,6
"2045",2045,14,4,7,22,4,12,1201,2,99,2,22,4,1,3,11,5,1,44,3,2,3
"2046",2046,14,4,7,22,4,12,1201,2,99,1,13,4,2,3,11,5,1,44,1,2,2
"2047",2047,14,4,7,22,4,12,1201,2,99,1,27,5,1,3,11,5,1,44,4,2,3
"2048",2048,14,4,7,22,4,12,1201,2,99,2,26,5,1,3,11,5,1,44,4,2,3
"2049",2049,14,4,7,22,4,12,1201,2,99,2,18,4,1,3,11,5,1,44,2,2,3
"2050",2050,14,4,7,22,4,12,1201,2,99,1,31,5,1,3,11,5,1,44,5,2,4
"2051",2051,14,4,7,18,4,12,1201,2,99,1,21,4,1,4,3,6,3,24,3,1,3
"2052",2052,14,4,7,0,1,18,1801,2,99,1,28,5,1,4,99,5,3,2,4,2,3
"2053",2053,15,4,1,17,3,1,101,1,10,1,66,8,1,4,99,6,1,99,10,2,6
"2054",2054,15,4,1,17,3,1,101,1,10,1,22,4,1,4,99,6,1,99,3,2,3
"2055",2055,15,4,1,1,1,1,101,1,18,1,48,6,1,1,1,4,2,46,8,2,5
"2056",2056,15,4,1,1,1,1,101,1,18,1,67,8,1,1,1,4,2,46,10,2,6
"2057",2057,15,4,1,0,1,12,1201,2,99,1,13,4,2,3,99,6,3,99,1,2,2
"2058",2058,15,4,1,0,1,12,1201,2,99,2,50,7,1,3,99,6,3,99,9,2,5
"2059",2059,15,4,1,23,4,17,1701,2,99,1,19,4,1,4,1,6,1,42,2,2,3
"2060",2060,15,4,1,23,4,17,1701,2,99,1,19,4,1,4,1,6,1,2,2,2,3
"2061",2061,16,4,2,12,3,1,102,2,99,2,20,4,1,4,3,6,1,2,3,2,3
"2062",2062,16,4,2,18,4,21,2101,2,99,1,50,7,1,4,1,6,1,31,9,2,5
"2063",2063,16,4,2,6,2,5,501,2,99,1,40,6,1,3,2,4,1,32,7,2,4
"2064",2064,16,4,2,21,4,12,1201,2,99,1,4,2,2,3,99,6,2,99,1,2,1
"2065",2065,16,4,2,21,4,12,1201,2,99,2,26,5,1,3,99,6,2,99,4,2,3
"2066",2066,16,4,2,21,4,12,1201,2,99,2,16,4,2,3,99,6,2,99,2,2,3
"2067",2067,16,4,2,21,4,12,1201,2,99,1,66,8,1,3,99,6,2,99,10,2,6
"2068",2068,16,4,2,21,4,12,1201,2,99,1,14,4,2,3,99,6,2,99,1,2,2
"2069",2069,16,4,2,21,4,12,1201,2,99,2,16,4,2,3,99,6,2,99,2,2,3
"2070",2070,16,4,2,21,4,12,1201,2,99,2,13,4,2,3,99,6,2,99,1,2,2
"2071",2071,16,4,2,21,4,12,1201,2,99,1,3,2,2,3,99,6,2,99,1,2,1
"2072",2072,16,4,2,21,4,12,1201,2,99,2,55,7,1,3,99,6,2,99,10,2,5
"2073",2073,16,4,2,21,4,12,1201,2,99,1,41,6,1,3,99,6,2,99,7,2,4
"2074",2074,16,4,2,21,4,12,1201,2,99,1,29,5,1,3,99,6,2,99,4,2,3
"2075",2075,16,4,2,17,3,12,1201,2,99,1,44,6,1,2,3,6,2,99,7,2,4
"2076",2076,16,4,2,17,3,12,1201,2,99,1,7,3,2,2,3,6,2,99,1,2,2
"2077",2077,16,4,2,17,3,12,1201,2,99,2,38,5,1,2,3,6,2,99,6,2,4
"2078",2078,16,4,2,11,2,13,1301,2,99,1,53,7,1,4,99,6,2,99,9,1,5
"2079",2079,16,4,2,10,2,8,801,2,99,2,17,4,2,5,2,6,3,34,2,2,3
"2080",2080,16,4,2,10,2,8,801,2,99,2,49,6,1,5,2,6,3,34,8,2,5
"2081",2081,16,4,2,10,2,8,801,2,99,1,24,4,1,5,2,6,3,34,3,2,3
"2082",2082,16,4,2,10,2,8,801,2,99,1,36,5,1,5,2,6,3,34,6,2,4
"2083",2083,16,4,2,10,2,8,801,2,99,1,25,5,1,5,2,6,3,34,4,2,3
"2084",2084,16,4,2,1,1,2,201,2,99,1,47,6,1,5,2,6,1,19,8,2,5
"2085",2085,16,4,2,1,1,2,201,2,99,2,43,6,1,5,2,6,1,19,7,2,4
"2086",2086,16,4,2,1,1,2,201,2,99,1,9,3,2,5,2,6,1,19,1,2,2
"2087",2087,17,4,3,13,3,1,101,1,1,1,14,4,2,4,5,4,1,2,1,2,2
"2088",2088,17,4,3,22,4,1,101,1,7,2,15,4,2,4,1,5,1,42,2,2,3
"2089",2089,17,4,3,22,4,1,101,1,7,2,15,4,2,4,1,5,1,42,2,2,3
"2090",2090,17,4,3,15,3,1,101,1,21,2,21,4,1,10,2,6,2,44,3,2,3
"2091",2091,17,4,3,9,2,5,501,2,99,1,37,5,1,4,5,6,1,14,6,2,4
"2092",2092,17,4,3,22,4,6,603,2,99,1,18,4,1,4,7,5,2,45,2,2,3
"2093",2093,17,4,3,22,4,6,603,2,99,1,25,5,1,4,7,5,2,45,4,2,3
"2094",2094,17,4,3,13,3,6,602,2,99,1,45,6,1,2,6,3,2,42,8,1,5
"2095",2095,17,4,3,16,3,11,1109,2,99,1,6,3,2,3,4,6,2,9,1,1,2
"2096",2096,17,4,3,16,3,11,1109,2,99,1,12,4,2,3,4,6,2,9,1,1,2
"2097",2097,17,4,3,16,3,11,1109,2,99,1,13,4,2,3,4,6,2,9,1,2,2
"2098",2098,17,4,3,6,2,9,912,2,99,1,50,7,1,3,5,6,3,44,9,1,5
"2099",2099,17,4,3,6,2,9,912,2,99,1,25,5,1,3,5,6,3,44,4,2,3
"2100",2100,17,4,3,6,2,9,912,2,99,1,58,7,1,3,5,6,3,44,10,2,5
"2101",2101,17,4,3,23,4,16,1614,2,99,2,38,5,1,3,2,6,4,44,6,2,4
"2102",2102,17,4,3,23,4,16,1614,2,99,2,24,4,1,3,2,6,4,44,3,2,3
"2103",2103,17,4,3,23,4,16,1614,2,99,2,48,6,1,3,2,6,4,44,8,2,5
"2104",2104,17,4,3,23,4,16,1614,2,99,2,32,5,1,3,2,6,4,44,5,2,4
"2105",2105,17,4,3,23,4,16,1614,2,99,2,21,4,1,3,2,6,4,44,3,2,3
"2106",2106,17,4,3,23,4,16,1614,2,99,1,52,7,1,3,2,6,4,44,9,2,5
"2107",2107,17,4,3,23,4,16,1614,2,99,2,48,6,1,3,2,6,4,44,8,2,5
"2108",2108,17,4,3,23,4,16,1614,2,99,2,23,4,1,3,2,6,4,44,3,2,3
"2109",2109,17,4,3,23,4,16,1614,2,99,2,14,4,2,3,2,6,4,44,1,2,2
"2110",2110,17,4,3,23,4,16,1614,2,99,2,22,4,1,3,2,6,4,44,3,2,3
"2111",2111,17,4,3,23,4,16,1614,2,99,2,48,6,1,3,2,6,4,44,8,2,5
"2112",2112,17,4,3,10,2,4,401,1,1,2,33,5,1,14,1,6,1,2,5,2,4
"2113",2113,17,4,3,10,2,4,401,1,1,1,17,4,2,4,5,6,1,99,2,2,3
"2114",2114,17,4,3,17,3,3,312,2,99,1,18,4,1,4,2,6,1,99,2,2,3
"2115",2115,18,4,4,9,2,5,502,2,99,1,47,6,1,6,2,3,4,99,8,2,5
"2116",2116,18,4,4,9,2,5,502,2,99,2,18,4,1,7,99,6,1,99,2,2,3
"2117",2117,18,4,4,9,2,5,502,2,99,2,25,5,1,7,99,6,1,99,4,2,3
"2118",2118,18,4,4,9,2,5,502,2,99,1,25,5,1,7,99,6,1,99,4,2,3
"2119",2119,18,4,4,9,2,5,502,2,99,1,30,5,1,7,99,6,1,99,5,2,4
"2120",2120,18,4,4,9,2,5,502,2,99,1,38,5,1,7,99,6,1,99,6,2,4
"2121",2121,18,4,4,9,2,5,502,2,99,1,37,5,1,7,99,6,1,99,6,2,4
"2122",2122,18,4,4,11,2,5,501,2,99,2,35,5,1,4,5,5,1,21,6,1,4
"2123",2123,18,4,4,18,4,5,505,2,99,1,40,6,1,4,1,6,1,49,7,1,4
"2124",2124,18,4,4,16,3,10,1003,1,99,2,20,4,1,4,4,4,1,41,3,2,3
"2125",2125,18,4,4,16,3,10,1003,1,99,1,3,2,2,4,4,4,1,41,1,2,1
"2126",2126,18,4,4,16,3,10,1003,1,99,1,11,4,2,4,4,4,1,41,1,2,2
"2127",2127,18,4,4,16,3,10,1003,1,99,2,7,3,2,4,4,4,1,41,1,2,2
"2128",2128,18,4,4,16,3,9,920,2,99,1,35,5,1,1,1,3,1,32,6,2,4
"2129",2129,18,4,4,7,2,2,201,2,99,1,34,5,1,3,2,6,1,40,5,2,4
"2130",2130,18,4,4,7,2,2,201,2,99,1,51,7,1,3,2,6,1,40,9,2,5
"2131",2131,18,4,4,7,2,2,201,2,99,2,45,6,1,3,2,6,1,40,8,1,5
"2132",2132,18,4,4,7,2,1,101,1,4,1,25,5,1,4,5,6,1,2,4,1,3
"2133",2133,18,4,4,20,4,1,101,1,19,2,28,5,1,4,99,6,1,99,4,2,3
"2134",2134,19,4,5,6,2,1,101,1,18,1,37,5,1,12,99,6,1,22,6,1,4
"2135",2135,19,4,5,8,2,1,101,1,10,1,24,4,1,4,1,6,1,99,3,2,3
"2136",2136,19,4,5,19,4,22,2202,2,99,2,31,5,1,1,4,6,2,32,5,1,4
"2137",2137,19,4,5,19,4,22,2202,2,99,2,26,5,1,1,4,6,2,32,4,1,3
"2138",2138,19,4,5,19,4,22,2202,2,99,2,27,5,1,1,4,6,2,32,4,2,3
"2139",2139,19,4,5,19,4,10,1010,2,99,2,39,5,1,14,1,4,3,2,6,2,4
"2140",2140,19,4,5,19,4,10,1010,2,99,2,32,5,1,14,1,4,3,2,5,2,4
"2141",2141,19,4,5,19,4,10,1010,2,99,2,29,5,1,14,1,4,3,2,4,2,3
"2142",2142,19,4,5,19,4,10,1010,2,99,1,21,4,1,14,1,4,3,2,3,2,3
"2143",2143,19,4,5,0,1,11,1102,2,99,1,43,6,1,4,5,5,3,41,7,2,4
"2144",2144,19,4,5,0,1,11,1102,2,99,1,35,5,1,4,5,5,3,41,6,2,4
"2145",2145,19,4,5,21,4,9,920,2,99,1,36,5,1,3,3,6,1,23,6,2,4
"2146",2146,19,4,5,20,4,15,1507,2,99,2,60,8,1,1,3,6,1,44,10,2,6
"2147",2147,19,4,5,17,3,2,204,2,99,2,48,6,1,3,4,3,1,44,8,2,5
"2148",2148,19,4,5,15,3,18,1805,2,99,1,53,7,1,4,5,6,1,21,9,2,5
"2149",2149,20,4,6,14,3,1,108,2,6,1,28,5,1,3,5,6,2,44,4,2,3
"2150",2150,20,4,6,19,4,1,105,1,6,2,2,2,2,1,4,3,1,37,1,2,1
"2151",2151,20,4,6,19,4,22,2201,2,99,1,19,4,1,4,99,6,2,99,2,2,3
"2152",2152,20,4,6,19,4,22,2201,2,99,1,23,4,1,4,99,6,2,99,3,2,3
"2153",2153,20,4,6,19,4,22,2201,2,99,2,24,4,1,4,99,6,2,99,3,2,3
"2154",2154,20,4,6,23,4,22,2201,2,99,1,999,9,1,4,5,6,1,99,11,1,8
"2155",2155,20,4,6,18,4,21,2101,2,99,1,60,8,1,5,2,2,3,99,10,2,6
"2156",2156,20,4,6,18,4,21,2101,2,99,1,43,6,1,5,2,2,3,99,7,2,4
"2157",2157,20,4,6,18,4,21,2101,2,99,1,35,5,1,5,2,2,3,99,6,2,4
"2158",2158,20,4,6,18,4,21,2101,2,99,1,7,3,2,5,2,2,3,99,1,2,2
"2159",2159,20,4,6,18,4,21,2101,2,99,1,10,4,2,5,2,2,3,99,1,2,2
"2160",2160,20,4,6,22,4,12,1217,1,2,1,38,5,1,6,3,4,1,15,6,1,4
"2161",2161,20,4,6,0,1,13,1301,2,99,1,40,6,1,4,4,6,1,42,7,2,4
"2162",2162,20,4,6,10,2,16,1615,2,99,1,34,5,1,4,5,6,1,99,5,2,4
"2163",2163,20,4,6,10,2,16,1615,2,99,1,16,4,2,4,5,6,1,99,2,2,3
"2164",2164,20,4,6,21,4,2,207,2,99,1,28,5,1,4,5,6,1,99,4,2,3
"2165",2165,20,4,6,1,1,17,1705,2,99,1,65,8,1,3,6,6,2,99,10,2,6
"2166",2166,20,4,6,0,1,4,401,2,99,1,41,6,1,1,4,6,1,32,7,1,4
"2167",2167,20,4,6,0,1,4,401,2,99,2,18,4,1,1,4,6,1,32,2,2,3
"2168",2168,20,4,6,19,4,5,501,2,99,1,47,6,1,9,4,6,1,37,8,1,5
"2169",2169,20,4,6,19,4,5,501,2,99,2,23,4,1,9,4,6,1,37,3,2,3
"2170",2170,20,4,6,19,4,5,501,2,99,2,55,7,1,9,4,6,1,37,10,2,5
"2171",2171,20,4,6,19,4,5,501,2,99,1,31,5,1,9,4,6,1,37,5,2,4
"2172",2172,20,4,6,19,4,5,501,2,99,1,36,5,1,9,4,6,1,37,6,2,4
"2173",2173,20,4,6,19,4,5,501,2,99,1,31,5,1,9,4,6,1,37,5,2,4
"2174",2174,20,4,6,19,4,5,501,2,99,2,31,5,1,9,4,6,1,37,5,2,4
"2175",2175,20,4,6,19,4,5,501,2,99,2,16,4,2,9,4,6,1,37,2,2,3
"2176",2176,20,4,6,19,4,5,501,2,99,2,14,4,2,9,4,6,1,37,1,2,2
"2177",2177,20,4,6,19,4,5,501,2,99,2,11,4,2,9,4,6,1,37,1,2,2
"2178",2178,20,4,6,19,4,5,501,2,99,2,6,3,2,9,4,6,1,37,1,2,2
"2179",2179,20,4,6,22,4,19,1901,2,99,1,30,5,1,1,4,6,1,32,5,1,4
"2180",2180,20,4,6,22,4,19,1901,2,99,1,26,5,1,1,4,6,1,32,4,1,3
"2181",2181,20,4,6,3,1,1,101,1,19,2,30,5,1,1,4,6,2,99,5,2,4
"2182",2182,21,4,7,10,2,1,101,1,21,2,30,5,1,12,7,3,2,22,5,2,4
"2183",2183,21,4,7,10,2,1,101,1,21,2,999,9,2,12,7,3,2,22,11,2,8
"2184",2184,21,4,7,23,4,19,1903,2,99,1,26,5,1,1,4,4,2,32,4,1,3
"2185",2185,21,4,7,10,2,5,502,2,99,1,47,6,1,12,99,6,1,99,8,2,5
"2186",2186,21,4,7,10,2,5,502,2,99,1,47,6,1,12,99,6,1,99,8,1,5
"2187",2187,21,4,7,22,4,9,901,2,99,1,30,5,1,1,5,6,2,21,5,1,4
"2188",2188,21,4,7,12,3,2,202,2,99,1,27,5,1,4,5,4,3,21,4,1,3
"2189",2189,22,4,1,8,2,1,115,1,5,1,28,5,1,4,5,6,1,21,4,2,3
"2190",2190,22,4,1,17,3,19,1901,2,99,2,28,5,1,1,7,3,1,5,4,2,3
"2191",2191,22,4,1,17,3,19,1901,2,99,2,29,5,1,1,7,3,1,5,4,2,3
"2192",2192,22,4,1,17,3,19,1901,2,99,2,52,7,1,1,7,3,1,5,9,2,5
"2193",2193,22,4,1,18,4,11,1101,2,99,1,44,6,1,2,11,6,3,5,7,1,4
"2194",2194,22,4,1,12,3,9,901,2,99,2,53,7,1,2,6,6,1,44,9,2,5
"2195",2195,22,4,1,12,3,9,901,2,99,1,22,4,1,2,6,6,1,44,3,2,3
"2196",2196,22,4,1,12,3,9,901,2,99,2,25,5,1,2,6,6,1,44,4,2,3
"2197",2197,22,4,1,12,3,9,901,2,99,2,3,2,2,2,6,6,1,44,1,2,1
"2198",2198,22,4,1,12,3,9,901,2,99,1,29,5,1,2,6,6,1,44,4,1,3
"2199",2199,22,4,1,23,4,14,1401,2,99,1,24,4,1,4,1,6,3,99,3,2,3
"2200",2200,23,4,2,10,2,1,105,1,18,1,18,4,1,4,1,4,3,2,2,2,3
"2201",2201,23,4,2,10,2,1,105,1,18,2,24,4,1,4,1,4,3,2,3,2,3
"2202",2202,23,4,2,10,2,1,105,1,18,1,24,4,1,4,1,4,3,2,3,2,3
"2203",2203,23,4,2,10,2,1,105,1,18,1,21,4,1,4,1,4,3,2,3,2,3
"2204",2204,23,4,2,10,2,1,105,1,18,1,20,4,1,4,1,4,3,2,3,2,3
"2205",2205,23,4,2,1,1,5,501,2,99,1,29,5,1,3,2,6,1,44,4,1,3
"2206",2206,23,4,2,3,1,5,501,2,99,1,999,9,1,3,99,6,2,44,11,2,8
"2207",2207,23,4,2,17,3,10,1001,2,99,1,37,5,1,5,14,6,2,18,6,1,4
"2208",2208,24,4,3,8,2,19,1901,2,99,1,26,5,1,3,6,3,2,13,4,2,3
"2209",2209,24,4,3,20,4,19,1901,2,99,1,30,5,1,4,1,4,1,42,5,2,4
"2210",2210,24,4,3,20,4,19,1901,2,99,2,25,5,1,4,1,4,1,42,4,2,3
"2211",2211,25,4,4,9,2,3,301,2,99,1,20,4,1,1,4,6,1,34,3,1,3
"2212",2212,25,4,4,9,2,3,301,2,99,1,25,5,1,5,2,6,1,44,4,2,3
"2213",2213,25,4,4,9,2,3,301,2,99,1,17,4,1,5,2,6,1,44,2,2,3
"2214",2214,25,4,4,1,1,5,501,2,99,1,38,5,1,4,1,6,2,24,6,1,4
"2215",2215,25,4,4,19,4,1,101,1,4,1,32,5,1,4,4,6,1,99,5,2,4
"2216",2216,25,4,4,22,4,1,101,1,7,2,46,6,1,14,7,6,1,99,8,2,5
"2217",2217,25,4,4,22,4,1,101,1,7,1,16,4,2,14,7,6,1,99,2,2,3
"2218",2218,25,4,4,22,4,1,101,1,7,2,40,6,2,14,7,6,1,99,7,2,4
"2219",2219,25,4,4,18,4,5,501,2,99,1,31,5,1,12,7,3,2,22,5,2,4
"2220",2220,25,4,4,18,4,5,501,2,99,1,20,4,1,4,5,5,1,21,3,2,3
"2221",2221,25,4,4,18,4,5,501,2,99,1,18,4,1,4,1,6,1,21,2,2,3
"2222",2222,25,4,4,18,4,5,501,2,99,1,19,4,1,4,1,6,1,21,2,2,3
"2223",2223,25,4,4,7,2,9,901,2,99,1,40,6,1,4,5,6,1,24,7,2,4
"2224",2224,26,4,5,19,4,1,101,1,1,1,29,5,1,4,1,5,1,24,4,2,3
"2225",2225,26,4,5,19,4,1,101,1,1,2,18,4,1,4,1,5,1,14,2,2,3
"2226",2226,26,4,5,18,4,6,601,2,99,2,45,6,1,4,99,6,1,24,8,2,5
"2227",2227,26,4,5,17,3,10,1004,2,99,1,32,5,1,4,7,6,1,24,5,2,4
"2228",2228,26,4,5,4,1,12,1202,2,99,1,21,4,1,9,2,6,1,44,3,2,3
"2229",2229,26,4,5,18,4,13,1312,2,99,1,999,9,1,14,1,6,1,2,11,2,8
"2230",2230,26,4,5,11,2,2,208,2,99,2,25,5,1,1,2,4,1,44,4,2,3
"2231",2231,26,4,5,11,2,2,208,2,99,2,25,5,1,1,2,4,1,44,4,2,3
"2232",2232,26,4,5,11,2,2,208,2,99,2,46,6,1,1,2,4,1,44,8,2,5
"2233",2233,26,4,5,11,2,2,208,2,99,2,999,9,1,1,2,4,1,44,11,2,8
"2234",2234,26,4,5,16,3,14,1419,2,99,1,39,5,1,5,2,6,3,33,6,1,4
"2235",2235,26,4,5,16,3,14,1419,2,99,1,25,5,1,5,2,6,3,33,4,2,3
"2236",2236,27,4,6,4,1,1,101,1,9,2,21,4,1,10,7,5,1,37,3,2,3
"2237",2237,27,4,6,21,4,1,101,1,6,1,21,4,1,4,1,6,1,14,3,2,3
"2238",2238,27,4,6,19,4,1,108,1,6,1,25,5,1,4,99,6,1,99,4,2,3
"2239",2239,27,4,6,19,4,1,108,1,6,1,25,5,1,4,99,6,1,99,4,2,3
"2240",2240,27,4,6,18,4,22,2201,1,99,1,23,4,1,4,3,6,1,2,3,2,3
"2241",2241,27,4,6,17,3,9,920,1,99,1,23,4,1,4,1,6,1,99,3,2,3
